label,Z,N,recipes,minimum_cells,construction,reference_stable
Au-172,79,93,385,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-173,79,94,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-175,79,96,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-176,79,97,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-177,79,98,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-178,79,99,320,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-179,79,100,310,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-180,79,101,300,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-181,79,102,290,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-182,79,103,280,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-183,79,104,271,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-184,79,105,261,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-185,79,106,252,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-186,79,107,243,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-187,79,108,234,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-188,79,109,225,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-189,79,110,217,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-190,79,111,208,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-191,79,112,200,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-192,79,113,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-193,79,114,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-194,79,115,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-195,79,116,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-196,79,117,161,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-197,79,118,154,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Au-198,79,119,147,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-199,79,120,140,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-200,79,121,133,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-201,79,122,127,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-202,79,123,120,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Au-203,79,124,114,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-172,80,92,420,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-174,80,94,397,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-175,80,95,385,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-176,80,96,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-177,80,97,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-178,80,98,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-179,80,99,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-180,80,100,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-181,80,101,320,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-182,80,102,310,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-183,80,103,300,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-184,80,104,290,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-185,80,105,280,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-186,80,106,271,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-187,80,107,261,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-188,80,108,252,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-189,80,109,243,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-190,80,110,234,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-191,80,111,225,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-192,80,112,217,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-193,80,113,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-194,80,114,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-195,80,115,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-196,80,116,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-197,80,117,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-198,80,118,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-199,80,119,161,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-200,80,120,154,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-201,80,121,147,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-202,80,122,140,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-203,80,123,133,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-204,80,124,127,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Hg-205,80,125,120,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-206,80,126,114,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-207,80,127,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hg-208,80,128,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-176,81,95,408,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-177,81,96,397,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-179,81,98,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-180,81,99,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-181,81,100,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-182,81,101,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-183,81,102,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-184,81,103,320,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-185,81,104,310,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-186,81,105,300,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-187,81,106,290,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-188,81,107,280,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-189,81,108,271,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-190,81,109,261,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-191,81,110,252,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-192,81,111,243,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-193,81,112,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-194,81,113,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-195,81,114,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-196,81,115,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-197,81,116,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-198,81,117,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-199,81,118,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-200,81,119,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-201,81,120,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-202,81,121,161,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-203,81,122,154,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Tl-204,81,123,147,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-205,81,124,140,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Tl-206,81,125,133,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-207,81,126,127,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-208,81,127,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-209,81,128,114,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-210,81,129,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-211,81,130,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tl-213,81,132,91,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-178,82,96,420,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-179,82,97,408,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-180,82,98,397,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-181,82,99,385,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-182,82,100,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-183,82,101,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-184,82,102,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-185,82,103,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-186,82,104,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-187,82,105,320,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-188,82,106,310,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-189,82,107,300,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-190,82,108,290,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-191,82,109,280,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-192,82,110,271,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-193,82,111,261,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-194,82,112,252,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-195,82,113,243,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-196,82,114,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-197,82,115,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-198,82,116,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-199,82,117,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-200,82,118,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-201,82,119,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-202,82,120,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-203,82,121,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-204,82,122,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Pb-205,82,123,161,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-206,82,124,154,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Pb-207,82,125,147,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Pb-208,82,126,140,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Pb-209,82,127,133,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-210,82,128,127,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-211,82,129,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-212,82,130,114,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-213,82,131,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-214,82,132,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pb-215,82,133,96,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-186,83,103,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-187,83,104,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-188,83,105,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-189,83,106,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-190,83,107,320,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-191,83,108,310,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-192,83,109,300,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-193,83,110,290,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-194,83,111,280,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-195,83,112,271,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-196,83,113,261,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-197,83,114,252,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-198,83,115,243,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-199,83,116,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-200,83,117,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-201,83,118,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-202,83,119,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-203,83,120,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-204,83,121,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-205,83,122,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-206,83,123,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-207,83,124,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-208,83,125,161,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-209,83,126,154,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-210,83,127,147,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-211,83,128,140,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-212,83,129,133,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-213,83,130,127,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-214,83,131,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-215,83,132,114,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-216,83,133,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-217,83,134,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Bi-218,83,135,96,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-186,84,102,397,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-187,84,103,385,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-188,84,104,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-189,84,105,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-190,84,106,352,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-191,84,107,341,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-192,84,108,331,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-193,84,109,320,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-194,84,110,310,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-195,84,111,300,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-196,84,112,290,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-197,84,113,280,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-198,84,114,271,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-199,84,115,261,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-200,84,116,252,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-201,84,117,243,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-202,84,118,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-203,84,119,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-204,84,120,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-205,84,121,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-206,84,122,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-207,84,123,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-208,84,124,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-209,84,125,176,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-210,84,126,169,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-211,84,127,161,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-212,84,128,154,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-213,84,129,147,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-214,84,130,140,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-215,84,131,133,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-216,84,132,127,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-217,84,133,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-218,84,134,114,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-219,84,135,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-220,84,136,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-221,84,137,96,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Po-222,84,138,91,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-191,85,106,374,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-192,85,107,363,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-193,85,108,352,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-194,85,109,341,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-195,85,110,331,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-196,85,111,320,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-197,85,112,310,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-198,85,113,300,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-199,85,114,290,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-200,85,115,280,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-201,85,116,271,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-202,85,117,261,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-203,85,118,252,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-204,85,119,243,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-205,85,120,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-206,85,121,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-207,85,122,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-208,85,123,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-209,85,124,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-210,85,125,192,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-211,85,126,184,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-212,85,127,176,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-213,85,128,169,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-214,85,129,161,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-215,85,130,154,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-216,85,131,147,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-217,85,132,140,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-218,85,133,133,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-219,85,134,127,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-220,85,135,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-221,85,136,114,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-222,85,137,108,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-223,85,138,102,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
At-224,85,139,96,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-193,86,107,385,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-194,86,108,374,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-195,86,109,363,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-196,86,110,352,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-197,86,111,341,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-198,86,112,331,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-199,86,113,320,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-200,86,114,310,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-201,86,115,300,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-202,86,116,290,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-203,86,117,280,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-204,86,118,271,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-205,86,119,261,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-206,86,120,252,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-207,86,121,243,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-208,86,122,234,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-209,86,123,225,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-210,86,124,217,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-211,86,125,208,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-212,86,126,200,9,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-213,86,127,192,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-214,86,128,184,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-215,86,129,176,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-216,86,130,169,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-217,86,131,161,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-218,86,132,154,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-219,86,133,147,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-220,86,134,140,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-221,86,135,133,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-222,86,136,127,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rn-223,86,137,120,10,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
