row_index,candidate_id,bin,operator_class,route_combination,spin_or_hand_class,numeric_signature_key
165,QP093A-0291,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti1],boson_integer_write,unstable_resonance_rows|12+1|3|positive|11|pair_charge_axis|177|positive_debit|depth=3|0.1002965856481481481481481481481481481481481481481481481481481481481481481481481481481481481481481482|176.8997034143518518518518518518518518518518518518518518518518518518518518518518518518518518518518519|190.4128752029481738683127572016460905349794238683127572016460905349794238683127572016460905349794239|23.80160940036852173353909465020576131687242798353909465020576131687242798353909465020576131687242799|166.6112658025796521347736625514403292181069958847736625514403292181069958847736625514403292181069959
166,QP093A-0292,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti2],boson_integer_write,unstable_resonance_rows|12+2|3|positive|10|pair_charge_axis|318|positive_debit|depth=3|0.1648582175925925925925925925925925925925925925925925925925925925925925925925925925925925925925925926|317.8351417824074074074074074074074074074074074074074074074074074074074074074074074074074074074074074|339.9070266284079218106995884773662551440329218106995884773662551440329218106995884773662551440329217|42.48837832855099022633744855967078189300411522633744855967078189300411522633744855967078189300411521|297.4186482998569315843621399176954732510288065843621399176954732510288065843621399176954732510288065
167,QP093A-0293,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti3],boson_integer_write,unstable_resonance_rows|12+3|3|positive|9|pair_charge_axis|459|positive_debit|depth=3|0.2158203125|458.7841796875|487.45819091796875|60.93227386474609375|426.52591705322265625
168,QP093A-0294,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti4],boson_integer_write,unstable_resonance_rows|12+4|3|positive|8|pair_charge_axis|600|positive_debit|depth=3|0.2531828703703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704|599.7468171296296296296296296296296296296296296296296296296296296296296296296296296296296296296296296|633.0660847479423868312757201646090534979423868312757201646090534979423868312757201646090534979423871|79.13326059349279835390946502057613168724279835390946502057613168724279835390946502057613168724279839|553.9328241544495884773662551440329218106995884773662551440329218106995884773662551440329218106995888
169,QP093A-0295,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti6],boson_integer_write,unstable_resonance_rows|12+6|3|positive|6|pair_charge_axis|882|positive_debit|depth=3|0.2871093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|881.7128906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|918.4509277343750000000000000000000000000000000000000000000000000000000000000000000000000000000000003|114.8063659667968750000000000000000000000000000000000000000000000000000000000000000000000000000000000|803.6445617675781250000000000000000000000000000000000000000000000000000000000000000000000000000000002
170,QP093A-0296,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti8],boson_integer_write,unstable_resonance_rows|12+8|3|positive|4|pair_charge_axis|1164|positive_debit|depth=3|0.2666377314814814814814814814814814814814814814814814814814814814814814814814814814814814814814814815|1163.733362268518518518518518518518518518518518518518518518518518518518518518518518518518518518518519|1196.059288998199588477366255144032921810699588477366255144032921810699588477366255144032921810699589|149.5074111247749485596707818930041152263374485596707818930041152263374485596707818930041152263374486|1046.551877873424639917695473251028806584362139917695473251028806584362139917695473251028806584362140
171,QP093A-0297,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti9],boson_integer_write,unstable_resonance_rows|12+9|3|positive|3|pair_charge_axis|1305|positive_debit|depth=3|0.2360026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1304.763997395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333|1331.946580674913194444444444444444444444444444444444444444444444444444444444444444444444444444444444|166.4933225843641493055555555555555555555555555555555555555555555555555555555555555555555555555555555|1165.453258090549045138888888888888888888888888888888888888888888888888888888888888888888888888888888
172,QP093A-0298,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[12|anti12],boson_integer_write,unstable_resonance_rows|12+12|1|neutral|0|pair_charge_axis|1728|positive_debit|depth=1|153.0000|1575.0000|1575.0000|196.8750|1378.1250
173,QP093A-0299,unstable_resonance_rows,CLOSED_SCALAR_LOOP,closed_scalar_loop[R2_retention_7_over_8],scalar_closed_loop,unstable_resonance_rows|12+12|3|neutral|0|neutral_scalar_axis|126000|positive_debit|closed_loop_surface_D2_over_R|750.00|125250.00|125250.00|15656.25|109593.75
174,QP093A-0300,carrier_only_rows,TENSOR_CARRIER,tensor_carrier_alphaH_D2,rank2_plus_cross,carrier_only_rows|18|3|neutral|0|carrier_axis|18|none|no_surface_depth|0|18|0|0|0
175,QP093A-0301,carrier_only_rows,ROAD_LIGHT_CARRIER,photon_road_carrier,transverse_vector,carrier_only_rows|1|3|neutral|0|carrier_axis|0|none|no_surface_depth|0|0|0|0|0
176,QP093A-0302,carrier_only_rows,WEAK_VECTOR_CARRIER,weak_vector_support,massive_vector_support,carrier_only_rows|9|3|neutral|0|carrier_axis|9|none|no_surface_depth|0|9|0|0|0
177,QP093A-0303,carrier_only_rows,NEUTRAL_VECTOR_CARRIER,neutral_vector_support,massive_vector_support,carrier_only_rows|81|3|neutral|0|carrier_axis|81|none|no_surface_depth|0|81|0|0|0
178,QP093A-0304,carrier_only_rows,COLOR_OWNER_CARRIER,gluon_color_owner_support,color_octet_support,carrier_only_rows|8|3|neutral|0|carrier_axis|8|none|no_surface_depth|0|8|0|0|0
179,QP093A-0305,carrier_only_rows,A_FIELD_CARRIER,a_kernel_support,environmental_A_support,carrier_only_rows|1|3|neutral|0|carrier_axis|0|none|no_surface_depth|0|0|0|0|0
180,QP093A-0306,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=1],unresolved_support,hidden_source_support_rows|1|3|positive|1|source_axis|1.006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|none|no_surface_depth|0|1.006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|0|0|0
181,QP093A-0307,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=2],unresolved_support,hidden_source_support_rows|2|3|positive|2|source_axis|2.027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|none|no_surface_depth|0|2.027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|0|0|0
182,QP093A-0308,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=3],unresolved_support,hidden_source_support_rows|3|3|positive|3|source_axis|3.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|none|no_surface_depth|0|3.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|0|0|0
183,QP093A-0309,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=4],unresolved_support,hidden_source_support_rows|4|3|positive|4|source_axis|4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112|none|no_surface_depth|0|4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112|0|0|0
184,QP093A-0310,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=6],unresolved_support,hidden_source_support_rows|6|3|positive|6|source_axis|6.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002|none|no_surface_depth|0|6.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002|0|0|0
185,QP093A-0311,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=8],unresolved_support,hidden_source_support_rows|8|3|positive|8|source_axis|8.444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444448|none|no_surface_depth|0|8.444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444448|0|0|0
186,QP093A-0312,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=9],unresolved_support,hidden_source_support_rows|9|3|positive|9|source_axis|9.5625|none|no_surface_depth|0|9.5625|0|0|0
187,QP093A-0313,hidden_source_support_rows,SOURCE_SUPPORT_PACKET,hidden_source_support[p=12],unresolved_support,hidden_source_support_rows|12|3|positive|12|source_axis|13.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|none|no_surface_depth|0|13.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|0|0|0
188,QP093A-0314,rejected_fake_closures,DIRECT_QA_AS_MASS,fake_direct_qA_as_mass,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
189,QP093A-0315,rejected_fake_closures,PROMOTE_TENSOR_CARRIER,fake_tensor_as_particle,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
190,QP093A-0316,rejected_fake_closures,SKIP_LEDGER_COMPRESSION,fake_skip_ledger_compression,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
191,QP093A-0317,rejected_fake_closures,RANDOM_ROUTE_CLOSURE,fake_random_route_closure,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
192,QP093A-0318,rejected_fake_closures,NEAREST_KNOWN_PARTICLE_MATCH,fake_nearest_known_match,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
193,QP093A-0319,rejected_fake_closures,OPEN_COLOR_NO_OWNER,fake_open_color_single,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
194,QP093A-0320,rejected_fake_closures,SURFACE_STACK_DISABLED,fake_wrong_surface_stack_disabled,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
195,QP093A-0321,rejected_fake_closures,FAKE_PARENT_NO_CLOSED_LOOP,fake_parent_without_loop,fake_spin,rejected_fake_closures|1|0|neutral|0|fake_axis|0|none|no_surface_depth|0|0|0|0|0
