row_index,candidate_id,bin,operator_class,route_combination,spin_or_hand_class,numeric_signature_key
56,QP093A-0121,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+1+9],fermion_baryon_half_write,bound_composite_rows|1+1+9|3|neutral|0|triadic_charge_axis|2988|positive_debit|depth=3|1.837239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|373.2703450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334|2612.892415364583333333333333333333333333333333333333333333333333333333333333333333333333333333333334
57,QP093A-0122,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+1+12],fermion_baryon_half_write,bound_composite_rows|1+1+12|3|neutral|0|triadic_charge_axis|5256|positive_debit|depth=3|3.231770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|656.5960286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|4596.172200520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334
58,QP093A-0123,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+2+2],fermion_baryon_half_write,bound_composite_rows|1+2+2|3|positive|1|triadic_charge_axis|324|positive_debit|depth=3|0.02734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|323.9726562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|326.2224663628472222222222222222222222222222222222222222222222222222222222222222222222222222222222221|40.77780829535590277777777777777777777777777777777777777777777777777777777777777777777777777777777776|285.4446580674913194444444444444444444444444444444444444444444444444444444444444444444444444444444444
59,QP093A-0125,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+2+4],fermion_baryon_half_write,bound_composite_rows|1+2+4|3|neutral|0|triadic_charge_axis|756|positive_debit|depth=3|0.46484375|755.53515625|755.53515625|94.44189453125|661.09326171875
60,QP093A-0127,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+2+8],fermion_baryon_half_write,bound_composite_rows|1+2+8|3|positive|1|triadic_charge_axis|2484|positive_debit|depth=3|0.2096354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666|2483.790364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|2501.038908781828703703703703703703703703703703703703703703703703703703703703703703703703703703703702|312.6298635977285879629629629629629629629629629629629629629629629629629629629629629629629629629629628|2188.409045184100115740740740740740740740740740740740740740740740740740740740740740740740740740740739
61,QP093A-0128,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[1+2+9],fermion_baryon_half_write,bound_composite_rows|1+2+9|0|negative|1|triadic_charge_axis|3096|negative_credit|depth=0|-1032.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|4128.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|4156.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665|519.5833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331|3637.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332
62,QP093A-0129,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[1+2+12],fermion_baryon_half_write,bound_composite_rows|1+2+12|0|negative|1|triadic_charge_axis|5364|negative_credit|depth=0|-1788.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|7152.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|7201.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663|900.2083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333329|6301.45833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333
63,QP093A-0130,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+3+3],fermion_baryon_half_write,bound_composite_rows|1+3+3|3|negative|2|triadic_charge_axis|684|negative_credit|depth=3|-0.09071180555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|684.0907118055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|693.5919716917438271604938271604938271604938271604938271604938271604938271604938271604938271604938273|86.69899646146797839506172839506172839506172839506172839506172839506172839506172839506172839506172841|606.8929752302758487654320987654320987654320987654320987654320987654320987654320987654320987654320989
64,QP093A-0131,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+3+4],fermion_baryon_half_write,bound_composite_rows|1+3+4|3|negative|1|triadic_charge_axis|936|negative_credit|depth=3|-0.07899305555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555554|936.0789930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|942.5795416184413580246913580246913580246913580246913580246913580246913580246913580246913580246913577|117.8224427023051697530864197530864197530864197530864197530864197530864197530864197530864197530864197|824.757098916136188271604938271604938271604938271604938271604938271604938271604938271604938271604938
65,QP093A-0132,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+3+6],fermion_baryon_half_write,bound_composite_rows|1+3+6|3|negative|2|triadic_charge_axis|1656|negative_credit|depth=3|-0.2196180555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|1656.219618055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|1679.222668306327160493827160493827160493827160493827160493827160493827160493827160493827160493827161|209.9028335382908950617283950617283950617283950617283950617283950617283950617283950617283950617283951|1469.319834768036265432098765432098765432098765432098765432098765432098765432098765432098765432098766
66,QP093A-0133,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[1+3+8],fermion_baryon_half_write,bound_composite_rows|1+3+8|0|neutral|0|triadic_charge_axis|2664|positive_debit|depth=0|3330.00|-666.00|0|0|0
67,QP093A-0134,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+3+9],fermion_baryon_half_write,bound_composite_rows|1+3+9|3|negative|2|triadic_charge_axis|3276|negative_credit|depth=3|-0.4344618055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555|3276.434461805555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384|415.242561999662422839506172839506172839506172839506172839506172839506172839506172839506172839506173|2906.697933997636959876543209876543209876543209876543209876543209876543209876543209876543209876543211
68,QP093A-0135,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+3+12],fermion_baryon_half_write,bound_composite_rows|1+3+12|3|negative|2|triadic_charge_axis|5544|negative_credit|depth=3|-0.7352430555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|5544.735243055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|5621.745454764660493827160493827160493827160493827160493827160493827160493827160493827160493827160495|702.7181818455825617283950617283950617283950617283950617283950617283950617283950617283950617283950619|4919.027272919077932098765432098765432098765432098765432098765432098765432098765432098765432098765432
69,QP093A-0137,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+4+6],fermion_baryon_half_write,bound_composite_rows|1+4+6|3|negative|3|triadic_charge_axis|1908|negative_credit|depth=3|-0.3450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|1908.345052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|1948.102240668402777777777777777777777777777777777777777777777777777777777777777777777777777777777777|243.5127800835503472222222222222222222222222222222222222222222222222222222222222222222222222222222221|1704.589460584852430555555555555555555555555555555555555555555555555555555555555555555555555555555555
70,QP093A-0138,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+4+8],fermion_baryon_half_write,bound_composite_rows|1+4+8|3|negative|1|triadic_charge_axis|2916|negative_credit|depth=3|-0.2460937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|2916.246093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|2936.497802734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999|367.0622253417968749999999999999999999999999999999999999999999999999999999999999999999999999999999999|2569.435577392578124999999999999999999999999999999999999999999999999999999999999999999999999999999999
71,QP093A-0139,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+4+9],fermion_baryon_half_write,bound_composite_rows|1+4+9|3|negative|3|triadic_charge_axis|3528|negative_credit|depth=3|-0.6380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|3528.638020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|3602.151312934027777777777777777777777777777777777777777777777777777777777777777777777777777777777776|450.268914116753472222222222222222222222222222222222222222222222222222222222222222222222222222222222|3151.882398817274305555555555555555555555555555555555555555555555555555555555555555555555555555555554
72,QP093A-0140,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+4+12],fermion_baryon_half_write,bound_composite_rows|1+4+12|3|negative|3|triadic_charge_axis|5796|negative_credit|depth=3|-1.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|5797.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|5917.820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776|739.727501763237847222222222222222222222222222222222222222222222222222222222222222222222222222222222|5178.092512342664930555555555555555555555555555555555555555555555555555555555555555555555555555555554
73,QP093A-0141,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+6+6],fermion_baryon_half_write,bound_composite_rows|1+6+6|3|negative|5|triadic_charge_axis|2628|negative_credit|depth=3|-0.7287326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888|2628.728732638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|2720.004035855516975308641975308641975308641975308641975308641975308641975308641975308641975308641975|340.0005044819396219135802469135802469135802469135802469135802469135802469135802469135802469135802469|2380.003531373577353395061728395061728395061728395061728395061728395061728395061728395061728395061728
74,QP093A-0143,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+6+9],fermion_baryon_half_write,bound_composite_rows|1+6+9|3|negative|5|triadic_charge_axis|4248|negative_credit|depth=3|-1.177951388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|4249.177951388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|4396.718852478780864197530864197530864197530864197530864197530864197530864197530864197530864197530863|549.5898565598476080246913580246913580246913580246913580246913580246913580246913580246913580246913579|3847.128995918933256172839506172839506172839506172839506172839506172839506172839506172839506172839505
75,QP093A-0144,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+6+12],fermion_baryon_half_write,bound_composite_rows|1+6+12|3|negative|5|triadic_charge_axis|6516|negative_credit|depth=3|-1.806857638888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|6517.806857638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|6744.119595751350308641975308641975308641975308641975308641975308641975308641975308641975308641975307|843.0149494689187885802469135802469135802469135802469135802469135802469135802469135802469135802469134|5901.104646282431520061728395061728395061728395061728395061728395061728395061728395061728395061728394
76,QP093A-0145,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+8+8],fermion_baryon_half_write,bound_composite_rows|1+8+8|3|negative|5|triadic_charge_axis|4644|negative_credit|depth=3|-1.287760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|4645.287760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|4806.582474320023148148148148148148148148148148148148148148148148148148148148148148148148148148148147|600.8228092900028935185185185185185185185185185185185185185185185185185185185185185185185185185185184|4205.759665030020254629629629629629629629629629629629629629629629629629629629629629629629629629629629
77,QP093A-0146,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[1+8+9],fermion_baryon_half_write,bound_composite_rows|1+8+9|0|negative|7|triadic_charge_axis|5256|negative_credit|depth=0|-4380.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9636.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|10104.41666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1263.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|8841.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333336
78,QP093A-0147,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[1+8+12],fermion_baryon_half_write,bound_composite_rows|1+8+12|0|negative|7|triadic_charge_axis|7524|negative_credit|depth=0|-6270.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|13794.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|14464.54166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1808.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|12656.47395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
79,QP093A-0148,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+9+9],fermion_baryon_half_write,bound_composite_rows|1+9+9|3|negative|8|triadic_charge_axis|5868|negative_credit|depth=3|-2.476128472222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|5870.476128472222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|6196.613691165123456790123456790123456790123456790123456790123456790123456790123456790123456790123459|774.5767113956404320987654320987654320987654320987654320987654320987654320987654320987654320987654324|5422.036979769483024691358024691358024691358024691358024691358024691358024691358024691358024691358026
80,QP093A-0149,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+9+12],fermion_baryon_half_write,bound_composite_rows|1+9+12|3|negative|8|triadic_charge_axis|8136|negative_credit|depth=3|-3.433159722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|8139.433159722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|8591.623890817901234567901234567901234567901234567901234567901234567901234567901234567901234567901238|1073.952986352237654320987654320987654320987654320987654320987654320987654320987654320987654320987655|7517.670904465663580246913580246913580246913580246913580246913580246913580246913580246913580246913584
81,QP093A-0150,bound_composite_rows,OCTET_COMPOSITE,color_triad[1+12+12],fermion_baryon_half_write,bound_composite_rows|1+12+12|3|negative|11|triadic_charge_axis|10404|negative_credit|depth=3|-5.895399305555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555|10409.89539930555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|11205.09574230806327160493827160493827160493827160493827160493827160493827160493827160493827160493828|1400.636967788507908950617283950617283950617283950617283950617283950617283950617283950617283950617285|9804.458774519555362654320987654320987654320987654320987654320987654320987654320987654320987654320995
82,QP093A-0152,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+2+3],fermion_baryon_half_write,bound_composite_rows|2+2+3|3|neutral|0|triadic_charge_axis|612|positive_debit|depth=3|0.3763020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|611.6236979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|611.6236979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|76.45296223958333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|535.1707356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333334
83,QP093A-0153,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+2+4],fermion_baryon_half_write,bound_composite_rows|2+2+4|3|positive|1|triadic_charge_axis|864|positive_debit|depth=3|0.07291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665|863.9270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|869.9265769675925925925925925925925925925925925925925925925925925925925925925925925925925925925925922|108.7408221209490740740740740740740740740740740740740740740740740740740740740740740740740740740740740|761.1857548466435185185185185185185185185185185185185185185185185185185185185185185185185185185185181
84,QP093A-0154,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+2+6],fermion_baryon_half_write,bound_composite_rows|2+2+6|3|neutral|0|triadic_charge_axis|1584|positive_debit|depth=3|0.9739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|1583.026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1583.026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|197.8782552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|1385.147786458333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
85,QP093A-0156,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+2+9],fermion_baryon_half_write,bound_composite_rows|2+2+9|3|neutral|0|triadic_charge_axis|3204|positive_debit|depth=3|1.970052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|3202.029947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|3202.029947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|400.2537434895833333333333333333333333333333333333333333333333333333333333333333333333333333333333334|2801.776204427083333333333333333333333333333333333333333333333333333333333333333333333333333333333334
86,QP093A-0157,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+2+12],fermion_baryon_half_write,bound_composite_rows|2+2+12|3|neutral|0|triadic_charge_axis|5472|positive_debit|depth=3|3.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|5468.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|5468.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|683.5794270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|4785.055989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
87,QP093A-0158,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+3+3],fermion_baryon_half_write,bound_composite_rows|2+3+3|3|negative|1|triadic_charge_axis|792|negative_credit|depth=3|-0.06684027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777776|792.0668402777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|797.5673044463734567901234567901234567901234567901234567901234567901234567901234567901234567901234565|99.69591305579668209876543209876543209876543209876543209876543209876543209876543209876543209876543206|697.8713913905767746913580246913580246913580246913580246913580246913580246913580246913580246913580245
88,QP093A-0159,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[2+3+4],fermion_baryon_half_write,bound_composite_rows|2+3+4|0|neutral|0|triadic_charge_axis|1044|positive_debit|depth=0|1305.00|-261.00|0|0|0
89,QP093A-0160,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+3+6],fermion_baryon_half_write,bound_composite_rows|2+3+6|3|negative|1|triadic_charge_axis|1764|negative_credit|depth=3|-0.1488715277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777|1764.148871527777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|1776.399905357831790123456790123456790123456790123456790123456790123456790123456790123456790123456790|222.0499881697289737654320987654320987654320987654320987654320987654320987654320987654320987654320988|1554.349917188102816358024691358024691358024691358024691358024691358024691358024691358024691358024691
90,QP093A-0161,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+3+8],fermion_baryon_half_write,bound_composite_rows|2+3+8|3|positive|1|triadic_charge_axis|2772|positive_debit|depth=3|0.2339409722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|2771.766059027777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|2791.014434437692901234567901234567901234567901234567901234567901234567901234567901234567901234567900|348.8768043047116126543209876543209876543209876543209876543209876543209876543209876543209876543209875|2442.137630132981288580246913580246913580246913580246913580246913580246913580246913580246913580246912
91,QP093A-0162,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+3+9],fermion_baryon_half_write,bound_composite_rows|2+3+9|3|negative|1|triadic_charge_axis|3384|negative_credit|depth=3|-0.2855902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777|3384.285590277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|3407.787573543595679012345679012345679012345679012345679012345679012345679012345679012345679012345678|425.9734466929494598765432098765432098765432098765432098765432098765432098765432098765432098765432098|2981.814126850646219135802469135802469135802469135802469135802469135802469135802469135802469135802469
92,QP093A-0163,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+3+12],fermion_baryon_half_write,bound_composite_rows|2+3+12|3|negative|1|triadic_charge_axis|5652|negative_credit|depth=3|-0.4769965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777776|5652.476996527777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|5691.730309003665123456790123456790123456790123456790123456790123456790123456790123456790123456790121|711.4662886254581404320987654320987654320987654320987654320987654320987654320987654320987654320987651|4980.264020378206983024691358024691358024691358024691358024691358024691358024691358024691358024691356
93,QP093A-0164,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+4+4],fermion_baryon_half_write,bound_composite_rows|2+4+4|3|negative|1|triadic_charge_axis|1296|negative_credit|depth=3|-0.1093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1296.109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1305.110134548611111111111111111111111111111111111111111111111111111111111111111111111111111111111111|163.1387668185763888888888888888888888888888888888888888888888888888888888888888888888888888888888889|1141.971367730034722222222222222222222222222222222222222222222222222222222222222222222222222222222222
94,QP093A-0166,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+4+8],fermion_baryon_half_write,bound_composite_rows|2+4+8|3|neutral|0|triadic_charge_axis|3024|positive_debit|depth=3|1.859375|3022.140625|3022.140625|377.767578125|2644.373046875
95,QP093A-0167,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[2+4+9],fermion_baryon_half_write,bound_composite_rows|2+4+9|0|negative|2|triadic_charge_axis|3636|negative_credit|depth=0|-1515.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5151.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5222.541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|652.8177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|4569.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
96,QP093A-0168,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[2+4+12],fermion_baryon_half_write,bound_composite_rows|2+4+12|0|negative|2|triadic_charge_axis|5904|negative_credit|depth=0|-2460.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|8364.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|8480.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668|1060.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|7420.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335
97,QP093A-0169,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+6+6],fermion_baryon_half_write,bound_composite_rows|2+6+6|3|negative|4|triadic_charge_axis|2736|negative_credit|depth=3|-0.6267361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111109|2736.626736111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|2812.644145447530864197530864197530864197530864197530864197530864197530864197530864197530864197530865|351.5805181809413580246913580246913580246913580246913580246913580246913580246913580246913580246913581|2461.063627266589506172839506172839506172839506172839506172839506172839506172839506172839506172839508
98,QP093A-0170,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+6+8],fermion_baryon_half_write,bound_composite_rows|2+6+8|3|negative|2|triadic_charge_axis|3744|negative_credit|depth=3|-0.4965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777779|3744.496527777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|3796.503423996913580246913580246913580246913580246913580246913580246913580246913580246913580246913581|474.5629279996141975308641975308641975308641975308641975308641975308641975308641975308641975308641976|3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384
99,QP093A-0171,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+6+9],fermion_baryon_half_write,bound_composite_rows|2+6+9|3|negative|4|triadic_charge_axis|4356|negative_credit|depth=3|-0.9978298611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111109|4356.997829861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|4478.025547357253086419753086419753086419753086419753086419753086419753086419753086419753086419753087|559.7531934196566358024691358024691358024691358024691358024691358024691358024691358024691358024691359|3918.272353937596450617283950617283950617283950617283950617283950617283950617283950617283950617283951
100,QP093A-0172,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+6+12],fermion_baryon_half_write,bound_composite_rows|2+6+12|3|negative|4|triadic_charge_axis|6624|negative_credit|depth=3|-1.517361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|6625.517361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|6809.559510030864197530864197530864197530864197530864197530864197530864197530864197530864197530864199|851.1949387538580246913580246913580246913580246913580246913580246913580246913580246913580246913580249|5958.364571277006172839506172839506172839506172839506172839506172839506172839506172839506172839506174
101,QP093A-0174,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+8+9],fermion_baryon_half_write,bound_composite_rows|2+8+9|3|negative|6|triadic_charge_axis|5364|negative_credit|depth=3|-1.746093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5365.746093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5589.318847656250000000000000000000000000000000000000000000000000000000000000000000000000000000000002|698.6648559570312500000000000000000000000000000000000000000000000000000000000000000000000000000000002|4890.653991699218750000000000000000000000000000000000000000000000000000000000000000000000000000000001
102,QP093A-0175,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+8+12],fermion_baryon_half_write,bound_composite_rows|2+8+12|3|negative|6|triadic_charge_axis|7632|negative_credit|depth=3|-2.484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|7634.484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|7952.587890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000003|994.0734863281250000000000000000000000000000000000000000000000000000000000000000000000000000000000004|6958.514404296875000000000000000000000000000000000000000000000000000000000000000000000000000000000002
103,QP093A-0176,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+9+9],fermion_baryon_half_write,bound_composite_rows|2+9+9|3|negative|7|triadic_charge_axis|5976|negative_credit|depth=3|-2.233506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|5978.233506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|6268.842080198688271604938271604938271604938271604938271604938271604938271604938271604938271604938270|783.6052600248360339506172839506172839506172839506172839506172839506172839506172839506172839506172838|5485.236820173852237654320987654320987654320987654320987654320987654320987654320987654320987654320986
104,QP093A-0177,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+9+12],fermion_baryon_half_write,bound_composite_rows|2+9+12|3|negative|7|triadic_charge_axis|8244|negative_credit|depth=3|-3.081163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|8247.081163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|8647.980941960841049382716049382716049382716049382716049382716049382716049382716049382716049382716048|1080.997617745105131172839506172839506172839506172839506172839506172839506172839506172839506172839506|7566.983324215735918209876543209876543209876543209876543209876543209876543209876543209876543209876542
105,QP093A-0178,bound_composite_rows,OCTET_COMPOSITE,color_triad[2+12+12],fermion_baryon_half_write,bound_composite_rows|2+12+12|3|negative|10|triadic_charge_axis|10512|negative_credit|depth=3|-5.449652777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777|10517.44965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|11247.82810088734567901234567901234567901234567901234567901234567901234567901234567901234567901234568|1405.97851261091820987654320987654320987654320987654320987654320987654320987654320987654320987654321|9841.84958827642746913580246913580246913580246913580246913580246913580246913580246913580246913580247
106,QP093A-0179,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+3+3],fermion_baryon_half_write,bound_composite_rows|3+3+3|0|neutral|0|triadic_charge_axis|972|positive_debit|depth=0|1215.00|-243.00|0|0|0
107,QP093A-0180,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+3+4],fermion_baryon_half_write,bound_composite_rows|3+3+4|3|positive|1|triadic_charge_axis|1224|positive_debit|depth=3|0.1032986111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|1223.896701388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|1232.395984037422839506172839506172839506172839506172839506172839506172839506172839506172839506172839|154.0494980046778549382716049382716049382716049382716049382716049382716049382716049382716049382716049|1078.346486032744984567901234567901234567901234567901234567901234567901234567901234567901234567901234
