bound_id,operator_family,operator_class,route_class,partition_signature,partition_owners,owner_count,closure_depth,q_sign,q_abs,q_value,native_charge_axis,spin_or_hand_class,color_or_owner_closure,closure_status,stability_status,native_mass_or_weight,native_mass_fraction,formula_used,selector_rule,route_combination,address_signature,construction_hash
SAMB63-0050,ORIENTED_CHARGED_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+1,8|1,2,3,positive,7,7,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,117,117,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti1],two_owner_pair_closure|p=8+1|d=3|q=positive:7,fb92b7a045d2759977bf7a96fd32eda81704c7dcd97966cad04690ae811e4b5a
SAMB63-0051,ORIENTED_CHARGED_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+2,8|2,2,3,positive,6,6,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,210,210,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti2],two_owner_pair_closure|p=8+2|d=3|q=positive:6,f08f77478dfa1515b5a35f7705d33ff8cb9f7a0815f2584e88a3ab37cd044b3a
SAMB63-0052,ORIENTED_CHARGED_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+3,8|3,2,3,positive,5,5,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,303,303,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti3],two_owner_pair_closure|p=8+3|d=3|q=positive:5,7a248125816664314f6f58626733396c6c621c6fae9ba992993ae497c7c5d90b
SAMB63-0053,ORIENTED_CHARGED_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+4,8|4,2,3,positive,4,4,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,396,396,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti4],two_owner_pair_closure|p=8+4|d=3|q=positive:4,50e882a71940e3fa17e79d751341a115507ce94bba10972ee5464c3d3cd297c9
SAMB63-0054,ORIENTED_CHARGED_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+6,8|6,2,3,positive,2,2,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,582,582,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti6],two_owner_pair_closure|p=8+6|d=3|q=positive:2,f33f770d7e70488d974a3f98178dc7d6c080a3bc9e312794033bc245fd034963
SAMB63-0055,EQUAL_NEUTRAL_PAIR,BOUND_COLOR_PAIR,two_owner_pair_closure,8+8,8|8,2,1,neutral,0,0,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_NEUTRAL_CANDIDATE,768,768,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti8],two_owner_pair_closure|p=8+8|d=1|q=neutral:0,a8dd7ae1434b81137ca4f925460ff12405353fe439f9620d32bdd5f3ac9cbc4b
SAMB63-0056,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,8+9,8|9,2,3,negative,1,-1,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,867,867,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[8|anti9],two_owner_pair_closure|p=8+9|d=3|q=negative:1,6e23c176b4f6b0b071c3ad3a11cb82ec105fafd84b4fe965f57ff6d8b05734ff
SAMB63-0057,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+1,9|1,2,3,positive,8,8,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,132,132,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti1],two_owner_pair_closure|p=9+1|d=3|q=positive:8,d1a4ae9650378aa3e6cd29628e57e57d958b93ca9080988e0efbfc435b25dd5b
SAMB63-0058,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+2,9|2,2,3,positive,7,7,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,237,237,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti2],two_owner_pair_closure|p=9+2|d=3|q=positive:7,071b3cc7d19508f86b5a8b05eb1c68e40f5effb2b53a5ce71c27d9a3ef95e3f1
SAMB63-0059,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+3,9|3,2,3,positive,6,6,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,342,342,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti3],two_owner_pair_closure|p=9+3|d=3|q=positive:6,95d0a2c8ebe029b5b316c0e32bfdeb3fb01b19bca289f699d741f58d4ee9ea38
SAMB63-0060,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+4,9|4,2,3,positive,5,5,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,447,447,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti4],two_owner_pair_closure|p=9+4|d=3|q=positive:5,85e3f819527b7c743bc76c9b89d31d46cadf68dc4e37a5bf21a42c131e50d97d
SAMB63-0061,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+6,9|6,2,3,positive,3,3,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,657,657,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti6],two_owner_pair_closure|p=9+6|d=3|q=positive:3,fa22e8aed69ff64e5fac62f525fd1060ecda53437a1d2dc0dfa914fbf4956d5b
SAMB63-0062,ORIENTED_CHARGED_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+8,9|8,2,3,positive,1,1,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_CHARGED_CANDIDATE,867,867,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti8],two_owner_pair_closure|p=9+8|d=3|q=positive:1,3fd44d449f459c4aa24eddb71eb915885157e337f9717476d642b4ac99a3b7c1
SAMB63-0063,EQUAL_NEUTRAL_PAIR,OCTET_COMPOSITE,two_owner_pair_closure,9+9,9|9,2,1,neutral,0,0,pair_charge_axis,boson_integer_write,owner_pair_closed,CLOSED_PAIR_WRITE,BOUND_PAIR_NEUTRAL_CANDIDATE,972,972,R*a*b + D*abs(a-b),ORDERED_PAIR_CLOSURE_FROM_OMEGA_7,pair_write[9|anti9],two_owner_pair_closure|p=9+9|d=1|q=neutral:0,3b1ea38a6515e6159f903cf8690af798d4c1c66ef9ff2146d9abcffa18334c31
