element_closure_id,Z,proton_count,neutron_count_primary,electron_count,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_capacity,shell_occupancy,shell_status,electron_shell_status,nuclear_closure_status,neutral_atom_closure_status,primary_isotope_id,isotope_closure_rows,qA_total_primary,tensor_carrier_support_primary,retained_write_support_primary,matter_row_allowed,natural_synthetic_boundary_status,known_match,known_match_role,promotion_status,latest_table_layer,periodic_table_scope,known_label_status,latest_export_source,courtroom_table_layer,vault_reveal_status,vault_identity,known_identity_label,known_symbol,known_name,identity_assignment_role,known_label_used_as_construction_input,vault_reveal_source
QP094A-EZ011,11,11,11,11,126,1,11,3,18,1,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ011N011-FLOOR_PRIMARY,1,815.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,101.9361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,713.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Na|Sodium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Na Sodium,Na Sodium,Na,Sodium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ012,12,12,12,12,126,1,12,3,18,2,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ012N012-FLOOR_PRIMARY,1,889.6249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,111.2031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,778.4218749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Mg|Magnesium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Mg Magnesium,Mg Magnesium,Mg,Magnesium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ013,13,13,14,13,126,2,1,3,18,3,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ013N014-FLOOR_PRIMARY,2,963.8854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,120.4856770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,843.399739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Al|Aluminium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Al Aluminium,Al Aluminium,Al,Aluminium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ014,14,14,15,14,126,2,2,3,18,4,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ014N015-FLOOR_PRIMARY,2,1038.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,129.7526041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,908.2682291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Si|Silicon|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Si Silicon,Si Silicon,Si,Silicon,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ015,15,15,16,15,126,2,3,3,18,5,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ015N016-FLOOR_PRIMARY,2,1112.156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,139.019531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,973.136718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,P|Phosphorus|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,P Phosphorus,P Phosphorus,P,Phosphorus,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ016,16,16,17,16,126,2,4,3,18,6,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ016N017-FLOOR_PRIMARY,2,1186.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,148.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1038.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,S|Sulfur|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,S Sulfur,S Sulfur,S,Sulfur,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ017,17,17,18,17,126,2,5,3,18,7,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ017N018-FLOOR_PRIMARY,2,1260.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,157.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1102.873697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Cl|Chlorine|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Cl Chlorine,Cl Chlorine,Cl,Chlorine,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ018,18,18,19,18,126,2,6,3,18,8,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ018N019-FLOOR_PRIMARY,2,1334.562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,166.820312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1167.742187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ar|Argon|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ar Argon,Ar Argon,Ar,Argon,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ019,19,19,20,19,126,2,7,3,18,9,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ019N020-FLOOR_PRIMARY,2,1408.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,176.0872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1232.610677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,K|Potassium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,K Potassium,K Potassium,K,Potassium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ020,20,20,21,20,126,2,8,3,18,10,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ020N021-FLOOR_PRIMARY,2,1482.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,185.3541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1297.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ca|Calcium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ca Calcium,Ca Calcium,Ca,Calcium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ021,21,21,22,21,126,2,9,3,18,11,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ021N022-FLOOR_PRIMARY,2,1556.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,194.6210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1362.347656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Sc|Scandium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Sc Scandium,Sc Scandium,Sc,Scandium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ022,22,22,23,22,126,2,10,3,18,12,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ022N023-FLOOR_PRIMARY,2,1631.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,203.8880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1427.216145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ti|Titanium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ti Titanium,Ti Titanium,Ti,Titanium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ023,23,23,24,23,126,2,11,3,18,13,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ023N024-FLOOR_PRIMARY,2,1705.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,213.1549479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1492.084635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,V|Vanadium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,V Vanadium,V Vanadium,V,Vanadium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ024,24,24,26,24,126,2,12,3,18,14,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ024N026-FLOOR_PRIMARY,1,1779.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,222.4374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1557.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Cr|Chromium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Cr Chromium,Cr Chromium,Cr,Chromium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ025,25,25,29,25,126,3,1,3,18,15,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ025N029-FLOOR_PRIMARY,2,1853.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,231.7356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1622.149739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Mn|Manganese|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Mn Manganese,Mn Manganese,Mn,Manganese,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ026,26,26,30,26,126,3,2,3,18,16,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ026N030-FLOOR_PRIMARY,2,1928.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,241.0026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1687.018229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Fe|Iron|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Fe Iron,Fe Iron,Fe,Iron,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
