census_index,assembly_template_id,opaque_token_id,disposition,template_class,structural_bucket,arity,partition_signature,component_labels,closure_depth,q_sign,q_abs,surface_sign,numeric_lane,dependency_class,M_native_source,M_native_fraction,M_native_fractional_digits,S_debit_or_credit_source,S_debit_or_credit_fraction,S_debit_or_credit_fractional_digits,M_observed_candidate_source,M_observed_candidate_fraction,M_observed_candidate_fractional_digits,qA_source_support_source,qA_source_support_fraction,qA_source_support_fractional_digits,tensor_carrier_support_source,tensor_carrier_support_fraction,tensor_carrier_support_fractional_digits,retained_write_support_source,retained_write_support_fraction,retained_write_support_fractional_digits,lift_excess_fraction,q_expected_fraction,rho_o_fraction,rho_q_fraction,rho_t_fraction,rho_r_fraction,rho_balance_fraction,raw_numeric_class_id,typed_raw_class_id,dependency_class_id,dependency_core_class_id,dependency_residual_subclass_id,scale_free_class_id,scale_lambda_fraction,scale_free_basis_q_preserved,membership_effect,particle_identity_assignment
172,TPL_9ff896f785b8b23170e8378f,TOK_826a893c98b42ef77a79702e,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,8,8,0,negative,8,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,12.0,12,1,0,0,0,12.0,12,1,12.66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1266666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,1.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,11.08333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,554166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,38/3,0,1/300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_14453c25e66982bb87adf18b,TYPEDRAW_8f19229a986dcc48c7d6e049,DEP_6fa39172ebb92c28240d5faa,DEPCORE_21903f7841485c2067389ef5,DEPRES_badc9b13035a39dd163bb3ea,SHAPE_4b2dc0a457591d3e747e991b,1266666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/1266666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|0|1|0|1/50666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666680|3/10133333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333336,NONE,NONE
173,TPL_d12d680497ce79dfc50e95f0,TOK_82c1d4091835296eda411d98,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,1+1+12,1|1|12,3,neutral,0,positive_debit,ZERO_FEE,LOCAL_R2_LIFT,5256,5256,0,3.231770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1615885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5252768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5252768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,656.5960286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,3282980143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666667/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,4596.172200520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2298086100260416666666666666666666666666666666666666666666666666666666666666666666666666666666666667/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,0,5252768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,167/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_7949a31a1750b678a0a47a4b,TYPEDRAW_1ef74f504884a74a2f7f93a0,DEP_7e6cdbf4935cb05b1337e778,DEPCORE_8c6763b8e1fbc30864130f4b,DEPRES_a1fbcb47e316d135212d657d,SHAPE_629ebf74297e369fb0a52ca8,5256,1|1615885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/2628000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5252768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/5256000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|167/2628000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1/210240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1/14016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NONE,NONE
174,TPL_e8c02667ceb58f69fb177d37,TOK_8347327611472897ac3c7ac5,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,9,9,1,positive,9,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,135.00,135,2,0,0,0,135.00,135,2,143.437500,2295/16,6,17.9296875,2295/128,7,125.5078125,16065/128,7,135/16,2295/16,0,0,0,0,0,RAWNUM_7f65cdf5d1af63a9b419b1f8,TYPEDRAW_3c3dce566528431c0072cbfb,DEP_b3ec4b21a44fa58df9a86dc0,DEPCORE_54db7b20294e2d8aec7cdbbc,DEPRES_73ca7a9ed16e954dab204089,SHAPE_47898cb03e461def1be69923,2295/16,16/17|0|1|0|0|0,NONE,NONE
175,TPL_6359976bf39cde5193b5d5cc,TOK_839392fc2bd5a087580736cf,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,4+6+9,4|6|9,3,negative,2,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,4788,4788,0,-0.6349826388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,-6349826388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,4788.634982638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,4788634982638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,4855.143801842206790123456790123456790123456790123456790123456790123456790123456790123456790123456791,4855143801842206790123456790123456790123456790123456790123456790123456790123456790123456790123456791/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,606.8929752302758487654320987654320987654320987654320987654320987654320987654320987654320987654320989,6068929752302758487654320987654320987654320987654320987654320987654320987654320987654320987654320989/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,4248.250826611930941358024691358024691358024691358024691358024691358024691358024691358024691358024692,1062062706652982735339506172839506172839506172839506172839506172839506172839506172839506172839506173/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,33254409601658950617283950617283950617283950617283950617283950617283950617283950617283950617283951/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,349570353732638888888888888888888888888888888888888888888888888888888888888888888888888888888888888897/72000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11/14400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_97a6013abfe437630e312d53,TYPEDRAW_c855e03d5c2aa7f620ef8b50,DEP_cd191f9a9798ddcd4adb10d1,DEPCORE_3c87c8595e8c740e213f3e3d,DEPRES_4cf70991ee03b0c82f506f3b,SHAPE_88115e89667181c355c0cbca,4855143801842206790123456790123456790123456790123456790123456790123456790123456790123456790123456791/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1596000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/1618381267280735596707818930041152263374485596707818930041152263374485596707818930041152263374485597|-218959530651340996168582375478927203065134099616858237547892720306513409961685823754789272030651341/1674187517876623031077054065559812686249467858663260962111536824180502341421881651766709237973605790000|1|1111/48551438018422067901234567901234567901234567901234567901234567901234567901234567901234567901234567910000|1/194205752073688271604938271604938271604938271604938271604938271604938271604938271604938271604938271640|-1/38841150414737654320987654320987654320987654320987654320987654320987654320987654320987654320987654328,NONE,NONE
176,TPL_853c1ae1f44d2a49f820edf7,TOK_84d553707b5a02cba206ee42,LEGAL_LOCAL_TEMPLATE,ORDERED_PAIR,TWO_BODY_PAIR,2,3+4,3|4,3,negative,1,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,147,147,0,-0.02835648148148148148148148148148148148148148148148148148148148148148148148148148148148148148148148148,-708912037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,101,147.0283564814814814814814814814814814814814814814814814814814814814814814814814814814814814814814815,294056712962962962962962962962962962962962962962962962962962962962962962962962962962962962962962963/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,148.0493867348251028806584362139917695473251028806584362139917695473251028806584362139917695473251028,370123466837062757201646090534979423868312757201646090534979423868312757201646090534979423868312757/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,18.50617334185313786008230452674897119341563786008230452674897119341563786008230452674897119341563785,370123466837062757201646090534979423868312757201646090534979423868312757201646090534979423868312757/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,129.543213392971965020576131687242798353909465020576131687242798353909465020576131687242798353909465,25908642678594393004115226337448559670781893004115226337448559670781893004115226337448559670781893/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,10210302533436213991769547325102880658436213991769547325102880658436213991769547325102880658436213/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8527644675925925925925925925925925925925925925925925925925925925925925925925925925925925925925925927/57600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,463/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-143/1440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_930fed7cb4057ebc0ae404ec,TYPEDRAW_7787c9a9e004289e15aaf404,DEP_2eb14e49c8d46fdb7e26e543,DEPCORE_1373b273e1478a8fa72d0105,DEPRES_9cde2a6c2257ec3312842257,SHAPE_7e5d7e64aeb94d58f9517bd6,370123466837062757201646090534979423868312757201646090534979423868312757201646090534979423868312757/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/7553540139531893004115226337448559670781893004115226337448559670781893004115226337448559670781893|-708912037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037/3701234668370627572016460905349794238683127572016460905349794238683127572016460905349794238683127570000|1|463/3701234668370627572016460905349794238683127572016460905349794238683127572016460905349794238683127570000|0|1/2960987734696502057613168724279835390946502057613168724279835390946502057613168724279835390946502056,NONE,NONE
177,TPL_626ce2bde1f11a5334a76f89,TOK_84f836f15e51a5be97383595,LEGAL_LOCAL_TEMPLATE,ORDERED_PAIR,TWO_BODY_PAIR,2,8+1,8|1,3,positive,7,positive_debit,ACTIVE_LIFT,LOCAL_R2_LIFT,117,117,0,0.05642361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,5642361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,101,116.9435763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,1169435763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,122.6283335744598765432098765432098765432098765432098765432098765432098765432098765432098765432098765,245256667148919753086419753086419753086419753086419753086419753086419753086419753086419753086419753/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,15.32854169680748456790123456790123456790123456790123456790123456790123456790123456790123456790123456,23950846401261694637345679012345679012345679012345679012345679012345679012345679012345679012345679/1562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,107.2997918776523919753086419753086419753086419753086419753086419753086419753086419753086419753086419,1072997918776523919753086419753086419753086419753086419753086419753086419753086419753086419753086419/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,14211892963927469135802469135802469135802469135802469135802469135802469135802469135802469135802469/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,176584800347222222222222222222222222222222222222222222222222222222222222222222222222222222222222222239/1440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-79/1440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3/80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_f9585ff6bdea7b4a9bab86bf,TYPEDRAW_ec8555bffd4f7af7d74dbf2a,DEP_93f60f71b0ea79afd8a894d9,DEPCORE_bbab07ae4e3aed72660cd751,DEPRES_c01d9687f579b4c7e33d6818,SHAPE_89b303aa999025bfb9ef060c,245256667148919753086419753086419753086419753086419753086419753086419753086419753086419753086419753/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,26000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/27250740794324417009602194787379972565157750342935528120713305898491083676268861454046639231824417|1880787037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037/4087611119148662551440329218106995884773662551440329218106995884773662551440329218106995884773662550000|1|1111/12262833357445987654320987654320987654320987654320987654320987654320987654320987654320987654320987650000|-1/49051333429783950617283950617283950617283950617283950617283950617283950617283950617283950617283950600|-1/3270088895318930041152263374485596707818930041152263374485596707818930041152263374485596707818930040,NONE,NONE
178,TPL_7efc32f5ed8344843e426e4c,TOK_856d05c2a1bd8ff06e038fbc,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,1+4+12,1|4|12,3,negative,3,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,5796,5796,0,-1.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,-1048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,5797.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5797048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,5917.820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776,369863750881618923611111111111111111111111111111111111111111111111111111111111111111111111111111111/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,739.727501763237847222222222222222222222222222222222222222222222222222222222222222222222222222222222,369863750881618923611111111111111111111111111111111111111111111111111111111111111111111111111111111/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,5178.092512342664930555555555555555555555555555555555555555555555555555555555555555555555555555555554,2589046256171332465277777777777777777777777777777777777777777777777777777777777777777777777777777777/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,120771837022569444444444444444444444444444444444444444444444444444444444444444444444444444444444443/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,94685120225694444444444444444444444444444444444444444444444444444444444444444444444444444444444444439/16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-23/16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,0,RAWNUM_24317b213aa96f78a1e0ddd9,TYPEDRAW_f65d12ec9a032ba19f5dc6fb,DEP_e82b7e2a02092a671c6ede8c,DEPCORE_a63502e2e58b0f52fc1662ff,DEPRES_fe71784a07aab3356943d50d,SHAPE_c29c5e7edbc835c4ffb70b22,369863750881618923611111111111111111111111111111111111111111111111111111111111111111111111111111111/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,362250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/369863750881618923611111111111111111111111111111111111111111111111111111111111111111111111111111111|-1048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/5917820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776000|1|-333/5917820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776000|0|0,NONE,NONE
179,TPL_73c61350b4bbb6de4afdaed4,TOK_87417cc60cc74e964d84e5c6,REJECTED,EXPLICIT_CONTROL,REJECTED_CONTROL,0,1,,0,neutral,0,none,ZERO_FEE,ZERO_SUPPORT_NONLOCAL_OR_REJECTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RAWNUM_8462963cd509903a12729896,TYPEDRAW_45c00561a33040b8291efd18,DEP_e546bab458df71c743a9276f,DEPCORE_d16eb49fda677ceeef042ceb,DEPRES_73ca7a9ed16e954dab204089,SHAPE_579ee4bf136113892323a924,0,0|0|0|0|0|0,NONE,NONE
180,TPL_7efad8d7ba90ef2da20cd886,TOK_877d0d3a4bddda2f0c373bd2,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,12,12,2,negative,12,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,2592.0,2592,1,0,0,0,2592.0,2592,1,2807.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2807999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,350.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3509999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,2456.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2456999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,215999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2808,0,-1/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_9fcbe3818fdaeec2dda50931,TYPEDRAW_0cc1926161bf23a6b69d7c7b,DEP_c6903290e960603061887f3f,DEPCORE_214a2827ec1983548302f8e1,DEPRES_dd8dcaaf2294a3eee6632733,SHAPE_ca9e2547aa39090b1d8d357c,2807999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2592000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/2807999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|0|1|0|1/112319999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999960|-1/22463999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999992,NONE,NONE
181,TPL_46aaafa417e978f2dca81d16,TOK_878037e87b5bf80764aaf08b,LEGAL_LOCAL_TEMPLATE,ORDERED_PAIR,TWO_BODY_PAIR,2,8+8,8|8,1,neutral,0,positive_debit,ZERO_FEE,LOCAL_R2_LIFT,768,768,0,80.00,80,2,688.00,688,2,688.00,688,2,86.00,86,2,602.00,602,2,0,688,0,0,0,0,0,RAWNUM_912170922d0aadc77675d969,TYPEDRAW_b600382dd4c61066d2dfaca1,DEP_df81c515f7132648312e4830,DEPCORE_8811dfbad57ab621037b6c5c,DEPRES_73ca7a9ed16e954dab204089,SHAPE_8dce00b3b054a735194ec80d,768,1|5/48|43/48|0|0|0,NONE,NONE
182,TPL_53b6795aeefc5f27c517c44f,TOK_878ede83bfb1f4ed61161ed6,LEGAL_LOCAL_TEMPLATE,ORDERED_PAIR,TWO_BODY_PAIR,2,3+12,3|12,3,negative,9,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,459,459,0,-0.2158203125,-221/1024,10,459.2158203125,470237/1024,10,487.91680908203125,7994029/16384,14,60.98960113525390625,7994029/131072,17,426.92720794677734375,55958203/131072,17,470237/16384,7994029/16384,0,0,0,0,0,RAWNUM_4a194ad3b900c602c6a77136,TYPEDRAW_c9b7801e083f93c064be88c7,DEP_6a495521ad6c899c1bd56a22,DEPCORE_203fd36d944aa6757a1e5a08,DEPRES_73ca7a9ed16e954dab204089,SHAPE_acd597a1d59f95bbb7042fef,7994029/16384,442368/470237|-208/470237|1|0|0|0,NONE,NONE
183,TPL_793a3d125344645286158aa4,TOK_88372b89d4f0fea66520d968,LEGAL_LOCAL_TEMPLATE,UNARY_CONJUGATE,ONE_BODY_CONJUGATE,1,1,1,0,negative,1,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,1.25,5/4,2,-0.1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,-1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,1.354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,1.363570601851851851851851851851851851851851851851851851851851851851851851851851851851851851851851852,340892650462962962962962962962962962962962962962962962962962962962962962962962962962962962962962963/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,0.1704463252314814814814814814814814814814814814814814814814814814814814814814814814814814814814814815,340892650462962962962962962962962962962962962962962962962962962962962962962962962962962962962962963/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,1.193124276620370370370370370370370370370370370370370370370370370370370370370370370370370370370370370,119312427662037037037037037037037037037037037037037037037037037037037037037037037037037037037037037/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,1880787037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4363425925925925925925925925925925925925925925925925925925925925925925925925925925925925925925925927/3200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3/16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,-1/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_ec78129a40999bdb364c6176,TYPEDRAW_397b810ed59b0ecb1f4a88a7,DEP_5adeb9ded000d3b87d68ccab,DEPCORE_b6888088517c34cff721d4c2,DEPRES_0d54f57c5d169fb3e4b12257,SHAPE_6af8a5758d71382984854fed,340892650462962962962962962962962962962962962962962962962962962962962962962962962962962962962962963/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/340892650462962962962962962962962962962962962962962962962962962962962962962962962962962962962962963|-1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/13635706018518518518518518518518518518518518518518518518518518518518518518518518518518518518518518520|1|1/4545235339506172839506172839506172839506172839506172839506172839506172839506172839506172839506172840|0|-1/2727141203703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,NONE,NONE
184,TPL_c7ca9f899d5f5804cfad8ac2,TOK_8853f8cdd8a9b6cd1c52f18a,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,3,3,2,positive,3,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,540.00,540,2,0,0,0,540.00,540,2,551.2499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,2756249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,68.90624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,3445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,482.3437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,4823437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,56249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2205/4,0,-1/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_9a896651e87424655716d831,TYPEDRAW_7c2373fad14521384026e3ac,DEP_05514e19c91fa33403f5082a,DEPCORE_251fc2809881dcd25283bd8e,DEPRES_538e4b0eb9d560390a404d7a,SHAPE_044594e041e7d1fa2db54cfe,2756249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/2756249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|0|1|0|1/110249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999960|3/22049999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999992,NONE,NONE
