sample,x_plus,y_plus,radius,signed_quadrupole_second_difference
1192,1,0,1,-8
1193,0,1,1,8
1194,-1,0,1,-8
1195,0,-1,1,8
1196,1,0,1,-8
1197,0,1,1,8
1198,-1,0,1,-8
1199,0,-1,1,8
1200,1,0,1,-8
1201,0,1,1,8
1202,-1,0,1,-8
1203,0,-1,1,8
1204,1,0,1,-8
1205,0,1,1,8
1206,-1,0,1,-8
1207,0,-1,1,8
1208,1,0,1,-8
1209,0,1,1,8
1210,-1,0,1,-8
1211,0,-1,1,8
1212,1,0,1,-8
1213,0,1,1,8
1214,-1,0,1,-8
1215,0,-1,1,8
1216,1,0,1,-8
1217,0,1,1,8
1218,-1,0,1,-8
1219,0,-1,1,8
1220,1,0,1,-8
1221,0,1,1,8
1222,-1,0,1,-8
1223,0,-1,1,8
1224,1,0,1,-8
1225,0,1,1,8
1226,-1,0,1,-8
1227,0,-1,1,8
1228,1,0,1,-8
1229,0,1,1,8
1230,-1,0,1,-8
1231,0,-1,1,8
1232,1,0,1,-8
1233,0,1,1,8
1234,-1,0,1,-8
1235,0,-1,1,8
1236,1,0,1,-8
1237,0,1,1,8
1238,-1,0,1,-8
1239,0,-1,1,8
1240,1,0,1,-8
1241,0,1,1,8
1242,-1,0,1,-8
1243,0,-1,1,8
1244,1,0,1,-8
1245,0,1,1,8
1246,-1,0,1,-8
1247,0,-1,1,8
1248,1,0,1,-8
1249,0,1,1,8
1250,-1,0,1,-8
1251,0,-1,1,8
1252,1,0,1,-8
1253,0,1,1,8
1254,-1,0,1,-8
1255,0,-1,1,8
1256,1,0,1,-8
1257,0,1,1,8
1258,-1,0,1,-8
1259,0,-1,1,8
1260,1,0,1,-8
1261,0,1,1,8
1262,-1,0,1,-8
1263,0,-1,1,8
1264,1,0,1,-8
1265,0,1,1,8
1266,-1,0,1,-8
1267,0,-1,1,8
1268,1,0,1,-8
1269,0,1,1,8
1270,-1,0,1,-8
1271,0,-1,1,8
1272,1,0,1,-8
1273,0,1,1,8
1274,-1,0,1,-8
1275,0,-1,1,8
1276,1,0,1,-8
1277,0,1,1,8
1278,-1,0,1,-8
1279,0,-1,1,8
1280,1,0,1,-8
1281,0,1,1,8
1282,-1,0,1,-8
1283,0,-1,1,8
1284,1,0,1,-8
1285,0,1,1,8
1286,-1,0,1,-8
1287,0,-1,1,8
1288,1,0,1,-8
1289,0,1,1,8
1290,-1,0,1,-8
1291,0,-1,1,8
1292,1,0,1,-8
1293,0,1,1,8
1294,-1,0,1,-8
1295,0,-1,1,8
1296,1,0,1,-8
1297,0,1,1,8
1298,-1,0,1,-8
1299,0,-1,1,8
1300,1,0,1,-8
1301,0,1,1,8
1302,-1,0,1,-8
1303,0,-1,1,8
1304,1,0,1,-8
1305,0,1,1,8
1306,-1,0,1,-8
1307,0,-1,1,8
1308,1,0,1,-8
1309,0,1,1,8
1310,-1,0,1,-8
1311,0,-1,1,8
1312,1,0,1,-8
1313,0,1,1,8
1314,-1,0,1,-8
1315,0,-1,1,8
1316,1,0,1,-8
1317,0,1,1,8
1318,-1,0,1,-8
1319,0,-1,1,8
1320,1,0,1,-8
1321,0,1,1,8
1322,-1,0,1,-8
1323,0,-1,1,8
1324,1,0,1,-65793/8192
1325,0,129/128,129/128,66827/8192
1326,-131/128,0,131/128,-68919/8192
1327,0,-67/64,67/64,71569/8192
1328,17/16,0,17/16,-9113/1024
1329,0,67/64,67/64,71569/8192
1330,-131/128,0,131/128,-68919/8192
1331,0,-129/128,129/128,66827/8192
1332,1,0,1,-65793/8192
1333,0,1,1,8
1334,-1,0,1,-8
1335,0,-1,1,8
1336,1,0,1,-8
1337,0,1,1,8
1338,-1,0,1,-8
1339,0,-1,1,8
1340,1,0,1,-65793/8192
1341,0,129/128,129/128,66827/8192
1342,-131/128,0,131/128,-68919/8192
1343,0,-67/64,67/64,71569/8192
1344,17/16,0,17/16,-9113/1024
1345,0,67/64,67/64,71569/8192
1346,-131/128,0,131/128,-68919/8192
1347,0,-129/128,129/128,66827/8192
1348,1,0,1,-65793/8192
1349,0,1,1,8
1350,-1,0,1,-8
1351,0,-1,1,8
1352,1,0,1,-8
1353,0,1,1,8
1354,-1,0,1,-8
1355,0,-1,1,8
1356,1,0,1,-65793/8192
1357,0,129/128,129/128,66827/8192
1358,-131/128,0,131/128,-68919/8192
1359,0,-67/64,67/64,71569/8192
1360,17/16,0,17/16,-9113/1024
1361,0,67/64,67/64,71569/8192
1362,-131/128,0,131/128,-68919/8192
1363,0,-129/128,129/128,66827/8192
1364,1,0,1,-65793/8192
1365,0,1,1,8
1366,-1,0,1,-8
1367,0,-1,1,8
1368,1,0,1,-8
1369,0,1,1,8
1370,-1,0,1,-8
1371,0,-1,1,8
1372,1,0,1,-65793/8192
1373,0,129/128,129/128,66827/8192
1374,-131/128,0,131/128,-68919/8192
1375,0,-67/64,67/64,71569/8192
1376,17/16,0,17/16,-9113/1024
1377,0,67/64,67/64,71569/8192
1378,-131/128,0,131/128,-68919/8192
1379,0,-129/128,129/128,66827/8192
1380,1,0,1,-65793/8192
1381,0,1,1,8
1382,-1,0,1,-8
1383,0,-1,1,8
1384,1,0,1,-8
1385,0,1,1,8
1386,-1,0,1,-8
1387,0,-1,1,8
1388,1,0,1,-8
1389,0,1,1,8
1390,-1,0,1,-8
1391,0,-1,1,8
1392,1,0,1,-8
1393,0,1,1,8
1394,-1,0,1,-8
1395,0,-1,1,8
1396,1,0,1,-8
1397,0,1,1,8
1398,-1,0,1,-8
1399,0,-1,1,8
1400,1,0,1,-8
1401,0,1,1,8
1402,-1,0,1,-8
1403,0,-1,1,8
1404,1,0,1,-65793/8192
1405,0,129/128,129/128,66827/8192
1406,-131/128,0,131/128,-68919/8192
1407,0,-67/64,67/64,71569/8192
1408,17/16,0,17/16,-9113/1024
1409,0,67/64,67/64,71569/8192
1410,-131/128,0,131/128,-68919/8192
1411,0,-129/128,129/128,66827/8192
1412,1,0,1,-65793/8192
1413,0,1,1,8
1414,-1,0,1,-8
1415,0,-1,1,8
1416,1,0,1,-8
1417,0,1,1,8
1418,-1,0,1,-8
1419,0,-1,1,8
1420,1,0,1,-8
1421,0,1,1,8
1422,-1,0,1,-8
1423,0,-1,1,8
1424,1,0,1,-8
1425,0,1,1,8
1426,-1,0,1,-8
1427,0,-1,1,8
1428,1,0,1,-8
1429,0,1,1,8
1430,-1,0,1,-8
1431,0,-1,1,8
1432,1,0,1,-8
1433,0,1,1,8
1434,-1,0,1,-8
1435,0,-1,1,8
1436,1,0,1,-8
1437,0,1,1,8
1438,-1,0,1,-8
1439,0,-1,1,8
1440,1,0,1,-8
1441,0,1,1,8
1442,-1,0,1,-8
1443,0,-1,1,8
1444,1,0,1,-8
1445,0,1,1,8
1446,-1,0,1,-8
1447,0,-1,1,8
1448,1,0,1,-8
1449,0,1,1,8
1450,-1,0,1,-8
1451,0,-1,1,8
1452,1,0,1,-8
1453,0,1,1,8
1454,-1,0,1,-8
1455,0,-1,1,8
1456,1,0,1,-8
1457,0,1,1,8
1458,-1,0,1,-8
1459,0,-1,1,8
1460,1,0,1,-8
1461,0,1,1,8
1462,-1,0,1,-8
1463,0,-1,1,8
1464,1,0,1,-8
1465,0,1,1,8
1466,-1,0,1,-8
1467,0,-1,1,8
1468,1,0,1,-8
1469,0,1,1,8
1470,-1,0,1,-8
1471,0,-1,1,8
1472,1,0,1,-8
1473,0,1,1,8
1474,-1,0,1,-8
1475,0,-1,1,8
1476,1,0,1,-8
1477,0,1,1,8
1478,-1,0,1,-8
1479,0,-1,1,8
1480,1,0,1,-8
1481,0,1,1,8
1482,-1,0,1,-8
1483,0,-1,1,8
1484,1,0,1,-65793/8192
1485,0,129/128,129/128,66827/8192
1486,-131/128,0,131/128,-68919/8192
1487,0,-67/64,67/64,71569/8192
1488,17/16,0,17/16,-9113/1024
1489,0,67/64,67/64,71569/8192
1490,-131/128,0,131/128,-68919/8192
1491,0,-129/128,129/128,66827/8192
1492,1,0,1,-65793/8192
1493,0,1,1,8
1494,-1,0,1,-8
1495,0,-1,1,8
1496,1,0,1,-8
1497,0,1,1,8
1498,-1,0,1,-8
1499,0,-1,1,8
1500,1,0,1,-8
1501,0,1,1,8
1502,-1,0,1,-8
1503,0,-1,1,8
1504,1,0,1,-8
1505,0,1,1,8
1506,-1,0,1,-8
1507,0,-1,1,8
1508,1,0,1,-8
1509,0,1,1,8
1510,-1,0,1,-8
1511,0,-1,1,8
1512,1,0,1,-8
1513,0,1,1,8
1514,-1,0,1,-8
1515,0,-1,1,8
1516,1,0,1,-8
1517,0,1,1,8
1518,-1,0,1,-8
1519,0,-1,1,8
1520,1,0,1,-8
1521,0,1,1,8
1522,-1,0,1,-8
1523,0,-1,1,8
1524,1,0,1,-8
1525,0,1,1,8
1526,-1,0,1,-8
1527,0,-1,1,8
1528,1,0,1,-8
1529,0,1,1,8
1530,-1,0,1,-8
1531,0,-1,1,8
1532,1,0,1,-8
1533,0,1,1,8
1534,-1,0,1,-8
1535,0,-1,1,8
1536,1,0,1,-8
1537,0,1,1,8
1538,-1,0,1,-8
1539,0,-1,1,8
1540,1,0,1,-8
1541,0,1,1,8
1542,-1,0,1,-8
1543,0,-1,1,8
1544,1,0,1,-8
1545,0,1,1,8
1546,-1,0,1,-8
1547,0,-1,1,8
1548,1,0,1,-8
1549,0,1,1,8
1550,-1,0,1,-8
1551,0,-1,1,8
1552,1,0,1,-8
1553,0,1,1,8
1554,-1,0,1,-8
1555,0,-1,1,8
1556,1,0,1,-8
1557,0,1,1,8
1558,-1,0,1,-8
1559,0,-1,1,8
1560,1,0,1,-8
1561,0,1,1,8
1562,-1,0,1,-8
1563,0,-1,1,8
1564,1,0,1,-8
1565,0,1,1,8
1566,-1,0,1,-8
1567,0,-1,1,8
1568,1,0,1,-8
1569,0,1,1,8
1570,-1,0,1,-8
1571,0,-1,1,8
1572,1,0,1,-8
1573,0,1,1,8
1574,-1,0,1,-8
1575,0,-1,1,8
1576,1,0,1,-8
1577,0,1,1,8
1578,-1,0,1,-8
1579,0,-1,1,8
1580,1,0,1,-8
1581,0,1,1,8
1582,-1,0,1,-8
1583,0,-1,1,8
1584,1,0,1,-8
1585,0,1,1,8
1586,-1,0,1,-8
1587,0,-1,1,8
1588,1,0,1,-8
1589,0,1,1,8
1590,-1,0,1,-8
1591,0,-1,1,8
1592,1,0,1,-8
1593,0,1,1,8
1594,-1,0,1,-8
1595,0,-1,1,8
1596,1,0,1,-65793/8192
1597,0,129/128,129/128,66827/8192
1598,-131/128,0,131/128,-68919/8192
1599,0,-67/64,67/64,71569/8192
1600,17/16,0,17/16,-9113/1024
1601,0,67/64,67/64,71569/8192
1602,-131/128,0,131/128,-68919/8192
1603,0,-129/128,129/128,66827/8192
1604,1,0,1,-65793/8192
1605,0,1,1,8
1606,-1,0,1,-8
1607,0,-1,1,8
1608,1,0,1,-8
1609,0,1,1,8
1610,-1,0,1,-8
1611,0,-1,1,8
1612,1,0,1,-8
1613,0,1,1,8
1614,-1,0,1,-8
1615,0,-1,1,8
1616,1,0,1,-8
1617,0,1,1,8
1618,-1,0,1,-8
1619,0,-1,1,8
1620,1,0,1,-8
1621,0,1,1,8
1622,-1,0,1,-8
1623,0,-1,1,8
1624,1,0,1,-8
1625,0,1,1,8
1626,-1,0,1,-8
1627,0,-1,1,8
1628,1,0,1,-8
1629,0,1,1,8
1630,-1,0,1,-8
1631,0,-1,1,8
1632,1,0,1,-8
1633,0,1,1,8
1634,-1,0,1,-8
1635,0,-1,1,8
1636,1,0,1,-8
1637,0,1,1,8
1638,-1,0,1,-8
1639,0,-1,1,8
1640,1,0,1,-8
1641,0,1,1,8
1642,-1,0,1,-8
1643,0,-1,1,8
1644,1,0,1,-8
1645,0,1,1,8
1646,-1,0,1,-8
1647,0,-1,1,8
1648,1,0,1,-8
1649,0,1,1,8
1650,-1,0,1,-8
1651,0,-1,1,8
1652,1,0,1,-8
1653,0,1,1,8
1654,-1,0,1,-8
1655,0,-1,1,8
1656,1,0,1,-8
1657,0,1,1,8
1658,-1,0,1,-8
1659,0,-1,1,8
1660,1,0,1,-8
1661,0,1,1,8
1662,-1,0,1,-8
1663,0,-1,1,8
1664,1,0,1,-8
1665,0,1,1,8
1666,-1,0,1,-8
1667,0,-1,1,8
1668,1,0,1,-8
1669,0,1,1,8
1670,-1,0,1,-8
1671,0,-1,1,8
1672,1,0,1,-8
1673,0,1,1,8
1674,-1,0,1,-8
1675,0,-1,1,8
1676,1,0,1,-8
1677,0,1,1,8
1678,-1,0,1,-8
1679,0,-1,1,8
1680,1,0,1,-8
1681,0,1,1,8
1682,-1,0,1,-8
1683,0,-1,1,8
1684,1,0,1,-8
1685,0,1,1,8
1686,-1,0,1,-8
1687,0,-1,1,8
1688,1,0,1,-8
1689,0,1,1,8
1690,-1,0,1,-8
1691,0,-1,1,8
1692,1,0,1,-8
1693,0,1,1,8
1694,-1,0,1,-8
1695,0,-1,1,8
1696,1,0,1,-8
1697,0,1,1,8
1698,-1,0,1,-8
1699,0,-1,1,8
1700,1,0,1,-8
1701,0,1,1,8
1702,-1,0,1,-8
1703,0,-1,1,8
1704,1,0,1,-8
1705,0,1,1,8
1706,-1,0,1,-8
1707,0,-1,1,8
1708,1,0,1,-8
1709,0,1,1,8
1710,-1,0,1,-8
1711,0,-1,1,8
1712,1,0,1,-8
1713,0,1,1,8
1714,-1,0,1,-8
1715,0,-1,1,8
1716,1,0,1,-8
1717,0,1,1,8
1718,-1,0,1,-8
1719,0,-1,1,8
1720,1,0,1,-8
1721,0,1,1,8
1722,-1,0,1,-8
1723,0,-1,1,8
1724,1,0,1,-8
1725,0,1,1,8
1726,-1,0,1,-8
1727,0,-1,1,8
1728,1,0,1,-8
1729,0,1,1,8
1730,-1,0,1,-8
1731,0,-1,1,8
1732,1,0,1,-8
1733,0,1,1,8
1734,-1,0,1,-8
1735,0,-1,1,8
1736,1,0,1,-8
1737,0,1,1,8
1738,-1,0,1,-8
1739,0,-1,1,8
1740,1,0,1,-8
1741,0,1,1,8
1742,-1,0,1,-8
1743,0,-1,1,8
1744,1,0,1,-8
1745,0,1,1,8
1746,-1,0,1,-8
1747,0,-1,1,8
1748,1,0,1,-8
1749,0,1,1,8
1750,-1,0,1,-8
1751,0,-1,1,8
1752,1,0,1,-8
1753,0,1,1,8
1754,-1,0,1,-8
1755,0,-1,1,8
1756,1,0,1,-8
1757,0,1,1,8
1758,-1,0,1,-8
1759,0,-1,1,8
1760,1,0,1,-8
1761,0,1,1,8
1762,-1,0,1,-8
1763,0,-1,1,8
1764,1,0,1,-8
1765,0,1,1,8
1766,-1,0,1,-8
1767,0,-1,1,8
1768,1,0,1,-8
1769,0,1,1,8
1770,-1,0,1,-8
1771,0,-1,1,8
1772,1,0,1,-65793/8192
1773,0,129/128,129/128,66827/8192
1774,-131/128,0,131/128,-68919/8192
1775,0,-67/64,67/64,71569/8192
1776,17/16,0,17/16,-9113/1024
1777,0,67/64,67/64,71569/8192
1778,-131/128,0,131/128,-68919/8192
1779,0,-129/128,129/128,66827/8192
1780,1,0,1,-65793/8192
1781,0,1,1,8
1782,-1,0,1,-8
1783,0,-1,1,8
1784,1,0,1,-8
1785,0,1,1,8
1786,-1,0,1,-8
1787,0,-1,1,8
1788,1,0,1,-8
1789,0,1,1,8
1790,-1,0,1,-8
1791,0,-1,1,8
1792,1,0,1,-8
1793,0,1,1,8
1794,-1,0,1,-8
1795,0,-1,1,8
1796,1,0,1,-8
1797,0,1,1,8
1798,-1,0,1,-8
1799,0,-1,1,8
1800,1,0,1,-8
1801,0,1,1,8
1802,-1,0,1,-8
1803,0,-1,1,8
1804,1,0,1,-8
1805,0,1,1,8
1806,-1,0,1,-8
1807,0,-1,1,8
1808,1,0,1,-8
1809,0,1,1,8
1810,-1,0,1,-8
1811,0,-1,1,8
1812,1,0,1,-8
1813,0,1,1,8
1814,-1,0,1,-8
1815,0,-1,1,8
1816,1,0,1,-8
1817,0,1,1,8
1818,-1,0,1,-8
1819,0,-1,1,8
1820,1,0,1,-8
1821,0,1,1,8
1822,-1,0,1,-8
1823,0,-1,1,8
1824,1,0,1,-8
1825,0,1,1,8
1826,-1,0,1,-8
1827,0,-1,1,8
1828,1,0,1,-8
1829,0,1,1,8
1830,-1,0,1,-8
1831,0,-1,1,8
1832,1,0,1,-8
1833,0,1,1,8
1834,-1,0,1,-8
1835,0,-1,1,8
1836,1,0,1,-8
1837,0,1,1,8
1838,-1,0,1,-8
1839,0,-1,1,8
1840,1,0,1,-8
1841,0,1,1,8
1842,-1,0,1,-8
1843,0,-1,1,8
1844,1,0,1,-8
1845,0,1,1,8
1846,-1,0,1,-8
1847,0,-1,1,8
1848,1,0,1,-8
1849,0,1,1,8
1850,-1,0,1,-8
1851,0,-1,1,8
1852,1,0,1,-8
1853,0,1,1,8
1854,-1,0,1,-8
1855,0,-1,1,8
1856,1,0,1,-8
1857,0,1,1,8
1858,-1,0,1,-8
1859,0,-1,1,8
1860,1,0,1,-8
1861,0,1,1,8
1862,-1,0,1,-8
1863,0,-1,1,8
1864,1,0,1,-8
1865,0,1,1,8
1866,-1,0,1,-8
1867,0,-1,1,8
1868,1,0,1,-8
1869,0,1,1,8
1870,-1,0,1,-8
1871,0,-1,1,8
1872,1,0,1,-8
1873,0,1,1,8
1874,-1,0,1,-8
1875,0,-1,1,8
1876,1,0,1,-8
1877,0,1,1,8
1878,-1,0,1,-8
1879,0,-1,1,8
1880,1,0,1,-8
1881,0,1,1,8
1882,-1,0,1,-8
1883,0,-1,1,8
1884,1,0,1,-8
1885,0,1,1,8
1886,-1,0,1,-8
1887,0,-1,1,8
1888,1,0,1,-8
1889,0,1,1,8
1890,-1,0,1,-8
1891,0,-1,1,8
1892,1,0,1,-8
1893,0,1,1,8
1894,-1,0,1,-8
1895,0,-1,1,8
1896,1,0,1,-8
1897,0,1,1,8
1898,-1,0,1,-8
1899,0,-1,1,8
1900,1,0,1,-8
1901,0,1,1,8
1902,-1,0,1,-8
1903,0,-1,1,8
1904,1,0,1,-8
1905,0,1,1,8
1906,-1,0,1,-8
1907,0,-1,1,8
1908,1,0,1,-8
1909,0,1,1,8
1910,-1,0,1,-8
1911,0,-1,1,8
1912,1,0,1,-8
1913,0,1,1,8
1914,-1,0,1,-8
1915,0,-1,1,8
1916,1,0,1,-8
1917,0,1,1,8
1918,-1,0,1,-8
1919,0,-1,1,8
1920,1,0,1,-8
1921,0,1,1,8
1922,-1,0,1,-8
1923,0,-1,1,8
1924,1,0,1,-8
1925,0,1,1,8
1926,-1,0,1,-8
1927,0,-1,1,8
1928,1,0,1,-8
1929,0,1,1,8
1930,-1,0,1,-8
1931,0,-1,1,8
1932,1,0,1,-8
1933,0,1,1,8
1934,-1,0,1,-8
1935,0,-1,1,8
1936,1,0,1,-8
1937,0,1,1,8
1938,-1,0,1,-8
1939,0,-1,1,8
1940,1,0,1,-8
1941,0,1,1,8
1942,-1,0,1,-8
1943,0,-1,1,8
1944,1,0,1,-8
1945,0,1,1,8
1946,-1,0,1,-8
1947,0,-1,1,8
1948,1,0,1,-8
1949,0,1,1,8
1950,-1,0,1,-8
1951,0,-1,1,8
1952,1,0,1,-8
1953,0,1,1,8
1954,-1,0,1,-8
1955,0,-1,1,8
1956,1,0,1,-8
1957,0,1,1,8
1958,-1,0,1,-8
1959,0,-1,1,8
1960,1,0,1,-8
1961,0,1,1,8
1962,-1,0,1,-8
1963,0,-1,1,8
1964,1,0,1,-8
1965,0,1,1,8
1966,-1,0,1,-8
1967,0,-1,1,8
1968,1,0,1,-8
1969,0,1,1,8
1970,-1,0,1,-8
1971,0,-1,1,8
1972,1,0,1,-8
1973,0,1,1,8
1974,-1,0,1,-8
1975,0,-1,1,8
1976,1,0,1,-8
1977,0,1,1,8
1978,-1,0,1,-8
1979,0,-1,1,8
1980,1,0,1,-65793/8192
1981,0,129/128,129/128,66827/8192
1982,-131/128,0,131/128,-68919/8192
1983,0,-67/64,67/64,71569/8192
1984,17/16,0,17/16,-9113/1024
1985,0,67/64,67/64,71569/8192
1986,-131/128,0,131/128,-68919/8192
1987,0,-129/128,129/128,66827/8192
1988,1,0,1,-65793/8192
1989,0,1,1,8
1990,-1,0,1,-8
1991,0,-1,1,8
1992,1,0,1,-8
1993,0,1,1,8
1994,-1,0,1,-8
1995,0,-1,1,8
1996,1,0,1,-8
1997,0,1,1,8
1998,-1,0,1,-8
1999,0,-1,1,8
2000,1,0,1,-8
2001,0,1,1,8
2002,-1,0,1,-8
2003,0,-1,1,8
2004,1,0,1,-8
2005,0,1,1,8
2006,-1,0,1,-8
2007,0,-1,1,8
2008,1,0,1,-8
2009,0,1,1,8
2010,-1,0,1,-8
2011,0,-1,1,8
2012,1,0,1,-8
2013,0,1,1,8
2014,-1,0,1,-8
2015,0,-1,1,8
2016,1,0,1,-8
2017,0,1,1,8
2018,-1,0,1,-8
2019,0,-1,1,8
2020,1,0,1,-8
2021,0,1,1,8
2022,-1,0,1,-8
2023,0,-1,1,8
2024,1,0,1,-8
2025,0,1,1,8
2026,-1,0,1,-8
2027,0,-1,1,8
2028,1,0,1,-8
2029,0,1,1,8
2030,-1,0,1,-8
2031,0,-1,1,8
2032,1,0,1,-8
2033,0,1,1,8
2034,-1,0,1,-8
2035,0,-1,1,8
2036,1,0,1,-8
2037,0,1,1,8
2038,-1,0,1,-8
2039,0,-1,1,8
2040,1,0,1,-8
2041,0,1,1,8
2042,-1,0,1,-8
2043,0,-1,1,8
2044,1,0,1,-8
2045,0,1,1,8
2046,-1,0,1,-8
2047,0,-1,1,8
2048,1,0,1,-8
2049,0,1,1,8
2050,-1,0,1,-8
2051,0,-1,1,8
2052,1,0,1,-8
2053,0,1,1,8
2054,-1,0,1,-8
2055,0,-1,1,8
2056,1,0,1,-8
2057,0,1,1,8
2058,-1,0,1,-8
2059,0,-1,1,8
2060,1,0,1,-8
2061,0,1,1,8
2062,-1,0,1,-8
2063,0,-1,1,8
2064,1,0,1,-8
2065,0,1,1,8
2066,-1,0,1,-8
2067,0,-1,1,8
2068,1,0,1,-8
2069,0,1,1,8
2070,-1,0,1,-8
2071,0,-1,1,8
2072,1,0,1,-8
2073,0,1,1,8
2074,-1,0,1,-8
2075,0,-1,1,8
2076,1,0,1,-8
2077,0,1,1,8
2078,-1,0,1,-8
2079,0,-1,1,8
2080,1,0,1,-8
2081,0,1,1,8
2082,-1,0,1,-8
2083,0,-1,1,8
2084,1,0,1,-8
2085,0,1,1,8
2086,-1,0,1,-8
2087,0,-1,1,8
2088,1,0,1,-8
2089,0,1,1,8
2090,-1,0,1,-8
2091,0,-1,1,8
2092,1,0,1,-8
2093,0,1,1,8
2094,-1,0,1,-8
2095,0,-1,1,8
2096,1,0,1,-8
2097,0,1,1,8
2098,-1,0,1,-8
2099,0,-1,1,8
2100,1,0,1,-8
2101,0,1,1,8
2102,-1,0,1,-8
2103,0,-1,1,8
2104,1,0,1,-8
2105,0,1,1,8
2106,-1,0,1,-8
2107,0,-1,1,8
2108,1,0,1,-8
2109,0,1,1,8
2110,-1,0,1,-8
2111,0,-1,1,8
2112,1,0,1,-8
2113,0,1,1,8
2114,-1,0,1,-8
2115,0,-1,1,8
2116,1,0,1,-8
2117,0,1,1,8
2118,-1,0,1,-8
2119,0,-1,1,8
2120,1,0,1,-8
2121,0,1,1,8
2122,-1,0,1,-8
2123,0,-1,1,8
2124,1,0,1,-8
2125,0,1,1,8
2126,-1,0,1,-8
2127,0,-1,1,8
2128,1,0,1,-8
2129,0,1,1,8
2130,-1,0,1,-8
2131,0,-1,1,8
2132,1,0,1,-8
2133,0,1,1,8
2134,-1,0,1,-8
2135,0,-1,1,8
2136,1,0,1,-8
2137,0,1,1,8
2138,-1,0,1,-8
2139,0,-1,1,8
2140,1,0,1,-8
2141,0,1,1,8
2142,-1,0,1,-8
2143,0,-1,1,8
2144,1,0,1,-8
2145,0,1,1,8
2146,-1,0,1,-8
2147,0,-1,1,8
2148,1,0,1,-8
2149,0,1,1,8
2150,-1,0,1,-8
2151,0,-1,1,8
2152,1,0,1,-8
2153,0,1,1,8
2154,-1,0,1,-8
2155,0,-1,1,8
2156,1,0,1,-8
2157,0,1,1,8
2158,-1,0,1,-8
2159,0,-1,1,8
2160,1,0,1,-8
2161,0,1,1,8
2162,-1,0,1,-8
2163,0,-1,1,8
2164,1,0,1,-8
2165,0,1,1,8
2166,-1,0,1,-8
2167,0,-1,1,8
2168,1,0,1,-8
2169,0,1,1,8
2170,-1,0,1,-8
2171,0,-1,1,8
2172,1,0,1,-8
2173,0,1,1,8
2174,-1,0,1,-8
2175,0,-1,1,8
2176,1,0,1,-8
2177,0,1,1,8
2178,-1,0,1,-8
2179,0,-1,1,8
2180,1,0,1,-8
2181,0,1,1,8
2182,-1,0,1,-8
2183,0,-1,1,8
2184,1,0,1,-8
2185,0,1,1,8
2186,-1,0,1,-8
2187,0,-1,1,8
2188,1,0,1,-8
2189,0,1,1,8
2190,-1,0,1,-8
2191,0,-1,1,8
2192,1,0,1,-8
2193,0,1,1,8
2194,-1,0,1,-8
2195,0,-1,1,8
2196,1,0,1,-8
2197,0,1,1,8
2198,-1,0,1,-8
2199,0,-1,1,8
2200,1,0,1,-8
2201,0,1,1,8
2202,-1,0,1,-8
2203,0,-1,1,8
2204,1,0,1,-8
2205,0,1,1,8
2206,-1,0,1,-8
2207,0,-1,1,8
2208,1,0,1,-8
2209,0,1,1,8
2210,-1,0,1,-8
2211,0,-1,1,8
2212,1,0,1,-8
2213,0,1,1,8
2214,-1,0,1,-8
2215,0,-1,1,8
2216,1,0,1,-8
2217,0,1,1,8
2218,-1,0,1,-8
2219,0,-1,1,8
2220,1,0,1,-8
2221,0,1,1,8
2222,-1,0,1,-8
2223,0,-1,1,8
2224,1,0,1,-8
2225,0,1,1,8
2226,-1,0,1,-8
2227,0,-1,1,8
2228,1,0,1,-8
2229,0,1,1,8
2230,-1,0,1,-8
2231,0,-1,1,8
2232,1,0,1,-8
2233,0,1,1,8
2234,-1,0,1,-8
2235,0,-1,1,8
2236,1,0,1,-8
2237,0,1,1,8
2238,-1,0,1,-8
2239,0,-1,1,8
2240,1,0,1,-8
2241,0,1,1,8
2242,-1,0,1,-8
2243,0,-1,1,8
2244,1,0,1,-8
2245,0,1,1,8
2246,-1,0,1,-8
2247,0,-1,1,8
2248,1,0,1,-8
2249,0,1,1,8
2250,-1,0,1,-8
2251,0,-1,1,8
2252,1,0,1,-65793/8192
2253,0,129/128,129/128,66827/8192
2254,-131/128,0,131/128,-68919/8192
2255,0,-67/64,67/64,71569/8192
2256,17/16,0,17/16,-9113/1024
2257,0,67/64,67/64,71569/8192
2258,-131/128,0,131/128,-68919/8192
2259,0,-129/128,129/128,66827/8192
2260,1,0,1,-65793/8192
2261,0,1,1,8
2262,-1,0,1,-8
2263,0,-1,1,8
2264,1,0,1,-8
2265,0,1,1,8
2266,-1,0,1,-8
2267,0,-1,1,8
2268,1,0,1,-8
2269,0,1,1,8
2270,-1,0,1,-8
2271,0,-1,1,8
2272,1,0,1,-8
2273,0,1,1,8
2274,-1,0,1,-8
2275,0,-1,1,8
2276,1,0,1,-8
2277,0,1,1,8
2278,-1,0,1,-8
2279,0,-1,1,8
2280,1,0,1,-8
2281,0,1,1,8
2282,-1,0,1,-8
2283,0,-1,1,8
2284,1,0,1,-8
2285,0,1,1,8
2286,-1,0,1,-8
2287,0,-1,1,8
