Z,symbol,hh_gravity,cr119_qA,qA_match,hh_graviton,cr119_tensor_carrier,graviton_match,gravity_over_8_match,known_label_status
46,Pd,3411.604167,3411.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,426.450521,426.4505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
47,Ag,3485.739583,3485.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,435.717448,435.7174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
48,Cd,3560.000000,3559.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,445.000000,444.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,True,KNOWN_Z_DOWNSTREAM
49,In,3634.635417,3634.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,454.329427,454.3294270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
50,Sn,3708.770833,3708.770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,463.596354,463.5963541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
51,Sb,3783.031250,3783.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,472.878906,472.8789062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,True,KNOWN_Z_DOWNSTREAM
52,Te,3857.166667,3857.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,482.145833,482.1458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
53,I,3931.302083,3931.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,491.412760,491.4127604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
54,Xe,4005.562500,4005.562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,500.695312,500.6953124999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,True,True,KNOWN_Z_DOWNSTREAM
55,Cs,4079.697917,4079.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,509.962240,509.9622395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
56,Ba,4153.833333,4153.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,519.229167,519.2291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
57,La,4228.093750,4228.093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,528.511719,528.5117187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
58,Ce,4302.229167,4302.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,537.778646,537.7786458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
59,Pr,4376.364583,4376.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,547.045573,547.0455729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
60,Nd,4450.625000,4450.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,556.328125,556.3281249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
61,Pm,4525.385417,4525.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,565.673177,565.6731770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
62,Sm,4599.520833,4599.520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,574.940104,574.9401041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
63,Eu,4673.781250,4673.781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,584.222656,584.2226562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
64,Gd,4747.916667,4747.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,593.489583,593.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
65,Tb,4822.177083,4822.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,602.772135,602.7721354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
66,Dy,4896.312500,4896.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,612.039062,612.0390624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
67,Ho,4970.447917,4970.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,621.305990,621.3059895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
68,Er,5044.708333,5044.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,True,630.588542,630.5885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,True,KNOWN_Z_DOWNSTREAM
69,Tm,5118.843750,5118.843749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,639.855469,639.8554687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
70,Yb,5193.104167,5193.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,649.138021,649.1380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
71,Lu,5267.239583,5267.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,658.404948,658.4049479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
72,Hf,5341.500000,5341.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,667.687500,667.6874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
73,Ta,5416.385417,5416.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,677.048177,677.0481770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
74,W,5490.645833,5490.645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,686.330729,686.3307291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
75,Re,5564.781250,5564.781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,695.597656,695.5976562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
76,Os,5639.041667,5639.041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,704.880208,704.8802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
77,Ir,5713.177083,5713.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,714.147135,714.1471354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
78,Pt,5787.437500,5787.437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,723.429688,723.4296874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
79,Au,5861.572917,5861.572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,True,732.696615,732.6966145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,True,KNOWN_Z_DOWNSTREAM
80,Hg,5935.833333,5935.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,741.979167,741.9791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
81,Tl,6009.968750,6009.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,751.246094,751.2460937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
82,Pb,6084.229167,6084.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,760.528646,760.528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
83,Bi,6158.364583,6158.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,769.795573,769.7955729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
84,Po,6232.625000,6232.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,779.078125,779.0781249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
85,At,6307.635417,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,788.454427,788.454427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
86,Rn,6381.895833,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,797.736979,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
87,Fr,6456.031250,6456.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,807.003906,807.0039062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
88,Ra,6530.291667,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,816.286458,816.286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
89,Ac,6604.427083,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,825.553385,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
90,Th,6678.687500,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,834.835938,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
91,Pa,6752.947917,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,844.118490,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
92,U,6827.083333,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,853.385417,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
93,Np,6901.343750,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,862.667969,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,True,True,KNOWN_Z_DOWNSTREAM
94,Pu,6975.479167,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,871.934896,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
95,Am,7049.739583,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,881.217448,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
96,Cm,7124.000000,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,890.500000,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,True,True,KNOWN_Z_DOWNSTREAM
97,Bk,7199.135417,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,899.891927,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
98,Cf,7273.395833,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,909.174479,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
99,Es,7347.656250,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,918.457031,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,True,True,KNOWN_Z_DOWNSTREAM
100,Fm,7421.791667,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,927.723958,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
101,Md,7496.052083,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,937.006510,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
102,No,7570.312500,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,946.289062,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,True,True,KNOWN_Z_DOWNSTREAM
103,Lr,7644.447917,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,955.555990,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
104,Rf,7718.708333,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,True,964.838542,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,True,KNOWN_Z_DOWNSTREAM
105,Db,7792.968750,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,974.121094,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,True,True,KNOWN_Z_DOWNSTREAM
106,Sg,7867.104167,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,983.388021,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
107,Bh,7941.364583,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,True,992.670573,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,True,True,KNOWN_Z_DOWNSTREAM
108,Hs,8015.625000,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,1001.953125,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,True,KNOWN_Z_DOWNSTREAM
109,Mt,8090.885417,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,1011.360677,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
110,Ds,8165.145833,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,True,1020.643229,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,True,True,KNOWN_Z_DOWNSTREAM
111,Rg,8239.406250,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,1029.925781,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,True,KNOWN_Z_DOWNSTREAM
112,Cn,8313.666667,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,1039.208333,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
113,Nh,8387.802083,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,True,1048.475260,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,True,True,KNOWN_Z_DOWNSTREAM
114,Fl,8462.062500,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,1057.757812,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,True,KNOWN_Z_DOWNSTREAM
115,Mc,8536.322917,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,1067.040365,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
116,Lv,8610.583333,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,True,1076.322917,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,True,True,KNOWN_Z_DOWNSTREAM
117,Ts,8684.718750,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,1085.589844,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,True,KNOWN_Z_DOWNSTREAM
118,Og,8758.979167,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,True,1094.872396,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,KNOWN_Z_DOWNSTREAM
119,Z119,8833.239583,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,True,1104.154948,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,True,True,SAM_FRONTIER_UNKNOWN_Z119_Z126
120,Z120,8907.500000,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,True,1113.437500,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,True,SAM_FRONTIER_UNKNOWN_Z119_Z126
121,Z121,8982.885417,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,True,1122.860677,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,SAM_FRONTIER_UNKNOWN_Z119_Z126
