ledger_instance_id,starbreaker_cell_id,slot_index,w9_block,k18_channel,dimension,side,route,h27_rank,h27_address,qp_template_id,qp_source_row_id,qp_template_class,qp_partition_labels,decoded_content_points,relation_geometry,native_signature_id,payload_status,binding_role,authority,source_hashes
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,117,6,9,0,1,9,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,118,6,10,1,0,10,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,119,6,11,2,1,11,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,120,6,12,0,0,0,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,121,6,13,1,1,1,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,122,6,14,2,0,2,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,123,6,15,0,1,3,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,124,6,16,1,0,4,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,125,6,17,2,1,5,FACE,"[1,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,126,7,0,0,0,6,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,127,7,1,1,1,7,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,128,7,2,2,0,8,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,129,7,3,0,1,9,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,130,7,4,1,0,10,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,131,7,5,2,1,11,EDGE,"[1,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,132,7,6,0,0,0,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,133,7,7,1,1,1,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,134,7,8,2,0,2,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,135,7,9,0,1,3,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,136,7,10,1,0,4,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,137,7,11,2,1,5,POINT,"[1,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,138,7,12,0,0,6,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,139,7,13,1,1,7,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,140,7,14,2,0,8,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,141,7,15,0,1,9,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,142,7,16,1,0,10,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,143,7,17,2,1,11,EDGE,"[1,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,144,8,0,0,0,0,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,145,8,1,1,1,1,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,146,8,2,2,0,2,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,147,8,3,0,1,3,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,148,8,4,1,0,4,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,149,8,5,2,1,5,FACE,"[1,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,150,8,6,0,0,6,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,151,8,7,1,1,7,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,152,8,8,2,0,8,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,153,8,9,0,1,9,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,154,8,10,1,0,10,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,155,8,11,2,1,11,EDGE,"[1,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,156,8,12,0,0,0,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,157,8,13,1,1,1,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,158,8,14,2,0,2,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,159,8,15,0,1,3,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,160,8,16,1,0,4,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,161,8,17,2,1,5,FACE,"[1,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
