qp_template_id,qp_source_row_id,qp_template_class,qp_partition_labels,charge_orientation,closure_depth,native_signature_id,payload_status,source_disposition,source_stability,source_closure
TPL_aba6533e14bf985b2b17dfa2,TOK_2de33c8830078571fcd221ff,TRIAD,6|9|12,negative,0,TYPEDRAW_045bec3894715836611957ff,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_aba7ee042a53719d771a25bd,TOK_ef0b036a7d7fdb770e73779a,UNARY,8,negative,2,TYPEDRAW_65e8448e8e88e32f0d7e7b3f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_WRITE
TPL_ac204c80a35312794cb07902,TOK_62da9b58f4d3d5002e1771b7,TRIAD,1|8|12,negative,0,TYPEDRAW_176eab94af7c22dc0409ee6b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ac9cb0661753a4b0ad0ee989,TOK_eceace391c1557a825eddcbe,UNARY,6,negative,1,TYPEDRAW_5bbaf835d305cfa8dc5e2222,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_adafb1345d3e96d82f9387cd,TOK_65c0580ecf8a216333b3e22b,TRIAD,1|1|9,neutral,3,TYPEDRAW_6a2dbfd2e7baaa4899c89b83,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ae637e4aa6ac2e30c7e845d7,TOK_43ea7c3319c1e729462d3dfb,PAIR,4|12,negative,3,TYPEDRAW_f3cc6fffb0d9607ccc3cb3c4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_ae8a4a302f427c51b3de79bb,TOK_0b448f8a98326c68eea440e3,UNARY,4,negative,2,TYPEDRAW_0ea1dba366237095627456df,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_aec4f3248077011ff4b1652c,TOK_63385e463b4a7e77d3c534eb,UNARY,8,positive,1,TYPEDRAW_483c799dea758391ddd3e75f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_af7739241786b38fb6cec8f9,TOK_7ffeb4ab344105d1d49b1611,REJECTED,3|3|9,neutral,0,TYPEDRAW_4ba728bb1e7a73b1bb3023a9,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_afef258560750c0b014d42d0,TOK_bdd03d843656a01cc163305d,UNARY,2,negative,0,TYPEDRAW_7deb26c1ad56717668ddcfa5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_b107f13980cf900866675b2f,TOK_ca1a4fa8963f8e10ff2b51f8,UNARY,12,negative,0,TYPEDRAW_c6c38bfa7db04f6c059383ad,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_b1d44c18d3aeaa51f5c51ca0,TOK_2726b93a36c7faed8642014f,UNARY,9,negative,0,TYPEDRAW_6a3e11437bb96a27df32d4b1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_b1e637f6715e57a072b16d0a,TOK_558a5b0550d0a6275f06615d,PAIR,6|4,positive,3,TYPEDRAW_9d22c16a905d5078b10cb11b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_b22fbe8ddcd5913375948bda,TOK_b95113e93847b86431b64e8b,UNARY,1,negative,1,TYPEDRAW_8df83c5ced2c47d21bd22bee,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_b296d329a0b90768c4bd3319,TOK_7a267062228613da4bdbda50,TRIAD,3|8|12,negative,3,TYPEDRAW_417b8a5c8cdccdea0f1677a4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_b4a10c7271eda9624b68cb69,TOK_0356998f059af083410ff18d,UNARY,8,neutral,2,TYPEDRAW_37732a7742120eb04ade6709,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_WRITE
TPL_b4d0743fda5f6729840cba06,TOK_b85d99c1c89141dafb9d41b9,UNARY,1,neutral,1,TYPEDRAW_616002513fd1ff423e3bd8f0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_b52b524b652341dc2e130b10,TOK_c4d8a0450e4d945288d069f3,PAIR,12|1,positive,3,TYPEDRAW_23f74dae0c1959ddae6192e7,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_b601ab8f4e7cab9d92baa925,TOK_2f31432bf2cdc9f293a27867,UNARY,3,neutral,2,TYPEDRAW_2132679d80a02c07942ec3cb,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_b6fd0a5bd6f264740d70749f,TOK_678b865f364aae1c6fdbaf10,TRIAD,2|6|8,negative,3,TYPEDRAW_d11f5ebf686a496d640093f4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_b70e479cb73e76381a0e1b44,TOK_8f86a4c4446ca2595cf9f435,TRIAD,4|8|12,negative,0,TYPEDRAW_3a64d649e3180cd1edbde98c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_b9100c3a01c030ff4c9fb5a7,TOK_c5771d38689a1c83b97d1884,TRIAD,2|6|9,negative,3,TYPEDRAW_157802bbf4caf58442f7b32f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_b9a9b92cf700e03f776a7cfb,TOK_a5a2383cd62ebff9884850a2,TRIAD,1|2|8,positive,3,TYPEDRAW_442a7c085c262d4e67832313,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_b9c7abe8178af6d5ba8ddc77,TOK_dadb186993de632dca4a0a43,TRIAD,2|4|8,neutral,3,TYPEDRAW_7adb053dc02a6b5198b832ff,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ba1c67999264aaae608253db,TOK_e5d0755852f50673b260f7a9,CARRIER,,neutral,3,TYPEDRAW_7482c6f6a0db41eda0766db7,INFRASTRUCTURE,NONLOCAL_NODE,carrier_only_rows,CLOSED_CARRIER_SUPPORT
TPL_bc2c7de46881f6be23cbad31,TOK_cc6b6453a3deb642848645ca,UNARY,4,negative,0,TYPEDRAW_abab7e8163759d94c60a5586,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_bce89d1b24496470deb740f8,TOK_b2845581052c93eab1303615,PAIR,3|6,negative,3,TYPEDRAW_08cb1b2605fd26050fd4d810,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_bf224c96512487ad601b4e68,TOK_3e7eaaa8755b46fef52a8e1d,TRIAD,4|8|8,negative,3,TYPEDRAW_ff34a875e0e9ea2fdf76a376,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_bf60834cc579bc745f72a4d5,TOK_5b5030ff07fd65c079c9e813,PAIR,9|3,positive,3,TYPEDRAW_0ea6198c991f92b929a8aa24,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_c09c1c97e570da64a0e3af2e,TOK_99eeffbc76cd722ebb521b55,UNARY,4,positive,2,TYPEDRAW_a5ec1912c56d2ab3695b6fd8,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_c1b0c10d0bf1781899f16b63,TOK_ebcd06181d2489742f5e4c20,UNARY,9,negative,1,TYPEDRAW_5ed3cbc4558bd8e2fcc05923,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_c26df4e6c4cf8634855d92a1,TOK_392ff54c1b8475e08a39485c,PAIR,4|8,negative,3,TYPEDRAW_816124e3fcb7fe8bfe7a4226,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_c639e8cf1cbffccd55e13558,TOK_4f1a31682c7ac15ae8dc3ab9,TRIAD,3|6|9,negative,0,TYPEDRAW_5f1746ad6af0922aa58425d5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_c7ca9f899d5f5804cfad8ac2,TOK_8853f8cdd8a9b6cd1c52f18a,UNARY,3,positive,2,TYPEDRAW_7c2373fad14521384026e3ac,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_c8214b1a4ba855f234bf9878,TOK_30e5abce5d408202dc84a1ee,PAIR,8|3,positive,3,TYPEDRAW_c92c57732366958f7f2f3861,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_c97c5328089327369672b3c6,TOK_0a9f715ec01f1830a8bbb447,SUPPORT,,positive,3,TYPEDRAW_c8872049c3b7a0b842fd2c3d,INFRASTRUCTURE,NONLOCAL_NODE,hidden_source_support_rows,SOURCE_SUPPORT_ONLY
TPL_c9833eaa1b2e428cffed9854,TOK_f83ccc3f14a07e57a8bbd8ef,UNARY,12,negative,1,TYPEDRAW_1706aecdbe6faa167a6fd999,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_c9c04d2368bc129a963bcb05,TOK_02173cab5d4816e349e4106e,UNARY,4,positive,1,TYPEDRAW_c147fb55e8e2dd867b3867e8,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_caaa8ef086f902943a017e68,TOK_b0dc52098dea8ac48654d681,UNARY,3,negative,2,TYPEDRAW_36fd8fbdad96bbdeb9fc7aef,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_cb06b33a6467954285dd55a4,TOK_62e273903773bd126eeb5820,TRIAD,4|6|12,negative,3,TYPEDRAW_6fcb3320cf3eb697da0ce4df,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_cb85f38841009607062f691c,TOK_fa5046a343f6aa560c778b74,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_OPEN_COLOR
TPL_ccafaaa9acb914b65aa22ef8,TOK_dee766330527529f1994a513,REJECTED,6|6|12,neutral,0,TYPEDRAW_af86dd6db6ab715469e148f7,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_ccb5d9f28e4258cabcbd489f,TOK_28904e707c50632477525d84,UNARY,9,positive,1,TYPEDRAW_aff2dce34e9037dc3a92155c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_cd8210cd6c021033ac86a880,TOK_c42e02fc53fe7e1b3551e104,UNARY,9,negative,1,TYPEDRAW_624b1b6e2ae25eb04fce0fa4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_cd90a3aedc5ccc85e2abc1ef,TOK_8ede39a00575628e3b3faca8,PAIR,9|4,positive,3,TYPEDRAW_4ccebdc9b519d22083f19eb1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_ce283cce7fbe2569b240e7a8,TOK_4c327bec12f00541bfd15bae,UNARY,12,positive,0,TYPEDRAW_8a845294f4e2e3c996118772,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_ce434f908bf19cd9a6af22dd,TOK_c23683d05f94f31044bcfe4c,UNARY,9,neutral,2,TYPEDRAW_6e526160ac32909b09e5282a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_WRITE
TPL_d0522ada3e914c65291d0613,TOK_dd54a709860ccef81090f00c,PAIR,2|3,negative,3,TYPEDRAW_e762bdd0252c49ef112570a5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_d06877d6355cf01915643e8c,TOK_473c323b9c5b72c2502ed95f,UNARY,3,negative,2,TYPEDRAW_775a1624bdda23aa964b22a9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_d0d82a2856c11c616ab8b0d1,TOK_679bf02435ab4de5eae74eb9,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_NO_COMPRESSION
TPL_d119311d3099b73b2c88ff74,TOK_d2fde52d7828f1e830accd8e,TRIAD,4|9|9,negative,3,TYPEDRAW_9864d28b1d5395e4c4b8ef91,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d12a39d673a4fc629252d982,TOK_7dbe087f0944ad9f4c11c77c,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_CARRIER_PROMOTION
TPL_d12d680497ce79dfc50e95f0,TOK_82c1d4091835296eda411d98,TRIAD,1|1|12,neutral,3,TYPEDRAW_1ef74f504884a74a2f7f93a0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d18e9da3982566dc85ff9782,TOK_b2dfe653ea5e1ee0a6cef5ba,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_RANDOM_CLOSURE
TPL_d20ad03f34a370e40924c2c2,TOK_0e3957bdea965ca648b03b67,PAIR,8|4,positive,3,TYPEDRAW_ef38070a459e84162dab9f0f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_d2e1ea31f6dc4f155c237c1a,TOK_ccec4d7fc9efda1326300a2b,TRIAD,2|2|8,positive,0,TYPEDRAW_2a5fcfab8e1c5136cd22b844,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d2e5fdca5744c1196dcf223e,TOK_44c6a6616e0f5943112b00fd,UNARY,12,positive,1,TYPEDRAW_120215e9a1a6c4bed619c53a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_d4be504b422140912d707273,TOK_beffdeb1f171237d4d741f09,PAIR,1|9,negative,3,TYPEDRAW_491e466ccc5c4a9c88fb57ff,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_d537334a929c25760e216254,TOK_ef75ac1752c2a6aa9b6982b1,TRIAD,4|4|12,neutral,3,TYPEDRAW_b9714905c37b402d6bc37176,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d583169af4202d9990e1d277,TOK_1194830f6fd52263af2b5ee4,UNARY,6,neutral,0,TYPEDRAW_66fd9fe00c7d7448b569d1e4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_d64b2e9146d902d9607e1851,TOK_44d6bc275edb4c8be24fdc16,SUPPORT,,positive,3,TYPEDRAW_949aa0962e632973525c6561,INFRASTRUCTURE,NONLOCAL_NODE,hidden_source_support_rows,SOURCE_SUPPORT_ONLY
TPL_d65c90c32364ed55d0115076,TOK_4492d05a50987840009a6cc6,TRIAD,1|8|8,negative,3,TYPEDRAW_efa7244ee95883de29e7da9a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d6b75d9e7fb18fad986d87a4,TOK_264c91e7bca5bdfb1ec469dd,TRIAD,3|9|9,negative,0,TYPEDRAW_075b9aff5a0eeac96d94e5d9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_d7d2de86304a54129b717f85,TOK_1c9e15e10c5408b899e81a7e,UNARY,3,neutral,1,TYPEDRAW_1506a8d652bddfebf0e97039,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_db217e3b064d7c37f6403c8a,TOK_4b80ba18848a4d139fc56ac1,SCALAR,,neutral,3,TYPEDRAW_73a90964be6de723474402b5,GLOBAL,NONLOCAL_NODE,unstable_resonance_rows,CLOSED_LOOP_WRITE
TPL_db3f78aadd3ea699d4e50b8d,TOK_29661a33b440e2e854bad4f2,PAIR,9|1,positive,3,TYPEDRAW_a0ce7439ba15cf085fd452ce,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_dd2586b4cadc080b850e60e3,TOK_ee6b6bf789ece69cdd35e275,PAIR,3|2,positive,3,TYPEDRAW_3c20322ecfdd4614dbcf2d6d,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_de35bafbb4e375bb5982e52d,TOK_ca2c0798bb39a72c9f408ac0,TRIAD,2|3|8,positive,3,TYPEDRAW_518d77ee2f68110b70698a27,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_de60a243fa8bc4f7f633e135,TOK_3cf24ae4baab8150aafe6b84,UNARY,3,positive,1,TYPEDRAW_e8ee9a37e9fa764a77252f08,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_e013702f2ae585cf8a0e4e6b,TOK_7ee3b0f22b0a6ec9e8898dca,PAIR,1|1,neutral,1,TYPEDRAW_3a479560d12830f8e0cccfb9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_e0419ac6d91432478eecb0bc,TOK_086046a16c2272d3674e6568,TRIAD,2|4|6,negative,0,TYPEDRAW_4fd4d5ebfc639416940f78c6,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e044bdb1501d5326fa096391,TOK_ba3d8e3596f03785e48ed6db,UNARY,6,negative,0,TYPEDRAW_0779e04f9d5f0730b8c6bed2,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_e05009b13b7c8d3dcfe435d0,TOK_c8051b5537d637b1e36d8ce1,TRIAD,3|3|4,positive,3,TYPEDRAW_f40fa158869e705557ce2fda,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e138a541b9cf2fe53c097a46,TOK_1057ef9e683332aa24c8c035,TRIAD,6|8|8,neutral,3,TYPEDRAW_d70ff5d9b330278b88dcc194,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e1a498011428df852038b02a,TOK_596d8dc79d6eee037a745812,PAIR,2|2,neutral,1,TYPEDRAW_b0f772f8fb0dabc02cfb4de4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_e1c246e8f340d4a5ae61c46a,TOK_c0c61d2afc44bc2e137aacfc,SUPPORT,,positive,3,TYPEDRAW_cd666231dec1b07f0b92258e,INFRASTRUCTURE,NONLOCAL_NODE,hidden_source_support_rows,SOURCE_SUPPORT_ONLY
TPL_e1dc4f7eff621247a9c92430,TOK_dd9687ae9fc78e6392a2f6f7,PAIR,12|12,neutral,1,TYPEDRAW_47f4dab4df6a6587c2ce1113,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_e342c28b077cc16dc5d358d1,TOK_afb44ee16bf2cea4cb2cc23e,UNARY,1,positive,2,TYPEDRAW_500a1d5230fad0be6b16ae32,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_e3dc32fdb77a2aa24cf39a03,TOK_e274a6a5b2a5617d5ba3868a,TRIAD,2|4|9,negative,0,TYPEDRAW_7b40782c02d0860d75ed8d89,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e3f9e00fc621d45f38ca81aa,TOK_38ae2915e81e7cb2b8149ea6,TRIAD,2|3|6,negative,3,TYPEDRAW_54130de7c3e99c8972448733,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e522246620f7258165634af5,TOK_0cf53c539a6bced5d3499b6e,PAIR,1|12,negative,3,TYPEDRAW_b8e991db95081717c9bfe623,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_e58a18565379d94f1f273120,TOK_33ad24c737c78e2809b269e4,TRIAD,3|4|12,negative,3,TYPEDRAW_72a12c4aa35cbe95cb8f8664,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e5c2ae31485b36979239261a,TOK_8983aca5929d2f84048744df,TRIAD,2|3|12,negative,3,TYPEDRAW_c089fe4a0e0bfc54750bb760,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e5f8d486e00f9802ea619e59,TOK_c94acd7086ac2f021294c092,TRIAD,2|2|6,neutral,3,TYPEDRAW_a4adfd0f1296220e3f21b158,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e617fbdbf8f348389022faf8,TOK_2112d262920af9793bbcac07,UNARY,6,positive,2,TYPEDRAW_61a25ee784fb33390c94d6d1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_e62316fba9fd81f8638f4edf,TOK_15e2bee1eed8074d5771eacd,TRIAD,3|6|8,negative,3,TYPEDRAW_8a9e3eb97220cd97648a1a1b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_e7b4ba9b79b662592d3bd400,TOK_17ad2e268925134cf3aaf5a3,UNARY,2,negative,2,TYPEDRAW_0883936236cdb89cf387262a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_e8c02667ceb58f69fb177d37,TOK_8347327611472897ac3c7ac5,UNARY,9,positive,1,TYPEDRAW_3c3dce566528431c0072cbfb,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_e96d2f7acbbfccba9eadf00a,TOK_facb07e6c402b79ba1ac650f,UNARY,6,neutral,1,TYPEDRAW_a6e2111d963761551e699882,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_ea26616a006763e2e64b245e,TOK_c6703febb71a0d04e520e937,PAIR,1|3,negative,3,TYPEDRAW_b65203fe32b7256037fda767,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_eb403f7da06c352894019c3e,TOK_c516b1362b904b174bed2cda,TRIAD,4|4|4,positive,0,TYPEDRAW_a798807a4f2295275fed5567,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ebf2dad725118e692113897a,TOK_47b5a40513686e4f75251873,TRIAD,1|1|1,positive,0,TYPEDRAW_0cd3f23737b39f127f26e6c2,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ec8af09c4b7ff8b8ba26607c,TOK_168fb3d2c03182d7e7bbc2c0,PAIR,8|9,negative,3,TYPEDRAW_9791b3d4bc01969cb497e076,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_ec96532404de4841a1779447,TOK_5374b54a0a5fe20de27be980,UNARY,6,neutral,2,TYPEDRAW_bb63cbd24e500b80574d9d5f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_ecf6b0f56f746534127a9793,TOK_58397084686d901a67650829,UNARY,1,neutral,0,TYPEDRAW_990aa5512d4440a13a39d9dd,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_ed0a67bd02421fa4c33062db,TOK_7131a067558e77d4dab60dd4,TRIAD,1|1|6,neutral,3,TYPEDRAW_5be1e5efdd7833c13fc0eadc,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ed6e97b628e8165e4b00b030,TOK_f123f08d2231e1d31fc1d9f9,REJECTED,6|6|9,neutral,0,TYPEDRAW_26fd6c66ec9f64913c702511,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_ed9ace7269a5712cc0827eda,TOK_4331073a0101f6b7ed7858b4,TRIAD,4|6|6,negative,3,TYPEDRAW_84be61c8ef93bba747c28767,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_ef2ca78f4956c41b1a3af7dc,TOK_14a54b49e2f4549c007b00dd,UNARY,6,positive,2,TYPEDRAW_c0aebfc27b412a81afda88a1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_f33e4c488cd20372e1623aaf,TOK_be5a90df8f99adc6caf9d3e6,SUPPORT,,positive,3,TYPEDRAW_c42393b6b9c21c41006131e5,INFRASTRUCTURE,NONLOCAL_NODE,hidden_source_support_rows,SOURCE_SUPPORT_ONLY
TPL_f36431ffdde1f3cf30b41a5f,TOK_3cb2b0617c52bdf37f2c5cad,TRIAD,2|3|3,negative,3,TYPEDRAW_015b306fa543e70ea8843f2a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_f3b8cc87c6bbe0c8579a2a81,TOK_8879940e853d35ed2545bdc7,TRIAD,1|9|12,negative,3,TYPEDRAW_9ac9921f9a57eb23c9088c47,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
