trial_index,time_index,t_over_T2,sensor_p0,sensor_threshold_prob,packet_checksum,g_protocol,fired,block_reason,a_leak_truth
6,5,0.035000,0.266576,0.975491,162,1,False,already_fired,0.058319
6,6,0.040000,0.267764,0.983286,162,1,False,already_fired,0.065103
6,7,0.050000,0.275686,0.998744,162,1,False,already_fired,0.078340
6,8,0.070000,0.290314,0.999990,162,1,False,already_fired,0.103521
6,9,0.100000,0.314602,1.000000,162,1,False,already_fired,0.138210
7,0,0.000000,0.239518,0.005423,162,1,False,sensor_prob_below_p_alarm,0.007609
7,1,0.010000,0.247592,0.071924,162,1,False,sensor_prob_below_p_alarm,0.022701
7,2,0.020000,0.255000,0.469571,162,1,False,sensor_prob_below_p_alarm,0.037314
7,3,0.025000,0.258801,0.755431,162,1,True,,0.044444
7,4,0.030000,0.261445,0.880486,162,1,False,already_fired,0.051458
7,5,0.035000,0.266712,0.976539,162,1,False,already_fired,0.058358
7,6,0.040000,0.269665,0.990982,162,1,False,already_fired,0.065145
7,7,0.050000,0.276246,0.998955,162,1,False,already_fired,0.078385
7,8,0.070000,0.291843,0.999994,162,1,False,already_fired,0.103565
7,9,0.100000,0.313728,1.000000,162,1,False,already_fired,0.138234
8,0,0.000000,0.238801,0.004288,162,1,False,sensor_prob_below_p_alarm,0.007609
8,1,0.010000,0.248105,0.084030,162,1,False,sensor_prob_below_p_alarm,0.022960
8,2,0.020000,0.254058,0.393720,162,1,False,sensor_prob_below_p_alarm,0.037815
8,3,0.025000,0.258204,0.717393,162,1,False,sensor_prob_below_p_alarm,0.045060
8,4,0.030000,0.261393,0.878663,162,1,True,,0.052185
8,5,0.035000,0.267325,0.980736,162,1,False,already_fired,0.059191
8,6,0.040000,0.271874,0.995618,162,1,False,already_fired,0.066081
8,7,0.050000,0.278110,0.999434,162,1,False,already_fired,0.079515
8,8,0.070000,0.293236,0.999996,162,1,False,already_fired,0.105038
8,9,0.100000,0.317215,1.000000,162,1,False,already_fired,0.140120
9,0,0.000000,0.237524,0.002822,162,1,False,sensor_prob_below_p_alarm,0.007609
9,1,0.010000,0.247623,0.072617,162,1,False,sensor_prob_below_p_alarm,0.022464
9,2,0.020000,0.255450,0.506541,162,1,False,sensor_prob_below_p_alarm,0.036854
9,3,0.025000,0.258623,0.744458,162,1,False,sensor_prob_below_p_alarm,0.043878
9,4,0.030000,0.262576,0.914420,162,1,True,,0.050790
9,5,0.035000,0.264068,0.945803,162,1,False,already_fired,0.057591
9,6,0.040000,0.269801,0.991373,162,1,False,already_fired,0.064283
9,7,0.050000,0.277293,0.999259,162,1,False,already_fired,0.077341
9,8,0.070000,0.290277,0.999990,162,1,False,already_fired,0.102195
9,9,0.100000,0.313963,1.000000,162,1,False,already_fired,0.136462
10,0,0.000000,0.239696,0.005748,162,1,False,sensor_prob_below_p_alarm,0.007609
10,1,0.010000,0.247958,0.080394,162,1,False,sensor_prob_below_p_alarm,0.023042
10,2,0.020000,0.255351,0.498365,162,1,False,sensor_prob_below_p_alarm,0.037969
10,3,0.025000,0.259241,0.781150,162,1,True,,0.045247
10,4,0.030000,0.262073,0.900572,162,1,False,already_fired,0.052403
10,5,0.035000,0.267340,0.980833,162,1,False,already_fired,0.059439
10,6,0.040000,0.269623,0.990858,162,1,False,already_fired,0.066355
10,7,0.050000,0.278534,0.999507,162,1,False,already_fired,0.079837
10,8,0.070000,0.295351,0.999998,162,1,False,already_fired,0.105432
10,9,0.100000,0.316529,1.000000,162,1,False,already_fired,0.140570
11,0,0.000000,0.238084,0.003391,162,1,False,sensor_prob_below_p_alarm,0.007609
11,1,0.010000,0.247602,0.072154,162,1,False,sensor_prob_below_p_alarm,0.022691
11,2,0.020000,0.254157,0.401554,162,1,False,sensor_prob_below_p_alarm,0.037294
11,3,0.025000,0.259199,0.778787,162,1,True,,0.044419
11,4,0.030000,0.261618,0.886336,162,1,False,already_fired,0.051428
11,5,0.035000,0.267215,0.980041,162,1,False,already_fired,0.058323
11,6,0.040000,0.268403,0.986409,162,1,False,already_fired,0.065105
11,7,0.050000,0.275408,0.998625,162,1,False,already_fired,0.078335
11,8,0.070000,0.289513,0.999987,162,1,False,already_fired,0.103495
11,9,0.100000,0.314812,1.000000,162,1,False,already_fired,0.138132
12,0,0.000000,0.238565,0.003970,162,1,False,sensor_prob_below_p_alarm,0.007609
12,1,0.010000,0.245246,0.034602,162,1,False,sensor_prob_below_p_alarm,0.022161
12,2,0.020000,0.255241,0.489330,162,1,False,sensor_prob_below_p_alarm,0.036265
12,3,0.025000,0.258309,0.724320,162,1,False,sensor_prob_below_p_alarm,0.043152
12,4,0.030000,0.259529,0.796903,162,1,True,,0.049931
12,5,0.035000,0.264660,0.954951,162,1,False,already_fired,0.056604
12,6,0.040000,0.270178,0.992371,162,1,False,already_fired,0.063170
12,7,0.050000,0.274995,0.998425,162,1,False,already_fired,0.075990
12,8,0.070000,0.291126,0.999992,162,1,False,already_fired,0.100412
12,9,0.100000,0.313298,1.000000,162,1,False,already_fired,0.134131
13,0,0.000000,0.238791,0.004274,162,1,False,sensor_prob_below_p_alarm,0.007609
13,1,0.010000,0.246120,0.045600,162,1,False,sensor_prob_below_p_alarm,0.021810
13,2,0.020000,0.254241,0.408189,162,1,False,sensor_prob_below_p_alarm,0.035589
13,3,0.025000,0.257377,0.659170,162,1,False,sensor_prob_below_p_alarm,0.042322
13,4,0.030000,0.259791,0.810478,162,1,True,,0.048953
13,5,0.035000,0.265476,0.965191,162,1,False,already_fired,0.055483
13,6,0.040000,0.267775,0.983342,162,1,False,already_fired,0.061913
13,7,0.050000,0.274984,0.998419,162,1,False,already_fired,0.074476
13,8,0.070000,0.290545,0.999990,162,1,False,already_fired,0.098446
13,9,0.100000,0.309466,1.000000,162,1,False,already_fired,0.131636
14,0,0.000000,0.241173,0.009305,162,1,False,sensor_prob_below_p_alarm,0.007609
14,1,0.010000,0.247241,0.064596,162,1,False,sensor_prob_below_p_alarm,0.021362
14,2,0.020000,0.253173,0.326821,162,1,False,sensor_prob_below_p_alarm,0.034721
14,3,0.025000,0.257204,0.646296,162,1,False,sensor_prob_below_p_alarm,0.041256
14,4,0.030000,0.259340,0.786690,162,1,True,,0.047696
14,5,0.035000,0.261702,0.889081,162,1,False,already_fired,0.054042
14,6,0.040000,0.268764,0.987912,162,1,False,already_fired,0.060294
14,7,0.050000,0.274162,0.997930,162,1,False,already_fired,0.072523
14,8,0.070000,0.288298,0.999980,162,1,False,already_fired,0.095902
14,9,0.100000,0.306916,1.000000,162,1,False,already_fired,0.128386
15,0,0.000000,0.240021,0.006391,162,1,False,sensor_prob_below_p_alarm,0.007609
15,1,0.010000,0.245215,0.034258,162,1,False,sensor_prob_below_p_alarm,0.022568
15,2,0.020000,0.253503,0.351111,162,1,False,sensor_prob_below_p_alarm,0.037052
15,3,0.025000,0.259120,0.774307,162,1,True,,0.044120
15,4,0.030000,0.262267,0.906131,162,1,False,already_fired,0.051074
15,5,0.035000,0.266419,0.974226,162,1,False,already_fired,0.057914
15,6,0.040000,0.269639,0.990905,162,1,False,already_fired,0.064643
15,7,0.050000,0.277513,0.999311,162,1,False,already_fired,0.077769
15,8,0.070000,0.293361,0.999996,162,1,False,already_fired,0.102735
15,9,0.100000,0.313545,1.000000,162,1,False,already_fired,0.137112
16,0,0.000000,0.240047,0.006446,162,1,False,sensor_prob_below_p_alarm,0.007609
16,1,0.010000,0.246634,0.053530,162,1,False,sensor_prob_below_p_alarm,0.022538
16,2,0.020000,0.254707,0.445651,162,1,False,sensor_prob_below_p_alarm,0.036999
16,3,0.025000,0.257366,0.658397,162,1,False,sensor_prob_below_p_alarm,0.044057
16,4,0.030000,0.260780,0.855504,162,1,True,,0.051002
16,5,0.035000,0.266105,0.971502,162,1,False,already_fired,0.057834
16,6,0.040000,0.270775,0.993722,162,1,False,already_fired,0.064557
16,7,0.050000,0.276822,0.999135,162,1,False,already_fired,0.077674
16,8,0.070000,0.292565,0.999995,162,1,False,already_fired,0.102636
16,9,0.100000,0.313817,1.000000,162,1,False,already_fired,0.137039
17,0,0.000000,0.239099,0.004728,162,1,False,sensor_prob_below_p_alarm,0.007609
17,1,0.010000,0.247445,0.068773,162,1,False,sensor_prob_below_p_alarm,0.022047
17,2,0.020000,0.254440,0.424080,162,1,False,sensor_prob_below_p_alarm,0.036044
17,3,0.025000,0.259524,0.796625,162,1,True,,0.042881
17,4,0.030000,0.262152,0.902860,162,1,False,already_fired,0.049610
17,5,0.035000,0.265168,0.961613,162,1,False,already_fired,0.056234
17,6,0.040000,0.266618,0.975818,162,1,False,already_fired,0.062754
17,7,0.050000,0.278524,0.999506,162,1,False,already_fired,0.075485
17,8,0.070000,0.289335,0.999986,162,1,False,already_fired,0.099745
17,9,0.100000,0.311073,1.000000,162,1,False,already_fired,0.133259
18,0,0.000000,0.240880,0.008458,162,1,False,sensor_prob_below_p_alarm,0.007609
18,1,0.010000,0.247021,0.060363,162,1,False,sensor_prob_below_p_alarm,0.022471
18,2,0.020000,0.255215,0.487179,162,1,False,sensor_prob_below_p_alarm,0.036868
18,3,0.025000,0.256545,0.595299,162,1,False,sensor_prob_below_p_alarm,0.043896
18,4,0.030000,0.263759,0.940356,162,1,True,,0.050811
18,5,0.035000,0.265942,0.969987,162,1,False,already_fired,0.057616
18,6,0.040000,0.268801,0.988055,162,1,False,already_fired,0.064311
18,7,0.050000,0.278513,0.999504,162,1,False,already_fired,0.077376
18,8,0.070000,0.294644,0.999998,162,1,False,already_fired,0.102243
18,9,0.100000,0.314236,1.000000,162,1,False,already_fired,0.136529
19,0,0.000000,0.239524,0.005432,162,1,False,sensor_prob_below_p_alarm,0.007609
19,1,0.010000,0.247115,0.062144,162,1,False,sensor_prob_below_p_alarm,0.022154
19,2,0.020000,0.254147,0.400727,162,1,False,sensor_prob_below_p_alarm,0.036249
19,3,0.025000,0.257393,0.660330,162,1,False,sensor_prob_below_p_alarm,0.043130
19,4,0.030000,0.263539,0.936169,162,1,True,,0.049902
19,5,0.035000,0.266115,0.971597,162,1,False,already_fired,0.056566
19,6,0.040000,0.270524,0.993185,162,1,False,already_fired,0.063124
19,7,0.050000,0.278770,0.999544,162,1,False,already_fired,0.075924
19,8,0.070000,0.294120,0.999997,162,1,False,already_fired,0.100296
19,9,0.100000,0.311859,1.000000,162,1,False,already_fired,0.133920
20,0,0.000000,0.237984,0.003282,162,1,False,sensor_prob_below_p_alarm,0.007609
20,1,0.010000,0.247848,0.077762,162,1,False,sensor_prob_below_p_alarm,0.022449
20,2,0.020000,0.253702,0.366155,162,1,False,sensor_prob_below_p_alarm,0.036827
20,3,0.025000,0.258419,0.731479,162,1,False,sensor_prob_below_p_alarm,0.043845
20,4,0.030000,0.263131,0.927661,162,1,True,,0.050752
20,5,0.035000,0.264812,0.957051,162,1,False,already_fired,0.057548
20,6,0.040000,0.269325,0.989925,162,1,False,already_fired,0.064235
20,7,0.050000,0.276937,0.999168,162,1,False,already_fired,0.077285
20,8,0.070000,0.293094,0.999996,162,1,False,already_fired,0.102127
20,9,0.100000,0.311838,1.000000,162,1,False,already_fired,0.136387
21,0,0.000000,0.239136,0.004785,162,1,False,sensor_prob_below_p_alarm,0.007609
21,1,0.010000,0.246654,0.053880,162,1,False,sensor_prob_below_p_alarm,0.021977
21,2,0.020000,0.255340,0.497504,162,1,False,sensor_prob_below_p_alarm,0.035905
21,3,0.025000,0.259937,0.817770,162,1,True,,0.042706
21,4,0.030000,0.260895,0.860123,162,1,False,already_fired,0.049401
21,5,0.035000,0.265607,0.966608,162,1,False,already_fired,0.055991
21,6,0.040000,0.269681,0.991028,162,1,False,already_fired,0.062477
21,7,0.050000,0.277010,0.999187,162,1,False,already_fired,0.075140
21,8,0.070000,0.291351,0.999993,162,1,False,already_fired,0.099265
21,9,0.100000,0.315990,1.000000,162,1,False,already_fired,0.132581
22,0,0.000000,0.237372,0.002685,162,1,False,sensor_prob_below_p_alarm,0.007609
22,1,0.010000,0.246895,0.058062,162,1,False,sensor_prob_below_p_alarm,0.022653
22,2,0.020000,0.253016,0.315563,162,1,False,sensor_prob_below_p_alarm,0.037223
22,3,0.025000,0.257853,0.693437,162,1,False,sensor_prob_below_p_alarm,0.044333
22,4,0.030000,0.263178,0.928694,162,1,True,,0.051329
22,5,0.035000,0.264476,0.952288,162,1,False,already_fired,0.058212
22,6,0.040000,0.269010,0.988841,162,1,False,already_fired,0.064982
22,7,0.050000,0.279099,0.999591,162,1,False,already_fired,0.078193
22,8,0.070000,0.293571,0.999996,162,1,False,already_fired,0.103326
22,9,0.100000,0.312534,1.000000,162,1,False,already_fired,0.137955
23,0,0.000000,0.239461,0.005321,162,1,False,sensor_prob_below_p_alarm,0.007609
23,1,0.010000,0.246691,0.054498,162,1,False,sensor_prob_below_p_alarm,0.021954
23,2,0.020000,0.254707,0.445651,162,1,False,sensor_prob_below_p_alarm,0.035868
23,3,0.025000,0.257319,0.654904,162,1,False,sensor_prob_below_p_alarm,0.042666
23,4,0.030000,0.260733,0.853579,162,1,True,,0.049360
23,5,0.035000,0.263853,0.942070,162,1,False,already_fired,0.055951
23,6,0.040000,0.267120,0.979426,162,1,False,already_fired,0.062439
23,7,0.050000,0.273728,0.997613,162,1,False,already_fired,0.075114
23,8,0.070000,0.289890,0.999988,162,1,False,already_fired,0.099285
23,9,0.100000,0.308670,1.000000,162,1,False,already_fired,0.132726
24,0,0.000000,0.241037,0.008902,162,1,False,sensor_prob_below_p_alarm,0.007609
24,1,0.010000,0.246173,0.046355,162,1,False,sensor_prob_below_p_alarm,0.022744
24,2,0.020000,0.256738,0.610545,162,1,False,sensor_prob_below_p_alarm,0.037394
24,3,0.025000,0.258141,0.713186,162,1,False,sensor_prob_below_p_alarm,0.044539
24,4,0.030000,0.263634,0.937996,162,1,True,,0.051567
24,5,0.035000,0.268147,0.985230,162,1,False,already_fired,0.058480
24,6,0.040000,0.270770,0.993711,162,1,False,already_fired,0.065277
24,7,0.050000,0.276293,0.998972,162,1,False,already_fired,0.078533
24,8,0.070000,0.294660,0.999998,162,1,False,already_fired,0.103727
24,9,0.100000,0.317283,1.000000,162,1,False,already_fired,0.138373
25,0,0.000000,0.239246,0.004961,162,1,False,sensor_prob_below_p_alarm,0.007609
25,1,0.010000,0.246675,0.054232,162,1,False,sensor_prob_below_p_alarm,0.023110
25,2,0.020000,0.254518,0.430398,162,1,False,sensor_prob_below_p_alarm,0.038103
25,3,0.025000,0.259047,0.770068,162,1,True,,0.045411
25,4,0.030000,0.263749,0.940162,162,1,False,already_fired,0.052597
25,5,0.035000,0.266565,0.975409,162,1,False,already_fired,0.059662
25,6,0.040000,0.271178,0.994497,162,1,False,already_fired,0.066607
25,7,0.050000,0.279272,0.999614,162,1,False,already_fired,0.080142
25,8,0.070000,0.294984,0.999998,162,1,False,already_fired,0.105836
25,9,0.100000,0.317021,1.000000,162,1,False,already_fired,0.141098
26,0,0.000000,0.238173,0.003491,162,1,False,sensor_prob_below_p_alarm,0.007609
26,1,0.010000,0.247733,0.075089,162,1,False,sensor_prob_below_p_alarm,0.022282
26,2,0.020000,0.253843,0.377007,162,1,False,sensor_prob_below_p_alarm,0.036498
26,3,0.025000,0.258686,0.748367,162,1,False,sensor_prob_below_p_alarm,0.043437
26,4,0.030000,0.262953,0.923634,162,1,True,,0.050266
26,5,0.035000,0.264220,0.948306,162,1,False,already_fired,0.056986
26,6,0.040000,0.270215,0.992462,162,1,False,already_fired,0.063598
26,7,0.050000,0.277115,0.999215,162,1,False,already_fired,0.076501
26,8,0.070000,0.292738,0.999995,162,1,False,already_fired,0.101065
26,9,0.100000,0.313058,1.000000,162,1,False,already_fired,0.134938
27,0,0.000000,0.238534,0.003929,162,1,False,sensor_prob_below_p_alarm,0.007609
27,1,0.010000,0.247319,0.066174,162,1,False,sensor_prob_below_p_alarm,0.023237
27,2,0.020000,0.256440,0.586978,162,1,False,sensor_prob_below_p_alarm,0.038341
27,3,0.025000,0.258691,0.748691,162,1,False,sensor_prob_below_p_alarm,0.045702
27,4,0.030000,0.262869,0.921669,162,1,True,,0.052936
27,5,0.035000,0.268445,0.986592,162,1,False,already_fired,0.060046
27,6,0.040000,0.271529,0.995093,162,1,False,already_fired,0.067033
27,7,0.050000,0.280932,0.999776,162,1,False,already_fired,0.080644
27,8,0.070000,0.296183,0.999999,162,1,False,already_fired,0.106455
27,9,0.100000,0.321141,1.000000,162,1,False,already_fired,0.141815
28,0,0.000000,0.238775,0.004252,162,1,False,sensor_prob_below_p_alarm,0.007609
28,1,0.010000,0.245791,0.041106,162,1,False,sensor_prob_below_p_alarm,0.022266
28,2,0.020000,0.253550,0.354649,162,1,False,sensor_prob_below_p_alarm,0.036470
28,3,0.025000,0.259152,0.776106,162,1,True,,0.043406
28,4,0.030000,0.262450,0.911132,162,1,False,already_fired,0.050233
28,5,0.035000,0.265791,0.968499,162,1,False,already_fired,0.056951
28,6,0.040000,0.269398,0.990163,162,1,False,already_fired,0.063563
28,7,0.050000,0.276079,0.998896,162,1,False,already_fired,0.076470
28,8,0.070000,0.290435,0.999990,162,1,False,already_fired,0.101053
28,9,0.100000,0.310990,1.000000,162,1,False,already_fired,0.134987
29,0,0.000000,0.239895,0.006134,162,1,False,sensor_prob_below_p_alarm,0.007609
29,1,0.010000,0.246927,0.058629,162,1,False,sensor_prob_below_p_alarm,0.021752
29,2,0.020000,0.252979,0.312966,162,1,False,sensor_prob_below_p_alarm,0.035476
29,3,0.025000,0.257126,0.640372,162,1,False,sensor_prob_below_p_alarm,0.042184
29,4,0.030000,0.261702,0.889081,162,1,True,,0.048791
29,5,0.035000,0.264785,0.956696,162,1,False,already_fired,0.055297
29,6,0.040000,0.268387,0.986339,162,1,False,already_fired,0.061704
29,7,0.050000,0.275010,0.998433,162,1,False,already_fired,0.074224
29,8,0.070000,0.289702,0.999987,162,1,False,already_fired,0.098119
29,9,0.100000,0.309602,1.000000,162,1,False,already_fired,0.131221
30,0,0.000000,0.239958,0.006261,162,1,False,sensor_prob_below_p_alarm,0.007609
30,1,0.010000,0.247618,0.072501,162,1,False,sensor_prob_below_p_alarm,0.022417
30,2,0.020000,0.256571,0.597370,162,1,False,sensor_prob_below_p_alarm,0.036764
30,3,0.025000,0.257990,0.702868,162,1,False,sensor_prob_below_p_alarm,0.043768
30,4,0.030000,0.262890,0.922164,162,1,True,,0.050660
30,5,0.035000,0.265885,0.969430,162,1,False,already_fired,0.057442
30,6,0.040000,0.271026,0.994217,162,1,False,already_fired,0.064115
30,7,0.050000,0.276440,0.999020,162,1,False,already_fired,0.077138
30,8,0.070000,0.289393,0.999986,162,1,False,already_fired,0.101931
30,9,0.100000,0.314890,1.000000,162,1,False,already_fired,0.136123
31,0,0.000000,0.239649,0.005660,162,1,False,sensor_prob_below_p_alarm,0.007609
31,1,0.010000,0.247691,0.074138,162,1,False,sensor_prob_below_p_alarm,0.022390
31,2,0.020000,0.254864,0.458441,162,1,False,sensor_prob_below_p_alarm,0.036716
31,3,0.025000,0.255639,0.522018,162,1,False,sensor_prob_below_p_alarm,0.043712
31,4,0.030000,0.260838,0.857829,162,1,True,,0.050598
31,5,0.035000,0.265319,0.963413,162,1,False,already_fired,0.057375
31,6,0.040000,0.268487,0.986773,162,1,False,already_fired,0.064045
31,7,0.050000,0.275089,0.998473,162,1,False,already_fired,0.077067
31,8,0.070000,0.290445,0.999990,162,1,False,already_fired,0.101875
31,9,0.100000,0.310335,1.000000,162,1,False,already_fired,0.136132
32,0,0.000000,0.237953,0.003248,162,1,False,sensor_prob_below_p_alarm,0.007609
32,1,0.010000,0.246780,0.056025,162,1,False,sensor_prob_below_p_alarm,0.021527
32,2,0.020000,0.252581,0.285548,162,1,False,sensor_prob_below_p_alarm,0.035040
32,3,0.025000,0.258005,0.703945,162,1,False,sensor_prob_below_p_alarm,0.041648
32,4,0.030000,0.258974,0.765773,162,1,True,,0.048158
32,5,0.035000,0.263042,0.925673,162,1,False,already_fired,0.054572
32,6,0.040000,0.265419,0.964549,162,1,False,already_fired,0.060889
32,7,0.050000,0.274089,0.997879,162,1,False,already_fired,0.073240
32,8,0.070000,0.287215,0.999972,162,1,False,already_fired,0.096836
32,9,0.100000,0.308147,1.000000,162,1,False,already_fired,0.129577
33,0,0.000000,0.239681,0.005718,162,1,False,sensor_prob_below_p_alarm,0.007609
33,1,0.010000,0.246372,0.049334,162,1,False,sensor_prob_below_p_alarm,0.022743
33,2,0.020000,0.251508,0.219262,162,1,False,sensor_prob_below_p_alarm,0.037395
33,3,0.025000,0.258136,0.712834,162,1,False,sensor_prob_below_p_alarm,0.044543
33,4,0.030000,0.264272,0.949143,162,1,True,,0.051574
33,5,0.035000,0.265675,0.967323,162,1,False,already_fired,0.058490
33,6,0.040000,0.269911,0.991677,162,1,False,already_fired,0.065292
33,7,0.050000,0.277482,0.999304,162,1,False,already_fired,0.078560
33,8,0.070000,0.292990,0.999996,162,1,False,already_fired,0.103787
33,9,0.100000,0.314466,1.000000,162,1,False,already_fired,0.138503
34,0,0.000000,0.240005,0.006358,162,1,False,sensor_prob_below_p_alarm,0.007609
34,1,0.010000,0.249141,0.114255,162,1,False,sensor_prob_below_p_alarm,0.022709
34,2,0.020000,0.255497,0.510412,162,1,False,sensor_prob_below_p_alarm,0.037323
34,3,0.025000,0.258995,0.767006,162,1,True,,0.044450
34,4,0.030000,0.263387,0.933121,162,1,False,already_fired,0.051460
34,5,0.035000,0.265419,0.964549,162,1,False,already_fired,0.058354
34,6,0.040000,0.269476,0.990411,162,1,False,already_fired,0.065132
34,7,0.050000,0.279356,0.999624,162,1,False,already_fired,0.078351
34,8,0.070000,0.293319,0.999996,162,1,False,already_fired,0.103467
34,9,0.100000,0.317639,1.000000,162,1,False,already_fired,0.137994
35,0,0.000000,0.238550,0.003950,162,1,False,sensor_prob_below_p_alarm,0.007609
35,1,0.010000,0.245037,0.032374,162,1,False,sensor_prob_below_p_alarm,0.022025
35,2,0.020000,0.252141,0.256986,162,1,False,sensor_prob_below_p_alarm,0.036009
35,3,0.025000,0.257346,0.656846,162,1,False,sensor_prob_below_p_alarm,0.042842
35,4,0.030000,0.260147,0.827807,162,1,True,,0.049570
35,5,0.035000,0.264654,0.954877,162,1,False,already_fired,0.056196
35,6,0.040000,0.267853,0.983760,162,1,False,already_fired,0.062718
35,7,0.050000,0.274398,0.998084,162,1,False,already_fired,0.075462
35,8,0.070000,0.288314,0.999980,162,1,False,already_fired,0.099769
35,9,0.100000,0.308073,1.000000,162,1,False,already_fired,0.133412
36,0,0.000000,0.239366,0.005160,162,1,False,sensor_prob_below_p_alarm,0.007609
36,1,0.010000,0.248335,0.090046,162,1,False,sensor_prob_below_p_alarm,0.022115
