Z,N,A,P_address,G_CR220,GR_CR220,kappa_floor_fraction,kappa_floor_decimal,neutron_excess_N_minus_Z,neutron_excess_term_fraction,neutron_excess_term_decimal,G_from_Z_kappa_floor_plus_excess_fraction,G_from_Z_kappa_floor_plus_excess_decimal,GR_from_formula_fraction,GR_from_formula_decimal,kappa_effective_fraction,kappa_effective_decimal,kappa_delta_from_floor_fraction,kappa_delta_from_floor_decimal,formula_matches_G,formula_matches_GR,kappa_eff_matches_G_over_Z,kappa_kind
85,134,219,85p+134n+85e,788.454427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,49,49/64,0.765625,605533/768,788.4544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,605533/96,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,605533/65280,9.275934436274509803921568627450980392156862745098039215686274509803921568627450980392156862745098039,49/5440,0.009007352941176470588235294117647058823529411764705882352941176470588235294117647058823529411764705882,True,True,True,effective_element_quotient
86,136,222,86p+136n+86e,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,50,25/32,0.78125,306331/384,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,306331/48,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,306331/33024,9.276011385658914728682170542635658914728682170542635658914728682170542635658914728682170542635658915,25/2752,0.009084302325581395348837209302325581395348837209302325581395348837209302325581395348837209302325581395,True,True,True,effective_element_quotient
87,137,224,87p+137n+87e,807.0039062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6456.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,50,25/32,0.78125,206593/256,807.00390625,206593/32,6456.03125,206593/22272,9.275906968390804597701149425287356321839080459770114942528735632183908045977011494252873563218390805,25/2784,0.008979885057471264367816091954022988505747126436781609195402298850574712643678160919540229885057471264,True,True,True,effective_element_quotient
88,139,227,88p+139n+88e,816.286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,51,51/64,0.796875,156727/192,816.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,156727/24,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,156727/16896,9.275982481060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606,51/5632,0.009055397727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727,True,True,True,effective_element_quotient
89,140,229,89p+140n+89e,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,51,51/64,0.796875,634025/768,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,634025/96,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,634025/68352,9.275880735018726591760299625468164794007490636704119850187265917602996254681647940074906367041198502,51/5696,0.008953651685393258426966292134831460674157303370786516853932584269662921348314606741573033707865168539,True,True,True,effective_element_quotient
90,142,232,90p+142n+90e,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,52,13/16,0.8125,106859/128,834.8359375,106859/16,6678.6875,106859/11520,9.275954861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,13/1440,0.009027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,True,True,effective_element_quotient
91,144,235,91p+144n+91e,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,53,53/64,0.828125,648283/768,844.1184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,648283/96,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,648283/69888,9.276027358058608058608058608058608058608058608058608058608058608058608058608058608058608058608058608,53/5824,0.009100274725274725274725274725274725274725274725274725274725274725274725274725274725274725274725274725,True,True,True,effective_element_quotient
92,145,237,92p+145n+92e,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,53,53/64,0.828125,81925/96,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,81925/12,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,81925/8832,9.275928442028985507246376811594202898550724637681159420289855072463768115942028985507246376811594203,53/5888,0.009001358695652173913043478260869565217391304347826086956521739130434782608695652173913043478260869565,True,True,True,effective_element_quotient
93,147,240,93p+147n+93e,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,54,27/32,0.84375,220843/256,862.66796875,220843/32,6901.34375,220843/23808,9.275999663978494623655913978494623655913978494623655913978494623655913978494623655913978494623655914,9/992,0.009072580645161290322580645161290322580645161290322580645161290322580645161290322580645161290322580645,True,True,True,effective_element_quotient
94,148,242,94p+148n+94e,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,54,27/32,0.84375,334823/384,871.9348958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,334823/48,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,334823/36096,9.275903147163120567375886524822695035460992907801418439716312056737588652482269503546099290780141844,27/3008,0.008976063829787234042553191489361702127659574468085106382978723404255319148936170212765957446808510638,True,True,True,effective_element_quotient
95,150,245,95p+150n+95e,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,55,55/64,0.859375,676775/768,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,676775/96,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,135355/14592,9.275973135964912280701754385964912280701754385964912280701754385964912280701754385964912280701754386,11/1216,0.009046052631578947368421052631578947368421052631578947368421052631578947368421052631578947368421052632,True,True,True,effective_element_quotient
96,152,248,96p+152n+96e,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,56,7/8,0.875,1781/2,890.5,7124,7124,1781/192,9.276041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,7/768,0.009114583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,True,effective_element_quotient
97,161,258,97p+161n+97e,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,64,1,1,691117/768,899.8919270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,691117/96,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,691117/74496,9.277236361683848797250859106529209621993127147766323024054982817869415807560137457044673539518900344,1/97,0.01030927835051546391752577319587628865979381443298969072164948453608247422680412371134020618556701031,True,True,True,effective_element_quotient
98,163,261,98p+163n+98e,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,65,65/64,1.015625,349123/384,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,349123/48,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,349123/37632,9.277290603741496598639455782312925170068027210884353741496598639455782312925170068027210884353741497,65/6272,0.01036352040816326530612244897959183673469387755102040816326530612244897959183673469387755102040816327,True,True,True,effective_element_quotient
99,165,264,99p+165n+99e,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,66,33/32,1.03125,235125/256,918.45703125,235125/32,7347.65625,2375/256,9.27734375,1/96,0.01041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,True,True,effective_element_quotient
100,166,266,100p+166n+100e,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,66,33/32,1.03125,178123/192,927.7239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,178123/24,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,178123/19200,9.277239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,33/3200,0.0103125,True,True,True,effective_element_quotient
101,168,269,101p+168n+101e,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,67,67/64,1.046875,719621/768,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,719621/96,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,719621/77568,9.277292182343234323432343234323432343234323432343234323432343234323432343234323432343234323432343234,67/6464,0.01036509900990099009900990099009900990099009900990099009900990099009900990099009900990099009900990099,True,True,True,effective_element_quotient
102,170,272,102p+170n+102e,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,68,17/16,1.0625,121125/128,946.2890625,121125/16,7570.3125,2375/256,9.27734375,1/96,0.01041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,True,True,effective_element_quotient
103,171,274,103p+171n+103e,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,68,17/16,1.0625,733867/768,955.5559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,733867/96,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,733867/79104,9.277242617313915857605177993527508090614886731391585760517799352750809061488673139158576051779935275,17/1648,0.01031553398058252427184466019417475728155339805825242718446601941747572815533980582524271844660194175,True,True,True,effective_element_quotient
104,173,277,104p+173n+104e,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,69,69/64,1.078125,185249/192,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,185249/24,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,185249/19968,9.277293669871794871794871794871794871794871794871794871794871794871794871794871794871794871794871795,69/6656,0.01036658653846153846153846153846153846153846153846153846153846153846153846153846153846153846153846154,True,True,True,effective_element_quotient
105,175,280,105p+175n+105e,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,70,35/32,1.09375,249375/256,974.12109375,249375/32,7792.96875,2375/256,9.27734375,1/96,0.01041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,True,True,effective_element_quotient
106,176,282,106p+176n+106e,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,70,35/32,1.09375,377621/384,983.3880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,377621/48,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,377621/40704,9.277245479559748427672955974842767295597484276729559748427672955974842767295597484276729559748427673,35/3392,0.01031839622641509433962264150943396226415094339622641509433962264150943396226415094339622641509433962,True,True,True,effective_element_quotient
107,178,285,107p+178n+107e,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,71,71/64,1.109375,762371/768,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,762371/96,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,762371/82176,9.277295073987538940809968847352024922118380062305295950155763239875389408099688473520249221183800623,71/6848,0.01036799065420560747663551401869158878504672897196261682242990654205607476635514018691588785046728972,True,True,True,effective_element_quotient
108,180,288,108p+180n+108e,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,72,9/8,1.125,64125/64,1001.953125,64125/8,8015.625,2375/256,9.27734375,1/96,0.01041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,True,True,effective_element_quotient
109,190,299,109p+190n+109e,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,81,81/64,1.265625,776725/768,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,776725/96,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,776725/83712,9.278538321865443425076452599388379204892966360856269113149847094801223241590214067278287461773700306,81/6976,0.01161123853211009174311926605504587155963302752293577981651376146788990825688073394495412844036697248,True,True,True,effective_element_quotient
110,192,302,110p+192n+110e,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,82,41/32,1.28125,391927/384,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,391927/48,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,391927/42240,9.278574810606060606060606060606060606060606060606060606060606060606060606060606060606060606060606061,41/3520,0.01164772727272727272727272727272727272727272727272727272727272727272727272727272727272727272727272727,True,True,True,effective_element_quotient
111,194,305,111p+194n+111e,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,83,83/64,1.296875,263661/256,1029.92578125,263661/32,8239.40625,87887/9472,9.278610641891891891891891891891891891891891891891891891891891891891891891891891891891891891891891892,83/7104,0.01168355855855855855855855855855855855855855855855855855855855855855855855855855855855855855855855856,True,True,True,effective_element_quotient
112,196,308,112p+196n+112e,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,84,21/16,1.3125,24941/24,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,24941/3,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3563/384,9.278645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3/256,0.01171875,True,True,True,effective_element_quotient
113,197,310,113p+197n+113e,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,84,21/16,1.3125,805229/768,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,805229/96,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,805229/86784,9.278542127581120943952802359882005899705014749262536873156342182890855457227138643067846607669616519,21/1808,0.01161504424778761061946902654867256637168141592920353982300884955752212389380530973451327433628318584,True,True,True,effective_element_quotient
114,199,313,114p+199n+114e,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,85,85/64,1.328125,135393/128,1057.7578125,135393/16,8462.0625,45131/4864,9.278577302631578947368421052631578947368421052631578947368421052631578947368421052631578947368421053,85/7296,0.01165021929824561403508771929824561403508771929824561403508771929824561403508771929824561403508771930,True,True,True,effective_element_quotient
115,201,316,115p+201n+115e,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,86,43/32,1.34375,819487/768,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,819487/96,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,819487/88320,9.278611865942028985507246376811594202898550724637681159420289855072463768115942028985507246376811594,43/3680,0.01168478260869565217391304347826086956521739130434782608695652173913043478260869565217391304347826087,True,True,True,effective_element_quotient
116,203,319,116p+203n+116e,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,87,87/64,1.359375,103327/96,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,103327/12,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3563/384,9.278645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3/256,0.01171875,True,True,True,effective_element_quotient
117,204,321,117p+204n+117e,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,87,87/64,1.359375,277911/256,1085.58984375,277911/32,8684.71875,30879/3328,9.278545673076923076923076923076923076923076923076923076923076923076923076923076923076923076923076923,29/2496,0.01161858974358974358974358974358974358974358974358974358974358974358974358974358974358974358974358974,True,True,True,effective_element_quotient
118,206,324,118p+206n+118e,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,88,11/8,1.375,420431/384,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,420431/48,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,420431/45312,9.278579625706214689265536723163841807909604519774011299435028248587570621468926553672316384180790960,11/944,0.01165254237288135593220338983050847457627118644067796610169491525423728813559322033898305084745762712,True,True,True,effective_element_quotient
119,208,327,119p+208n+119e,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,89,89/64,1.390625,847991/768,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,847991/96,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,847991/91392,9.278613007703081232492997198879551820728291316526610644257703081232492997198879551820728291316526611,89/7616,0.01168592436974789915966386554621848739495798319327731092436974789915966386554621848739495798319327731,True,True,True,effective_element_quotient
120,210,330,120p+210n+120e,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,90,45/32,1.40625,17815/16,1113.4375,17815/2,8907.5,3563/384,9.278645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3/256,0.01171875,True,True,True,effective_element_quotient
121,221,342,121p+221n+121e,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,100,25/16,1.5625,862357/768,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,862357/96,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,862357/92928,9.279840306473829201101928374655647382920110192837465564738292011019283746556473829201101928374655647,25/1936,0.01291322314049586776859504132231404958677685950413223140495867768595041322314049586776859504132231405,True,True,True,effective_element_quotient
122,223,345,122p+223n+122e,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,101,101/64,1.578125,434743/384,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,434743/48,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,434743/46848,9.279862534153005464480874316939890710382513661202185792349726775956284153005464480874316939890710383,101/7808,0.01293545081967213114754098360655737704918032786885245901639344262295081967213114754098360655737704918,True,True,True,effective_element_quotient
123,225,348,123p+225n+123e,1141.425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9131.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,102,51/32,1.59375,292205/256,1141.42578125,292205/32,9131.40625,292205/31488,9.279884400406504065040650406504065040650406504065040650406504065040650406504065040650406504065040650,17/1312,0.01295731707317073170731707317073170731707317073170731707317073170731707317073170731707317073170731707,True,True,True,effective_element_quotient
124,227,351,124p+227n+124e,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,103,103/64,1.609375,27617/24,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,27617/3,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,27617/2976,9.279905913978494623655913978494623655913978494623655913978494623655913978494623655913978494623655914,103/7936,0.01297883064516129032258064516129032258064516129032258064516129032258064516129032258064516129032258065,True,True,True,effective_element_quotient
125,229,354,125p+229n+125e,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,104,13/8,1.625,890873/768,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,890873/96,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,890873/96000,9.279927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,13/1000,0.013,True,True,True,effective_element_quotient
126,231,357,126p+231n+126e,1169.273437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9354.187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7117/768,9.266927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,105,105/64,1.640625,149667/128,1169.2734375,149667/16,9354.1875,7127/768,9.279947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5/384,0.01302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,True,True,effective_element_quotient
