bin_index,label,ell_center,X_data,X_sig,X_model,residual,residual_over_sigma
189,wide_TE_19,1300.5,-0.0001397788089527967,1.137978422148344e-05,-0.0001247368087899929,-1.5042000162803794e-05,-1.3218176961920423
190,wide_TE_20,1350.5,-0.0002065845982828614,1.072345752225293e-05,-0.0002028936002660111,-3.690998016850301e-06,-0.3441985021333722
191,wide_TE_21,1400.5,-0.0001888306328513136,9.766670011776039e-06,-0.0001745512506618416,-1.4279382189472009e-05,-1.4620522831481788
192,wide_TE_22,1450.5,-7.832738709335899e-05,8.370345113873595e-06,-7.927560577540843e-05,9.482186820494433e-07,0.11328310471665014
193,wide_TE_23,1500.5,9.717462472080424e-07,7.804224576683298e-06,-3.912291379275861e-07,1.3629753851356285e-06,0.1746458436380462
194,wide_TE_24,1550.5,1.753483367396199e-05,6.672087751130194e-06,1.4144749904311317e-05,3.390083769650672e-06,0.5080993979847493
195,wide_TE_25,1600.5,-2.781668853784854e-05,6.384372427563686e-06,-2.0694027933311628e-05,-7.122660604536911e-06,-1.1156398981027114
196,wide_TE_26,1650.5,-5.74902004249634e-05,6.021344346849162e-06,-5.786209955327575e-05,3.718991283123451e-07,0.06176347122664588
197,wide_TE_27,1700.5,-6.77223938795214e-05,5.306302107674958e-06,-6.464224681582553e-05,-3.0801470636958745e-06,-0.5804696003344391
198,wide_TE_28,1750.5,-4.486450350736959e-05,4.891333954393849e-06,-4.349498114089858e-05,-1.3695223664710081e-06,-0.279989544619168
199,wide_TE_29,1800.5,-1.844047386397171e-05,4.468913958336325e-06,-1.8464955210825552e-05,2.4481346853843334e-08,0.005478142358989874
200,wide_TE_30,1850.5,-5.529132005592142e-06,4.224518375898241e-06,-8.997094533942235e-06,3.4679625283500932e-06,0.8209131124001123
201,wide_TE_31,1900.5,-2.436457060863404e-05,3.884136581458957e-06,-1.5795291464203853e-05,-8.569279144430185e-06,-2.206224978116346
