permutation_id,permutation,dimension_preserving,side_flipping,both_typed_constraints,involutive,is_frozen_candidate
70,"[0,3,5,4,1,2]",False,False,False,False,False
71,"[0,3,5,4,2,1]",False,False,False,False,False
72,"[0,4,1,2,3,5]",False,False,False,False,False
73,"[0,4,1,2,5,3]",False,False,False,False,False
74,"[0,4,1,3,2,5]",False,False,False,False,False
75,"[0,4,1,3,5,2]",False,False,False,False,False
76,"[0,4,1,5,2,3]",False,False,False,False,False
77,"[0,4,1,5,3,2]",False,False,False,False,False
78,"[0,4,2,1,3,5]",False,False,False,False,False
79,"[0,4,2,1,5,3]",False,False,False,False,False
80,"[0,4,2,3,1,5]",True,False,False,True,False
81,"[0,4,2,3,5,1]",False,False,False,False,False
82,"[0,4,2,5,1,3]",False,False,False,True,False
83,"[0,4,2,5,3,1]",False,False,False,False,False
84,"[0,4,3,1,2,5]",False,False,False,False,False
85,"[0,4,3,1,5,2]",False,False,False,False,False
86,"[0,4,3,2,1,5]",False,False,False,True,False
87,"[0,4,3,2,5,1]",False,False,False,False,False
88,"[0,4,3,5,1,2]",False,False,False,False,False
89,"[0,4,3,5,2,1]",False,False,False,False,False
90,"[0,4,5,1,2,3]",False,False,False,False,False
91,"[0,4,5,1,3,2]",False,False,False,False,False
92,"[0,4,5,2,1,3]",False,False,False,False,False
93,"[0,4,5,2,3,1]",False,False,False,False,False
94,"[0,4,5,3,1,2]",True,False,False,True,False
95,"[0,4,5,3,2,1]",False,False,False,False,False
96,"[0,5,1,2,3,4]",False,False,False,False,False
97,"[0,5,1,2,4,3]",False,False,False,False,False
98,"[0,5,1,3,2,4]",False,False,False,False,False
99,"[0,5,1,3,4,2]",False,False,False,False,False
100,"[0,5,1,4,2,3]",False,False,False,False,False
101,"[0,5,1,4,3,2]",False,False,False,False,False
102,"[0,5,2,1,3,4]",False,False,False,False,False
103,"[0,5,2,1,4,3]",False,False,False,False,False
104,"[0,5,2,3,1,4]",False,False,False,False,False
105,"[0,5,2,3,4,1]",False,False,False,True,False
106,"[0,5,2,4,1,3]",False,False,False,False,False
107,"[0,5,2,4,3,1]",False,False,False,True,False
108,"[0,5,3,1,2,4]",False,False,False,False,False
109,"[0,5,3,1,4,2]",False,False,False,False,False
110,"[0,5,3,2,1,4]",False,False,False,False,False
111,"[0,5,3,2,4,1]",False,False,False,True,False
112,"[0,5,3,4,1,2]",False,False,False,False,False
113,"[0,5,3,4,2,1]",False,False,False,False,False
114,"[0,5,4,1,2,3]",False,False,False,False,False
115,"[0,5,4,1,3,2]",False,False,False,False,False
116,"[0,5,4,2,1,3]",False,False,False,False,False
117,"[0,5,4,2,3,1]",False,False,False,False,False
118,"[0,5,4,3,1,2]",False,False,False,False,False
119,"[0,5,4,3,2,1]",False,False,False,True,False
120,"[1,0,2,3,4,5]",False,False,False,True,False
121,"[1,0,2,3,5,4]",False,False,False,True,False
122,"[1,0,2,4,3,5]",False,False,False,True,False
123,"[1,0,2,4,5,3]",False,False,False,False,False
124,"[1,0,2,5,3,4]",False,False,False,False,False
125,"[1,0,2,5,4,3]",False,False,False,True,False
126,"[1,0,3,2,4,5]",False,False,False,True,False
127,"[1,0,3,2,5,4]",False,True,False,True,False
128,"[1,0,3,4,2,5]",False,False,False,False,False
129,"[1,0,3,4,5,2]",False,True,False,False,False
130,"[1,0,3,5,2,4]",False,False,False,False,False
131,"[1,0,3,5,4,2]",False,False,False,False,False
132,"[1,0,4,2,3,5]",False,False,False,False,False
133,"[1,0,4,2,5,3]",False,False,False,False,False
134,"[1,0,4,3,2,5]",False,False,False,True,False
135,"[1,0,4,3,5,2]",False,False,False,False,False
136,"[1,0,4,5,2,3]",False,False,False,True,False
137,"[1,0,4,5,3,2]",False,False,False,False,False
138,"[1,0,5,2,3,4]",False,True,False,False,False
139,"[1,0,5,2,4,3]",False,False,False,False,False
140,"[1,0,5,3,2,4]",False,False,False,False,False
141,"[1,0,5,3,4,2]",False,False,False,True,False
142,"[1,0,5,4,2,3]",False,False,False,False,False
143,"[1,0,5,4,3,2]",False,True,False,True,False
144,"[1,2,0,3,4,5]",False,False,False,False,False
145,"[1,2,0,3,5,4]",False,False,False,False,False
146,"[1,2,0,4,3,5]",False,False,False,False,False
147,"[1,2,0,4,5,3]",False,False,False,False,False
148,"[1,2,0,5,3,4]",False,False,False,False,False
149,"[1,2,0,5,4,3]",False,False,False,False,False
150,"[1,2,3,0,4,5]",False,False,False,False,False
151,"[1,2,3,0,5,4]",False,True,False,False,False
152,"[1,2,3,4,0,5]",False,False,False,False,False
153,"[1,2,3,4,5,0]",False,True,False,False,False
154,"[1,2,3,5,0,4]",False,False,False,False,False
155,"[1,2,3,5,4,0]",False,False,False,False,False
156,"[1,2,4,0,3,5]",False,False,False,False,False
157,"[1,2,4,0,5,3]",False,False,False,False,False
158,"[1,2,4,3,0,5]",False,False,False,False,False
159,"[1,2,4,3,5,0]",False,False,False,False,False
160,"[1,2,4,5,0,3]",False,False,False,False,False
161,"[1,2,4,5,3,0]",False,False,False,False,False
162,"[1,2,5,0,3,4]",False,True,False,False,False
163,"[1,2,5,0,4,3]",False,False,False,False,False
164,"[1,2,5,3,0,4]",False,False,False,False,False
165,"[1,2,5,3,4,0]",False,False,False,False,False
166,"[1,2,5,4,0,3]",False,False,False,False,False
167,"[1,2,5,4,3,0]",False,True,False,False,False
168,"[1,3,0,2,4,5]",False,False,False,False,False
169,"[1,3,0,2,5,4]",False,False,False,False,False
170,"[1,3,0,4,2,5]",False,False,False,False,False
171,"[1,3,0,4,5,2]",False,False,False,False,False
172,"[1,3,0,5,2,4]",False,False,False,False,False
173,"[1,3,0,5,4,2]",False,False,False,False,False
174,"[1,3,2,0,4,5]",False,False,False,False,False
175,"[1,3,2,0,5,4]",False,False,False,False,False
176,"[1,3,2,4,0,5]",False,False,False,False,False
177,"[1,3,2,4,5,0]",False,False,False,False,False
178,"[1,3,2,5,0,4]",False,False,False,False,False
179,"[1,3,2,5,4,0]",False,False,False,False,False
180,"[1,3,4,0,2,5]",False,False,False,False,False
181,"[1,3,4,0,5,2]",False,False,False,False,False
182,"[1,3,4,2,0,5]",False,False,False,False,False
183,"[1,3,4,2,5,0]",False,False,False,False,False
184,"[1,3,4,5,0,2]",False,False,False,False,False
185,"[1,3,4,5,2,0]",False,False,False,False,False
186,"[1,3,5,0,2,4]",False,False,False,False,False
187,"[1,3,5,0,4,2]",False,False,False,False,False
188,"[1,3,5,2,0,4]",False,False,False,False,False
189,"[1,3,5,2,4,0]",False,False,False,False,False
190,"[1,3,5,4,0,2]",False,False,False,False,False
191,"[1,3,5,4,2,0]",False,False,False,False,False
192,"[1,4,0,2,3,5]",False,False,False,False,False
193,"[1,4,0,2,5,3]",False,False,False,False,False
194,"[1,4,0,3,2,5]",False,False,False,False,False
195,"[1,4,0,3,5,2]",False,False,False,False,False
196,"[1,4,0,5,2,3]",False,False,False,False,False
197,"[1,4,0,5,3,2]",False,False,False,False,False
198,"[1,4,2,0,3,5]",False,False,False,False,False
199,"[1,4,2,0,5,3]",False,False,False,False,False
200,"[1,4,2,3,0,5]",False,False,False,False,False
201,"[1,4,2,3,5,0]",False,False,False,False,False
202,"[1,4,2,5,0,3]",False,False,False,False,False
203,"[1,4,2,5,3,0]",False,False,False,False,False
204,"[1,4,3,0,2,5]",False,False,False,False,False
205,"[1,4,3,0,5,2]",False,True,False,False,False
206,"[1,4,3,2,0,5]",False,False,False,False,False
207,"[1,4,3,2,5,0]",False,True,False,False,False
208,"[1,4,3,5,0,2]",False,False,False,False,False
209,"[1,4,3,5,2,0]",False,False,False,False,False
210,"[1,4,5,0,2,3]",False,False,False,False,False
211,"[1,4,5,0,3,2]",False,True,False,False,False
212,"[1,4,5,2,0,3]",False,False,False,False,False
213,"[1,4,5,2,3,0]",False,True,False,False,False
214,"[1,4,5,3,0,2]",False,False,False,False,False
215,"[1,4,5,3,2,0]",False,False,False,False,False
216,"[1,5,0,2,3,4]",False,False,False,False,False
217,"[1,5,0,2,4,3]",False,False,False,False,False
218,"[1,5,0,3,2,4]",False,False,False,False,False
219,"[1,5,0,3,4,2]",False,False,False,False,False
220,"[1,5,0,4,2,3]",False,False,False,False,False
221,"[1,5,0,4,3,2]",False,False,False,False,False
222,"[1,5,2,0,3,4]",False,False,False,False,False
223,"[1,5,2,0,4,3]",False,False,False,False,False
224,"[1,5,2,3,0,4]",False,False,False,False,False
225,"[1,5,2,3,4,0]",False,False,False,False,False
226,"[1,5,2,4,0,3]",False,False,False,False,False
227,"[1,5,2,4,3,0]",False,False,False,False,False
228,"[1,5,3,0,2,4]",False,False,False,False,False
229,"[1,5,3,0,4,2]",False,False,False,False,False
230,"[1,5,3,2,0,4]",False,False,False,False,False
231,"[1,5,3,2,4,0]",False,False,False,False,False
232,"[1,5,3,4,0,2]",False,False,False,False,False
233,"[1,5,3,4,2,0]",False,False,False,False,False
234,"[1,5,4,0,2,3]",False,False,False,False,False
235,"[1,5,4,0,3,2]",False,False,False,False,False
236,"[1,5,4,2,0,3]",False,False,False,False,False
237,"[1,5,4,2,3,0]",False,False,False,False,False
238,"[1,5,4,3,0,2]",False,False,False,False,False
239,"[1,5,4,3,2,0]",False,False,False,False,False
240,"[2,0,1,3,4,5]",False,False,False,False,False
241,"[2,0,1,3,5,4]",False,False,False,False,False
242,"[2,0,1,4,3,5]",False,False,False,False,False
243,"[2,0,1,4,5,3]",False,False,False,False,False
244,"[2,0,1,5,3,4]",False,False,False,False,False
245,"[2,0,1,5,4,3]",False,False,False,False,False
246,"[2,0,3,1,4,5]",False,False,False,False,False
247,"[2,0,3,1,5,4]",False,False,False,False,False
248,"[2,0,3,4,1,5]",False,False,False,False,False
249,"[2,0,3,4,5,1]",False,False,False,False,False
250,"[2,0,3,5,1,4]",False,False,False,False,False
251,"[2,0,3,5,4,1]",False,False,False,False,False
252,"[2,0,4,1,3,5]",False,False,False,False,False
253,"[2,0,4,1,5,3]",False,False,False,False,False
254,"[2,0,4,3,1,5]",False,False,False,False,False
255,"[2,0,4,3,5,1]",False,False,False,False,False
256,"[2,0,4,5,1,3]",False,False,False,False,False
257,"[2,0,4,5,3,1]",False,False,False,False,False
258,"[2,0,5,1,3,4]",False,False,False,False,False
259,"[2,0,5,1,4,3]",False,False,False,False,False
260,"[2,0,5,3,1,4]",False,False,False,False,False
261,"[2,0,5,3,4,1]",False,False,False,False,False
262,"[2,0,5,4,1,3]",False,False,False,False,False
263,"[2,0,5,4,3,1]",False,False,False,False,False
264,"[2,1,0,3,4,5]",False,False,False,True,False
265,"[2,1,0,3,5,4]",False,False,False,True,False
266,"[2,1,0,4,3,5]",False,False,False,True,False
267,"[2,1,0,4,5,3]",False,False,False,False,False
268,"[2,1,0,5,3,4]",False,False,False,False,False
269,"[2,1,0,5,4,3]",False,False,False,True,False
270,"[2,1,3,0,4,5]",False,False,False,False,False
271,"[2,1,3,0,5,4]",False,False,False,False,False
272,"[2,1,3,4,0,5]",False,False,False,False,False
273,"[2,1,3,4,5,0]",False,False,False,False,False
274,"[2,1,3,5,0,4]",False,False,False,False,False
275,"[2,1,3,5,4,0]",False,False,False,False,False
276,"[2,1,4,0,3,5]",False,False,False,False,False
277,"[2,1,4,0,5,3]",False,False,False,False,False
278,"[2,1,4,3,0,5]",False,False,False,False,False
279,"[2,1,4,3,5,0]",False,False,False,False,False
280,"[2,1,4,5,0,3]",False,False,False,False,False
281,"[2,1,4,5,3,0]",False,False,False,False,False
282,"[2,1,5,0,3,4]",False,False,False,False,False
283,"[2,1,5,0,4,3]",False,False,False,False,False
284,"[2,1,5,3,0,4]",False,False,False,False,False
285,"[2,1,5,3,4,0]",False,False,False,False,False
286,"[2,1,5,4,0,3]",False,False,False,False,False
287,"[2,1,5,4,3,0]",False,False,False,False,False
288,"[2,3,0,1,4,5]",False,False,False,True,False
289,"[2,3,0,1,5,4]",False,False,False,True,False
290,"[2,3,0,4,1,5]",False,False,False,False,False
291,"[2,3,0,4,5,1]",False,False,False,False,False
292,"[2,3,0,5,1,4]",False,False,False,False,False
293,"[2,3,0,5,4,1]",False,False,False,False,False
294,"[2,3,1,0,4,5]",False,False,False,False,False
295,"[2,3,1,0,5,4]",False,False,False,False,False
296,"[2,3,1,4,0,5]",False,False,False,False,False
297,"[2,3,1,4,5,0]",False,False,False,False,False
298,"[2,3,1,5,0,4]",False,False,False,False,False
299,"[2,3,1,5,4,0]",False,False,False,False,False
300,"[2,3,4,0,1,5]",False,False,False,False,False
301,"[2,3,4,0,5,1]",False,False,False,False,False
302,"[2,3,4,1,0,5]",False,False,False,False,False
303,"[2,3,4,1,5,0]",False,False,False,False,False
304,"[2,3,4,5,0,1]",False,False,False,False,False
305,"[2,3,4,5,1,0]",False,False,False,False,False
306,"[2,3,5,0,1,4]",False,False,False,False,False
307,"[2,3,5,0,4,1]",False,False,False,False,False
308,"[2,3,5,1,0,4]",False,False,False,False,False
309,"[2,3,5,1,4,0]",False,False,False,False,False
310,"[2,3,5,4,0,1]",False,False,False,False,False
311,"[2,3,5,4,1,0]",False,False,False,False,False
312,"[2,4,0,1,3,5]",False,False,False,False,False
313,"[2,4,0,1,5,3]",False,False,False,False,False
314,"[2,4,0,3,1,5]",False,False,False,True,False
315,"[2,4,0,3,5,1]",False,False,False,False,False
316,"[2,4,0,5,1,3]",False,False,False,True,False
317,"[2,4,0,5,3,1]",False,False,False,False,False
318,"[2,4,1,0,3,5]",False,False,False,False,False
319,"[2,4,1,0,5,3]",False,False,False,False,False
320,"[2,4,1,3,0,5]",False,False,False,False,False
321,"[2,4,1,3,5,0]",False,False,False,False,False
322,"[2,4,1,5,0,3]",False,False,False,False,False
323,"[2,4,1,5,3,0]",False,False,False,False,False
324,"[2,4,3,0,1,5]",False,False,False,False,False
325,"[2,4,3,0,5,1]",False,False,False,False,False
326,"[2,4,3,1,0,5]",False,False,False,False,False
327,"[2,4,3,1,5,0]",False,False,False,False,False
328,"[2,4,3,5,0,1]",False,False,False,False,False
329,"[2,4,3,5,1,0]",False,False,False,False,False
330,"[2,4,5,0,1,3]",False,False,False,False,False
331,"[2,4,5,0,3,1]",False,False,False,False,False
332,"[2,4,5,1,0,3]",False,False,False,False,False
333,"[2,4,5,1,3,0]",False,False,False,False,False
334,"[2,4,5,3,0,1]",False,False,False,False,False
335,"[2,4,5,3,1,0]",False,False,False,False,False
336,"[2,5,0,1,3,4]",False,False,False,False,False
337,"[2,5,0,1,4,3]",False,False,False,False,False
338,"[2,5,0,3,1,4]",False,False,False,False,False
339,"[2,5,0,3,4,1]",False,False,False,True,False
340,"[2,5,0,4,1,3]",False,False,False,False,False
341,"[2,5,0,4,3,1]",False,False,False,True,False
342,"[2,5,1,0,3,4]",False,False,False,False,False
343,"[2,5,1,0,4,3]",False,False,False,False,False
344,"[2,5,1,3,0,4]",False,False,False,False,False
345,"[2,5,1,3,4,0]",False,False,False,False,False
346,"[2,5,1,4,0,3]",False,False,False,False,False
347,"[2,5,1,4,3,0]",False,False,False,False,False
348,"[2,5,3,0,1,4]",False,False,False,False,False
349,"[2,5,3,0,4,1]",False,False,False,False,False
350,"[2,5,3,1,0,4]",False,False,False,False,False
351,"[2,5,3,1,4,0]",False,False,False,False,False
352,"[2,5,3,4,0,1]",False,False,False,False,False
353,"[2,5,3,4,1,0]",False,False,False,False,False
354,"[2,5,4,0,1,3]",False,False,False,False,False
355,"[2,5,4,0,3,1]",False,False,False,False,False
356,"[2,5,4,1,0,3]",False,False,False,False,False
357,"[2,5,4,1,3,0]",False,False,False,False,False
358,"[2,5,4,3,0,1]",False,False,False,False,False
359,"[2,5,4,3,1,0]",False,False,False,False,False
360,"[3,0,1,2,4,5]",False,False,False,False,False
361,"[3,0,1,2,5,4]",False,True,False,False,False
362,"[3,0,1,4,2,5]",False,False,False,False,False
363,"[3,0,1,4,5,2]",False,True,False,False,False
364,"[3,0,1,5,2,4]",False,False,False,False,False
365,"[3,0,1,5,4,2]",False,False,False,False,False
366,"[3,0,2,1,4,5]",False,False,False,False,False
367,"[3,0,2,1,5,4]",False,False,False,False,False
368,"[3,0,2,4,1,5]",False,False,False,False,False
369,"[3,0,2,4,5,1]",False,False,False,False,False
370,"[3,0,2,5,1,4]",False,False,False,False,False
371,"[3,0,2,5,4,1]",False,False,False,False,False
372,"[3,0,4,1,2,5]",False,False,False,False,False
373,"[3,0,4,1,5,2]",False,False,False,False,False
374,"[3,0,4,2,1,5]",False,False,False,False,False
375,"[3,0,4,2,5,1]",False,False,False,False,False
376,"[3,0,4,5,1,2]",False,False,False,False,False
377,"[3,0,4,5,2,1]",False,False,False,False,False
378,"[3,0,5,1,2,4]",False,False,False,False,False
379,"[3,0,5,1,4,2]",False,False,False,False,False
380,"[3,0,5,2,1,4]",False,True,False,False,False
381,"[3,0,5,2,4,1]",False,False,False,False,False
382,"[3,0,5,4,1,2]",False,True,False,False,False
383,"[3,0,5,4,2,1]",False,False,False,False,False
384,"[3,1,0,2,4,5]",False,False,False,False,False
385,"[3,1,0,2,5,4]",False,False,False,False,False
386,"[3,1,0,4,2,5]",False,False,False,False,False
387,"[3,1,0,4,5,2]",False,False,False,False,False
388,"[3,1,0,5,2,4]",False,False,False,False,False
389,"[3,1,0,5,4,2]",False,False,False,False,False
390,"[3,1,2,0,4,5]",True,False,False,True,False
391,"[3,1,2,0,5,4]",False,False,False,True,False
392,"[3,1,2,4,0,5]",False,False,False,False,False
393,"[3,1,2,4,5,0]",False,False,False,False,False
394,"[3,1,2,5,0,4]",False,False,False,False,False
395,"[3,1,2,5,4,0]",False,False,False,False,False
396,"[3,1,4,0,2,5]",False,False,False,True,False
397,"[3,1,4,0,5,2]",False,False,False,False,False
398,"[3,1,4,2,0,5]",False,False,False,False,False
399,"[3,1,4,2,5,0]",False,False,False,False,False
400,"[3,1,4,5,0,2]",False,False,False,False,False
401,"[3,1,4,5,2,0]",False,False,False,False,False
402,"[3,1,5,0,2,4]",False,False,False,False,False
403,"[3,1,5,0,4,2]",True,False,False,True,False
404,"[3,1,5,2,0,4]",False,False,False,False,False
405,"[3,1,5,2,4,0]",False,False,False,False,False
406,"[3,1,5,4,0,2]",False,False,False,False,False
407,"[3,1,5,4,2,0]",False,False,False,False,False
408,"[3,2,0,1,4,5]",False,False,False,False,False
409,"[3,2,0,1,5,4]",False,False,False,False,False
410,"[3,2,0,4,1,5]",False,False,False,False,False
411,"[3,2,0,4,5,1]",False,False,False,False,False
412,"[3,2,0,5,1,4]",False,False,False,False,False
413,"[3,2,0,5,4,1]",False,False,False,False,False
414,"[3,2,1,0,4,5]",False,False,False,True,False
415,"[3,2,1,0,5,4]",False,True,False,True,False
416,"[3,2,1,4,0,5]",False,False,False,False,False
417,"[3,2,1,4,5,0]",False,True,False,False,False
418,"[3,2,1,5,0,4]",False,False,False,False,False
419,"[3,2,1,5,4,0]",False,False,False,False,False
420,"[3,2,4,0,1,5]",False,False,False,False,False
421,"[3,2,4,0,5,1]",False,False,False,False,False
422,"[3,2,4,1,0,5]",False,False,False,False,False
423,"[3,2,4,1,5,0]",False,False,False,False,False
424,"[3,2,4,5,0,1]",False,False,False,False,False
425,"[3,2,4,5,1,0]",False,False,False,False,False
426,"[3,2,5,0,1,4]",False,True,False,False,False
427,"[3,2,5,0,4,1]",False,False,False,False,False
428,"[3,2,5,1,0,4]",False,False,False,False,False
429,"[3,2,5,1,4,0]",False,False,False,False,False
430,"[3,2,5,4,0,1]",False,False,False,False,False
431,"[3,2,5,4,1,0]",False,True,False,False,False
432,"[3,4,0,1,2,5]",False,False,False,False,False
433,"[3,4,0,1,5,2]",False,False,False,False,False
434,"[3,4,0,2,1,5]",False,False,False,False,False
435,"[3,4,0,2,5,1]",False,False,False,False,False
436,"[3,4,0,5,1,2]",False,False,False,False,False
437,"[3,4,0,5,2,1]",False,False,False,False,False
438,"[3,4,1,0,2,5]",False,False,False,False,False
439,"[3,4,1,0,5,2]",False,True,False,False,False
440,"[3,4,1,2,0,5]",False,False,False,False,False
441,"[3,4,1,2,5,0]",False,True,False,False,False
442,"[3,4,1,5,0,2]",False,False,False,False,False
443,"[3,4,1,5,2,0]",False,False,False,False,False
444,"[3,4,2,0,1,5]",True,False,False,True,False
445,"[3,4,2,0,5,1]",False,False,False,False,False
446,"[3,4,2,1,0,5]",False,False,False,False,False
447,"[3,4,2,1,5,0]",False,False,False,False,False
448,"[3,4,2,5,0,1]",False,False,False,False,False
449,"[3,4,2,5,1,0]",False,False,False,False,False
450,"[3,4,5,0,1,2]",True,True,True,True,True
451,"[3,4,5,0,2,1]",False,False,False,False,False
452,"[3,4,5,1,0,2]",False,False,False,False,False
453,"[3,4,5,1,2,0]",False,False,False,False,False
454,"[3,4,5,2,0,1]",False,False,False,False,False
455,"[3,4,5,2,1,0]",False,True,False,False,False
456,"[3,5,0,1,2,4]",False,False,False,False,False
457,"[3,5,0,1,4,2]",False,False,False,False,False
458,"[3,5,0,2,1,4]",False,False,False,False,False
459,"[3,5,0,2,4,1]",False,False,False,False,False
460,"[3,5,0,4,1,2]",False,False,False,False,False
461,"[3,5,0,4,2,1]",False,False,False,False,False
462,"[3,5,1,0,2,4]",False,False,False,False,False
463,"[3,5,1,0,4,2]",False,False,False,False,False
464,"[3,5,1,2,0,4]",False,False,False,False,False
465,"[3,5,1,2,4,0]",False,False,False,False,False
466,"[3,5,1,4,0,2]",False,False,False,False,False
467,"[3,5,1,4,2,0]",False,False,False,False,False
468,"[3,5,2,0,1,4]",False,False,False,False,False
469,"[3,5,2,0,4,1]",False,False,False,True,False
470,"[3,5,2,1,0,4]",False,False,False,False,False
471,"[3,5,2,1,4,0]",False,False,False,False,False
472,"[3,5,2,4,0,1]",False,False,False,False,False
473,"[3,5,2,4,1,0]",False,False,False,False,False
474,"[3,5,4,0,1,2]",False,False,False,False,False
475,"[3,5,4,0,2,1]",False,False,False,True,False
476,"[3,5,4,1,0,2]",False,False,False,False,False
477,"[3,5,4,1,2,0]",False,False,False,False,False
478,"[3,5,4,2,0,1]",False,False,False,False,False
479,"[3,5,4,2,1,0]",False,False,False,False,False
480,"[4,0,1,2,3,5]",False,False,False,False,False
481,"[4,0,1,2,5,3]",False,False,False,False,False
482,"[4,0,1,3,2,5]",False,False,False,False,False
483,"[4,0,1,3,5,2]",False,False,False,False,False
484,"[4,0,1,5,2,3]",False,False,False,False,False
485,"[4,0,1,5,3,2]",False,False,False,False,False
486,"[4,0,2,1,3,5]",False,False,False,False,False
487,"[4,0,2,1,5,3]",False,False,False,False,False
488,"[4,0,2,3,1,5]",False,False,False,False,False
489,"[4,0,2,3,5,1]",False,False,False,False,False
490,"[4,0,2,5,1,3]",False,False,False,False,False
491,"[4,0,2,5,3,1]",False,False,False,False,False
492,"[4,0,3,1,2,5]",False,False,False,False,False
493,"[4,0,3,1,5,2]",False,False,False,False,False
494,"[4,0,3,2,1,5]",False,False,False,False,False
495,"[4,0,3,2,5,1]",False,False,False,False,False
496,"[4,0,3,5,1,2]",False,False,False,False,False
497,"[4,0,3,5,2,1]",False,False,False,False,False
498,"[4,0,5,1,2,3]",False,False,False,False,False
499,"[4,0,5,1,3,2]",False,False,False,False,False
500,"[4,0,5,2,1,3]",False,False,False,False,False
501,"[4,0,5,2,3,1]",False,False,False,False,False
502,"[4,0,5,3,1,2]",False,False,False,False,False
503,"[4,0,5,3,2,1]",False,False,False,False,False
504,"[4,1,0,2,3,5]",False,False,False,False,False
505,"[4,1,0,2,5,3]",False,False,False,False,False
506,"[4,1,0,3,2,5]",False,False,False,False,False
507,"[4,1,0,3,5,2]",False,False,False,False,False
508,"[4,1,0,5,2,3]",False,False,False,False,False
509,"[4,1,0,5,3,2]",False,False,False,False,False
510,"[4,1,2,0,3,5]",False,False,False,False,False
511,"[4,1,2,0,5,3]",False,False,False,False,False
512,"[4,1,2,3,0,5]",False,False,False,True,False
513,"[4,1,2,3,5,0]",False,False,False,False,False
514,"[4,1,2,5,0,3]",False,False,False,True,False
