graph_id,node_id,node_type,element_or_unit,formal_charge,role,port_label,source_provenance,physical_entity_claim
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP09:formal_charge,false
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_H4,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV03_TET4_ODD_CONTROL,SP09_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP09:formal_charge,false
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_H4,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV04_CORE_ONLY_CONTROL,SP09_EV04_CORE_ONLY_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
