graph_id,node_id,node_type,element_or_unit,formal_charge,role,port_label,source_provenance,physical_entity_claim
SP01_EV04_CORE_ONLY_CONTROL,SP01_EV04_CORE_ONLY_CONTROL_CORE_H1,CORE_ATOM,H,0,core_atom,,H2O identity,formula_identity_only
SP01_EV04_CORE_ONLY_CONTROL,SP01_EV04_CORE_ONLY_CONTROL_CORE_H2,CORE_ATOM,H,0,core_atom,,H2O identity,formula_identity_only
SP01_EV04_CORE_ONLY_CONTROL,SP01_EV04_CORE_ONLY_CONTROL_CORE_O1,CORE_ATOM,O,0,core_atom,,H2O identity,formula_identity_only
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP02:formal_charge,false
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_CORE_Na1,CORE_ATOM,Na,1,core_atom,,Na+ identity,formula_identity_only
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV01_OCT6_PRIMARY,SP02_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP02:formal_charge,false
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_CORE_Na1,CORE_ATOM,Na,1,core_atom,,Na+ identity,formula_identity_only
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV02_TET4_EVEN_CONTROL,SP02_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP02:formal_charge,false
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_CORE_Na1,CORE_ATOM,Na,1,core_atom,,Na+ identity,formula_identity_only
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV03_TET4_ODD_CONTROL,SP02_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP02_EV04_CORE_ONLY_CONTROL,SP02_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP02:formal_charge,false
SP02_EV04_CORE_ONLY_CONTROL,SP02_EV04_CORE_ONLY_CONTROL_CORE_Na1,CORE_ATOM,Na,1,core_atom,,Na+ identity,formula_identity_only
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP03:formal_charge,false
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_CORE_K1,CORE_ATOM,K,1,core_atom,,K+ identity,formula_identity_only
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV01_OCT6_PRIMARY,SP03_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP03:formal_charge,false
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_CORE_K1,CORE_ATOM,K,1,core_atom,,K+ identity,formula_identity_only
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV02_TET4_EVEN_CONTROL,SP03_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP03:formal_charge,false
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_CORE_K1,CORE_ATOM,K,1,core_atom,,K+ identity,formula_identity_only
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV03_TET4_ODD_CONTROL,SP03_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP03_EV04_CORE_ONLY_CONTROL,SP03_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP03:formal_charge,false
SP03_EV04_CORE_ONLY_CONTROL,SP03_EV04_CORE_ONLY_CONTROL_CORE_K1,CORE_ATOM,K,1,core_atom,,K+ identity,formula_identity_only
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP04:formal_charge,false
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_CORE_Mg1,CORE_ATOM,Mg,2,core_atom,,Mg2+ identity,formula_identity_only
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV01_OCT6_PRIMARY,SP04_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP04:formal_charge,false
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_CORE_Mg1,CORE_ATOM,Mg,2,core_atom,,Mg2+ identity,formula_identity_only
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV02_TET4_EVEN_CONTROL,SP04_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP04:formal_charge,false
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_CORE_Mg1,CORE_ATOM,Mg,2,core_atom,,Mg2+ identity,formula_identity_only
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV03_TET4_ODD_CONTROL,SP04_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP04_EV04_CORE_ONLY_CONTROL,SP04_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP04:formal_charge,false
SP04_EV04_CORE_ONLY_CONTROL,SP04_EV04_CORE_ONLY_CONTROL_CORE_Mg1,CORE_ATOM,Mg,2,core_atom,,Mg2+ identity,formula_identity_only
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP05:formal_charge,false
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_CORE_Ca1,CORE_ATOM,Ca,2,core_atom,,Ca2+ identity,formula_identity_only
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV01_OCT6_PRIMARY,SP05_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP05:formal_charge,false
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_CORE_Ca1,CORE_ATOM,Ca,2,core_atom,,Ca2+ identity,formula_identity_only
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP05:formal_charge,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_CORE_Ca1,CORE_ATOM,Ca,2,core_atom,,Ca2+ identity,formula_identity_only
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP05_EV04_CORE_ONLY_CONTROL,SP05_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP05:formal_charge,false
SP05_EV04_CORE_ONLY_CONTROL,SP05_EV04_CORE_ONLY_CONTROL_CORE_Ca1,CORE_ATOM,Ca,2,core_atom,,Ca2+ identity,formula_identity_only
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP06:formal_charge,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_CORE_Cl1,CORE_ATOM,Cl,-1,core_atom,,Cl- identity,formula_identity_only
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
