isotope_closure_id,element_closure_id,Z,N,A,proton_count,neutron_count,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,ladder_role,ladder_weight,selected_depth_index,residual_twelfths,constant_native_lane,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,construction_source
CR222-IZ118N206-FLOOR_PRIMARY,CR222-EZ118,118,206,324,118,206,118,442,442,530,118,118p+206n+118e,442u+530d+118e,10,10,7,2,8,8,CLOSED_SHELL,FLOOR_PRIMARY,1/2,9,6,CONSTANT_HALF_WRITE_LANE,420431/384,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,420431/48,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2943017/384,7664.106770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ118N207-CEIL_NEIGHBOR,CR222-EZ118,118,207,325,118,207,118,443,443,532,118,118p+207n+118e,443u+532d+118e,10,10,7,2,8,8,CLOSED_SHELL,CEIL_NEIGHBOR,1/2,9,6,CONSTANT_HALF_WRITE_LANE,420437/384,1094.888020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,420437/48,8759.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2943059/384,7664.216145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ119N208-FLOOR_PRIMARY,CR222-EZ119,119,208,327,119,208,119,446,446,535,119,119p+208n+119e,446u+535d+119e,10,11,8,2,8,1,OPEN_SHELL,FLOOR_PRIMARY,3/4,9,3,CONSTANT_FRONTIER_TAIL_CANDIDATE,847991/768,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,847991/96,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5935937/768,7729.084635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ119N209-CEIL_NEIGHBOR,CR222-EZ119,119,209,328,119,209,119,447,447,537,119,119p+209n+119e,447u+537d+119e,10,11,8,2,8,1,OPEN_SHELL,CEIL_NEIGHBOR,1/4,9,3,CONSTANT_FRONTIER_TAIL_CANDIDATE,848003/768,1104.170572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,848003/96,8833.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5936021/768,7729.194010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ120N210-FLOOR_PRIMARY,CR222-EZ120,120,210,330,120,210,120,450,450,540,120,120p+210n+120e,450u+540d+120e,10,12,8,2,8,2,OPEN_SHELL,FLOOR_PRIMARY,1,9,0,CONSTANT_FRONTIER_TAIL_CANDIDATE,17815/16,1113.4375,17815/2,8907.5,124705/16,7794.0625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ121N221-FLOOR_PRIMARY,CR222-EZ121,121,221,342,121,221,121,463,463,563,121,121p+221n+121e,463u+563d+121e,11,1,8,2,8,3,OPEN_SHELL,FLOOR_PRIMARY,1/6,10,10,CONSTANT_FRONTIER_TAIL_CANDIDATE,862357/768,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,862357/96,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,6036499/768,7860.024739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ121N222-CEIL_NEIGHBOR,CR222-EZ121,121,222,343,121,222,121,464,464,565,121,121p+222n+121e,464u+565d+121e,11,1,8,2,8,3,OPEN_SHELL,CEIL_NEIGHBOR,5/6,10,10,CONSTANT_FRONTIER_TAIL_CANDIDATE,862369/768,1122.876302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,862369/96,8983.010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,6036583/768,7860.134114583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ122N223-FLOOR_PRIMARY,CR222-EZ122,122,223,345,122,223,122,467,467,568,122,122p+223n+122e,467u+568d+122e,11,2,8,2,8,4,OPEN_SHELL,FLOOR_PRIMARY,1/3,10,8,CONSTANT_FRONTIER_TAIL_CANDIDATE,434743/384,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,434743/48,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3043201/384,7925.002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ122N224-CEIL_NEIGHBOR,CR222-EZ122,122,224,346,122,224,122,468,468,570,122,122p+224n+122e,468u+570d+122e,11,2,8,2,8,4,OPEN_SHELL,CEIL_NEIGHBOR,2/3,10,8,CONSTANT_FRONTIER_TAIL_CANDIDATE,434749/384,1132.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,434749/48,9057.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3043243/384,7925.111979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ123N225-FLOOR_PRIMARY,CR222-EZ123,123,225,348,123,225,123,471,471,573,123,123p+225n+123e,471u+573d+123e,11,3,8,2,8,5,OPEN_SHELL,FLOOR_PRIMARY,1/2,10,6,CONSTANT_FRONTIER_TAIL_CANDIDATE,292205/256,1141.42578125,292205/32,9131.40625,2045435/256,7989.98046875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ123N226-CEIL_NEIGHBOR,CR222-EZ123,123,226,349,123,226,123,472,472,575,123,123p+226n+123e,472u+575d+123e,11,3,8,2,8,5,OPEN_SHELL,CEIL_NEIGHBOR,1/2,10,6,CONSTANT_FRONTIER_TAIL_CANDIDATE,292209/256,1141.44140625,292209/32,9131.53125,2045463/256,7990.08984375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ124N227-FLOOR_PRIMARY,CR222-EZ124,124,227,351,124,227,124,475,475,578,124,124p+227n+124e,475u+578d+124e,11,4,8,2,8,6,OPEN_SHELL,FLOOR_PRIMARY,2/3,10,4,CONSTANT_FRONTIER_TAIL_CANDIDATE,27617/24,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,27617/3,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,193319/24,8054.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ124N228-CEIL_NEIGHBOR,CR222-EZ124,124,228,352,124,228,124,476,476,580,124,124p+228n+124e,476u+580d+124e,11,4,8,2,8,6,OPEN_SHELL,CEIL_NEIGHBOR,1/3,10,4,CONSTANT_FRONTIER_TAIL_CANDIDATE,220939/192,1150.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,220939/24,9205.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1546573/192,8055.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ125N229-FLOOR_PRIMARY,CR222-EZ125,125,229,354,125,229,125,479,479,583,125,125p+229n+125e,479u+583d+125e,11,5,8,2,8,7,OPEN_SHELL,FLOOR_PRIMARY,5/6,10,2,CONSTANT_FRONTIER_TAIL_CANDIDATE,890873/768,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,890873/96,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6236111/768,8119.936197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ125N230-CEIL_NEIGHBOR,CR222-EZ125,125,230,355,125,230,125,480,480,585,125,125p+230n+125e,480u+585d+125e,11,5,8,2,8,7,OPEN_SHELL,CEIL_NEIGHBOR,1/6,10,2,CONSTANT_FRONTIER_TAIL_CANDIDATE,890885/768,1160.006510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,890885/96,9280.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6236195/768,8120.045572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ126N231-FLOOR_PRIMARY,CR222-EZ126,126,231,357,126,231,126,483,483,588,126,126p+231n+126e,483u+588d+126e,11,6,8,2,8,8,CLOSED_SHELL,FLOOR_PRIMARY,1,10,0,CONSTANT_FRONTIER_TAIL_CANDIDATE,149667/128,1169.2734375,149667/16,9354.1875,1047669/128,8184.9140625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
