isotope_closure_id,element_closure_id,Z,N,A,proton_count,neutron_count,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,ladder_role,ladder_weight,selected_depth_index,residual_twelfths,constant_native_lane,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,construction_source
CR222-IZ059N078-FLOOR_PRIMARY,CR222-EZ059,59,78,137,59,78,59,196,196,215,59,59p+78n+59e,196u+215d+59e,5,11,4,4,32,31,OPEN_SHELL,FLOOR_PRIMARY,1/3,4,8,CONSTANT_BOUND_LADDER_LANE,420131/768,547.0455729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,420131/96,4376.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2940917/768,3829.319010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ059N079-CEIL_NEIGHBOR,CR222-EZ059,59,79,138,59,79,59,197,197,217,59,59p+79n+59e,197u+217d+59e,5,11,4,4,32,31,OPEN_SHELL,CEIL_NEIGHBOR,2/3,4,8,CONSTANT_BOUND_LADDER_LANE,420143/768,547.0611979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,420143/96,4376.489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2941001/768,3829.428385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ060N080-FLOOR_PRIMARY,CR222-EZ060,60,80,140,60,80,60,200,200,220,60,60p+80n+60e,200u+220d+60e,5,12,4,4,32,32,CLOSED_SHELL,FLOOR_PRIMARY,1,4,0,CONSTANT_STABLE_ANCHOR_LANE,35605/64,556.328125,35605/8,4450.625,249235/64,3894.296875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ061N086-FLOOR_PRIMARY,CR222-EZ061,61,86,147,61,86,61,208,208,233,61,61p+86n+61e,208u+233d+61e,6,1,5,4,32,1,OPEN_SHELL,FLOOR_PRIMARY,7/12,5,5,CONSTANT_BOUND_LADDER_LANE,434437/768,565.6731770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,434437/96,4525.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3041059/768,3959.712239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ061N087-CEIL_NEIGHBOR,CR222-EZ061,61,87,148,61,87,61,209,209,235,61,61p+87n+61e,209u+235d+61e,6,1,5,4,32,1,OPEN_SHELL,CEIL_NEIGHBOR,5/12,5,5,CONSTANT_BOUND_LADDER_LANE,434449/768,565.6888020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,434449/96,4525.510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3041143/768,3959.821614583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ062N087-FLOOR_PRIMARY,CR222-EZ062,62,87,149,62,87,62,211,211,236,62,62p+87n+62e,211u+236d+62e,6,2,5,4,32,2,OPEN_SHELL,FLOOR_PRIMARY,1/6,5,10,CONSTANT_BOUND_LADDER_LANE,220777/384,574.9401041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,220777/48,4599.520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1545439/384,4024.580729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ062N088-CEIL_NEIGHBOR,CR222-EZ062,62,88,150,62,88,62,212,212,238,62,62p+88n+62e,212u+238d+62e,6,2,5,4,32,2,OPEN_SHELL,CEIL_NEIGHBOR,5/6,5,10,CONSTANT_BOUND_LADDER_LANE,220783/384,574.9557291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,220783/48,4599.645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1545481/384,4024.690104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ063N089-FLOOR_PRIMARY,CR222-EZ063,63,89,152,63,89,63,215,215,241,63,63p+89n+63e,215u+241d+63e,6,3,5,4,32,3,OPEN_SHELL,FLOOR_PRIMARY,3/4,5,3,CONSTANT_BOUND_LADDER_LANE,149561/256,584.22265625,149561/32,4673.78125,1046927/256,4089.55859375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ063N090-CEIL_NEIGHBOR,CR222-EZ063,63,90,153,63,90,63,216,216,243,63,63p+90n+63e,216u+243d+63e,6,3,5,4,32,3,OPEN_SHELL,CEIL_NEIGHBOR,1/4,5,3,CONSTANT_BOUND_LADDER_LANE,149565/256,584.23828125,149565/32,4673.90625,1046955/256,4089.66796875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ064N090-FLOOR_PRIMARY,CR222-EZ064,64,90,154,64,90,64,218,218,244,64,64p+90n+64e,218u+244d+64e,6,4,5,4,32,4,OPEN_SHELL,FLOOR_PRIMARY,1/3,5,8,CONSTANT_BOUND_LADDER_LANE,56975/96,593.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,56975/12,4747.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,398825/96,4154.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ064N091-CEIL_NEIGHBOR,CR222-EZ064,64,91,155,64,91,64,219,219,246,64,64p+91n+64e,219u+246d+64e,6,4,5,4,32,4,OPEN_SHELL,CEIL_NEIGHBOR,2/3,5,8,CONSTANT_BOUND_LADDER_LANE,113953/192,593.5052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,113953/24,4748.041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,797671/192,4154.536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ065N092-FLOOR_PRIMARY,CR222-EZ065,65,92,157,65,92,65,222,222,249,65,65p+92n+65e,222u+249d+65e,6,5,5,4,32,5,OPEN_SHELL,FLOOR_PRIMARY,11/12,5,1,CONSTANT_BOUND_LADDER_LANE,462929/768,602.7721354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,462929/96,4822.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3240503/768,4219.404947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ065N093-CEIL_NEIGHBOR,CR222-EZ065,65,93,158,65,93,65,223,223,251,65,65p+93n+65e,223u+251d+65e,6,5,5,4,32,5,OPEN_SHELL,CEIL_NEIGHBOR,1/12,5,1,CONSTANT_BOUND_LADDER_LANE,462941/768,602.7877604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,462941/96,4822.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3240587/768,4219.514322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ066N093-FLOOR_PRIMARY,CR222-EZ066,66,93,159,66,93,66,225,225,252,66,66p+93n+66e,225u+252d+66e,6,6,5,4,32,6,OPEN_SHELL,FLOOR_PRIMARY,1/2,5,6,CONSTANT_HALF_WRITE_LANE,78341/128,612.0390625,78341/16,4896.3125,548387/128,4284.2734375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ066N094-CEIL_NEIGHBOR,CR222-EZ066,66,94,160,66,94,66,226,226,254,66,66p+94n+66e,226u+254d+66e,6,6,5,4,32,6,OPEN_SHELL,CEIL_NEIGHBOR,1/2,5,6,CONSTANT_HALF_WRITE_LANE,78343/128,612.0546875,78343/16,4896.4375,548401/128,4284.3828125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ067N094-FLOOR_PRIMARY,CR222-EZ067,67,94,161,67,94,67,228,228,255,67,67p+94n+67e,228u+255d+67e,6,7,5,4,32,7,OPEN_SHELL,FLOOR_PRIMARY,1/12,5,11,CONSTANT_BOUND_LADDER_LANE,477163/768,621.3059895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,477163/96,4970.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3340141/768,4349.141927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ067N095-CEIL_NEIGHBOR,CR222-EZ067,67,95,162,67,95,67,229,229,257,67,67p+95n+67e,229u+257d+67e,6,7,5,4,32,7,OPEN_SHELL,CEIL_NEIGHBOR,11/12,5,11,CONSTANT_BOUND_LADDER_LANE,477175/768,621.3216145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,477175/96,4970.572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3340225/768,4349.251302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ068N096-FLOOR_PRIMARY,CR222-EZ068,68,96,164,68,96,68,232,232,260,68,68p+96n+68e,232u+260d+68e,6,8,5,4,32,8,OPEN_SHELL,FLOOR_PRIMARY,2/3,5,4,CONSTANT_BOUND_LADDER_LANE,121073/192,630.5885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,121073/24,5044.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,847511/192,4414.119791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ068N097-CEIL_NEIGHBOR,CR222-EZ068,68,97,165,68,97,68,233,233,262,68,68p+97n+68e,233u+262d+68e,6,8,5,4,32,8,OPEN_SHELL,CEIL_NEIGHBOR,1/3,5,4,CONSTANT_BOUND_LADDER_LANE,30269/48,630.6041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,30269/6,5044.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,211883/48,4414.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ069N097-FLOOR_PRIMARY,CR222-EZ069,69,97,166,69,97,69,235,235,263,69,69p+97n+69e,235u+263d+69e,6,9,5,4,32,9,OPEN_SHELL,FLOOR_PRIMARY,1/4,5,9,CONSTANT_BOUND_LADDER_LANE,163803/256,639.85546875,163803/32,5118.84375,1146621/256,4478.98828125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ069N098-CEIL_NEIGHBOR,CR222-EZ069,69,98,167,69,98,69,236,236,265,69,69p+98n+69e,236u+265d+69e,6,9,5,4,32,9,OPEN_SHELL,CEIL_NEIGHBOR,3/4,5,9,CONSTANT_BOUND_LADDER_LANE,163807/256,639.87109375,163807/32,5118.96875,1146649/256,4479.09765625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ070N099-FLOOR_PRIMARY,CR222-EZ070,70,99,169,70,99,70,239,239,268,70,70p+99n+70e,239u+268d+70e,6,10,5,4,32,10,OPEN_SHELL,FLOOR_PRIMARY,5/6,5,2,CONSTANT_BOUND_LADDER_LANE,249269/384,649.1380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,249269/48,5193.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1744883/384,4543.966145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ070N100-CEIL_NEIGHBOR,CR222-EZ070,70,100,170,70,100,70,240,240,270,70,70p+100n+70e,240u+270d+70e,6,10,5,4,32,10,OPEN_SHELL,CEIL_NEIGHBOR,1/6,5,2,CONSTANT_BOUND_LADDER_LANE,249275/384,649.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,249275/48,5193.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1744925/384,4544.075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ071N100-FLOOR_PRIMARY,CR222-EZ071,71,100,171,71,100,71,242,242,271,71,71p+100n+71e,242u+271d+71e,6,11,5,4,32,11,OPEN_SHELL,FLOOR_PRIMARY,5/12,5,7,CONSTANT_BOUND_LADDER_LANE,505655/768,658.4049479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,505655/96,5267.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3539585/768,4608.834635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ071N101-CEIL_NEIGHBOR,CR222-EZ071,71,101,172,71,101,71,243,243,273,71,71p+101n+71e,243u+273d+71e,6,11,5,4,32,11,OPEN_SHELL,CEIL_NEIGHBOR,7/12,5,7,CONSTANT_BOUND_LADDER_LANE,505667/768,658.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,505667/96,5267.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3539669/768,4608.944010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ072N102-FLOOR_PRIMARY,CR222-EZ072,72,102,174,72,102,72,246,246,276,72,72p+102n+72e,246u+276d+72e,6,12,5,4,32,12,OPEN_SHELL,FLOOR_PRIMARY,1,5,0,CONSTANT_STABLE_ANCHOR_LANE,10683/16,667.6875,10683/2,5341.5,74781/16,4673.8125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ073N109-FLOOR_PRIMARY,CR222-EZ073,73,109,182,73,109,73,255,255,291,73,73p+109n+73e,255u+291d+73e,7,1,5,4,32,13,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,519973/768,677.0481770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,519973/96,5416.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3639811/768,4739.337239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ073N110-CEIL_NEIGHBOR,CR222-EZ073,73,110,183,73,110,73,256,256,293,73,73p+110n+73e,256u+293d+73e,7,1,5,4,32,13,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,519985/768,677.0638020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,519985/96,5416.510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3639895/768,4739.446614583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ074N111-FLOOR_PRIMARY,CR222-EZ074,74,111,185,74,111,74,259,259,296,74,74p+111n+74e,259u+296d+74e,7,2,5,4,32,14,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,263551/384,686.3307291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,263551/48,5490.645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1844857/384,4804.315104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ075N112-FLOOR_PRIMARY,CR222-EZ075,75,112,187,75,112,75,262,262,299,75,75p+112n+75e,262u+299d+75e,7,3,5,4,32,15,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,178073/256,695.59765625,178073/32,5564.78125,1246511/256,4869.18359375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ075N113-CEIL_NEIGHBOR,CR222-EZ075,75,113,188,75,113,75,263,263,301,75,75p+113n+75e,263u+301d+75e,7,3,5,4,32,15,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,178077/256,695.61328125,178077/32,5564.90625,1246539/256,4869.29296875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ076N114-FLOOR_PRIMARY,CR222-EZ076,76,114,190,76,114,76,266,266,304,76,76p+114n+76e,266u+304d+76e,7,4,5,4,32,16,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,135337/192,704.8802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,135337/24,5639.041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,947359/192,4934.161458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ077N115-FLOOR_PRIMARY,CR222-EZ077,77,115,192,77,115,77,269,269,307,77,77p+115n+77e,269u+307d+77e,7,5,5,4,32,17,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,548465/768,714.1471354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,548465/96,5713.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3839255/768,4999.029947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ077N116-CEIL_NEIGHBOR,CR222-EZ077,77,116,193,77,116,77,270,270,309,77,77p+116n+77e,270u+309d+77e,7,5,5,4,32,17,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,548477/768,714.1627604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,548477/96,5713.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3839339/768,4999.139322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ078N117-FLOOR_PRIMARY,CR222-EZ078,78,117,195,78,117,78,273,273,312,78,78p+117n+78e,273u+312d+78e,7,6,5,4,32,18,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,92599/128,723.4296875,92599/16,5787.4375,648193/128,5064.0078125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ079N118-FLOOR_PRIMARY,CR222-EZ079,79,118,197,79,118,79,276,276,315,79,79p+118n+79e,276u+315d+79e,7,7,5,4,32,19,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,562711/768,732.6966145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,562711/96,5861.572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3938977/768,5128.876302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ079N119-CEIL_NEIGHBOR,CR222-EZ079,79,119,198,79,119,79,277,277,317,79,79p+119n+79e,277u+317d+79e,7,7,5,4,32,19,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,562723/768,732.7122395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,562723/96,5861.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3939061/768,5128.985677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ080N120-FLOOR_PRIMARY,CR222-EZ080,80,120,200,80,120,80,280,280,320,80,80p+120n+80e,280u+320d+80e,7,8,5,4,32,20,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,35615/48,741.9791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,35615/6,5935.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,249305/48,5193.854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ081N121-FLOOR_PRIMARY,CR222-EZ081,81,121,202,81,121,81,283,283,323,81,81p+121n+81e,283u+323d+81e,7,9,5,4,32,21,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,192319/256,751.24609375,192319/32,6009.96875,1346233/256,5258.72265625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ081N122-CEIL_NEIGHBOR,CR222-EZ081,81,122,203,81,122,81,284,284,325,81,81p+122n+81e,284u+325d+81e,7,9,5,4,32,21,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,192323/256,751.26171875,192323/32,6010.09375,1346261/256,5258.83203125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ082N123-FLOOR_PRIMARY,CR222-EZ082,82,123,205,82,123,82,287,287,328,82,82p+123n+82e,287u+328d+82e,7,10,5,4,32,22,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,292043/384,760.5286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,292043/48,6084.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2044301/384,5323.700520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ083N124-FLOOR_PRIMARY,CR222-EZ083,83,124,207,83,124,83,290,290,331,83,83p+124n+83e,290u+331d+83e,7,11,5,4,32,23,OPEN_SHELL,FLOOR_PRIMARY,1/2,6,6,CONSTANT_HALF_WRITE_LANE,591203/768,769.7955729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,591203/96,6158.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4138421/768,5388.569010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ083N125-CEIL_NEIGHBOR,CR222-EZ083,83,125,208,83,125,83,291,291,333,83,83p+125n+83e,291u+333d+83e,7,11,5,4,32,23,OPEN_SHELL,CEIL_NEIGHBOR,1/2,6,6,CONSTANT_HALF_WRITE_LANE,591215/768,769.8111979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,591215/96,6158.489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4138505/768,5388.678385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ084N126-FLOOR_PRIMARY,CR222-EZ084,84,126,210,84,126,84,294,294,336,84,84p+126n+84e,294u+336d+84e,7,12,5,4,32,24,OPEN_SHELL,FLOOR_PRIMARY,1,6,0,CONSTANT_STABLE_ANCHOR_LANE,49861/64,779.078125,49861/8,6232.625,349027/64,5453.546875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ085N134-FLOOR_PRIMARY,CR222-EZ085,85,134,219,85,134,85,304,304,353,85,85p+134n+85e,304u+353d+85e,8,1,5,4,32,25,OPEN_SHELL,FLOOR_PRIMARY,5/12,7,7,CONSTANT_BOUND_LADDER_LANE,605533/768,788.4544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,605533/96,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4238731/768,5519.180989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ085N135-CEIL_NEIGHBOR,CR222-EZ085,85,135,220,85,135,85,305,305,355,85,85p+135n+85e,305u+355d+85e,8,1,5,4,32,25,OPEN_SHELL,CEIL_NEIGHBOR,7/12,7,7,CONSTANT_BOUND_LADDER_LANE,605545/768,788.4700520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,605545/96,6307.760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4238815/768,5519.290364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ086N136-FLOOR_PRIMARY,CR222-EZ086,86,136,222,86,136,86,308,308,358,86,86p+136n+86e,308u+358d+86e,8,2,5,4,32,26,OPEN_SHELL,FLOOR_PRIMARY,5/6,7,2,CONSTANT_BOUND_LADDER_LANE,306331/384,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,306331/48,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2144317/384,5584.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ086N137-CEIL_NEIGHBOR,CR222-EZ086,86,137,223,86,137,86,309,309,360,86,86p+137n+86e,309u+360d+86e,8,2,5,4,32,26,OPEN_SHELL,CEIL_NEIGHBOR,1/6,7,2,CONSTANT_BOUND_LADDER_LANE,306337/384,797.7526041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,306337/48,6382.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2144359/384,5584.268229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ087N137-FLOOR_PRIMARY,CR222-EZ087,87,137,224,87,137,87,311,311,361,87,87p+137n+87e,311u+361d+87e,8,3,5,4,32,27,OPEN_SHELL,FLOOR_PRIMARY,1/4,7,9,CONSTANT_BOUND_LADDER_LANE,206593/256,807.00390625,206593/32,6456.03125,1446151/256,5649.02734375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ087N138-CEIL_NEIGHBOR,CR222-EZ087,87,138,225,87,138,87,312,312,363,87,87p+138n+87e,312u+363d+87e,8,3,5,4,32,27,OPEN_SHELL,CEIL_NEIGHBOR,3/4,7,9,CONSTANT_BOUND_LADDER_LANE,206597/256,807.01953125,206597/32,6456.15625,1446179/256,5649.13671875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ088N139-FLOOR_PRIMARY,CR222-EZ088,88,139,227,88,139,88,315,315,366,88,88p+139n+88e,315u+366d+88e,8,4,5,4,32,28,OPEN_SHELL,FLOOR_PRIMARY,2/3,7,4,CONSTANT_BOUND_LADDER_LANE,156727/192,816.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,156727/24,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1097089/192,5714.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ088N140-CEIL_NEIGHBOR,CR222-EZ088,88,140,228,88,140,88,316,316,368,88,88p+140n+88e,316u+368d+88e,8,4,5,4,32,28,OPEN_SHELL,CEIL_NEIGHBOR,1/3,7,4,CONSTANT_BOUND_LADDER_LANE,78365/96,816.3020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,78365/12,6530.416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,548555/96,5714.114583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
