Z,generated_element_closure_id,cr220_element_closure_id,cr119_element_closure_id,all_compared_fields_match,failed_fields,G_generated,G_CR220,G_CR119,GR_generated,GR_CR220,GR_CR119,construction_role
89,CR222-EZ089,CR220-EZ089,QP094A-EZ089,True,,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
90,CR222-EZ090,CR220-EZ090,QP094A-EZ090,True,,834.8359375,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,834.8359374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6678.6875,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6678.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,generated_first_from_constants_then_compared
91,CR222-EZ091,CR220-EZ091,QP094A-EZ091,True,,844.1184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,844.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
92,CR222-EZ092,CR220-EZ092,QP094A-EZ092,True,,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
93,CR222-EZ093,CR220-EZ093,QP094A-EZ093,True,,862.66796875,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,862.6679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6901.34375,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6901.343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,generated_first_from_constants_then_compared
94,CR222-EZ094,CR220-EZ094,QP094A-EZ094,True,,871.9348958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,871.934895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
95,CR222-EZ095,CR220-EZ095,QP094A-EZ095,True,,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
96,CR222-EZ096,CR220-EZ096,QP094A-EZ096,True,,890.5,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,890.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7124,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7123.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
97,CR222-EZ097,CR220-EZ097,QP094A-EZ097,True,,899.8919270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,899.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
98,CR222-EZ098,CR220-EZ098,QP094A-EZ098,True,,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
99,CR222-EZ099,CR220-EZ099,QP094A-EZ099,True,,918.45703125,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,918.4570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7347.65625,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7347.656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
100,CR222-EZ100,CR220-EZ100,QP094A-EZ100,True,,927.7239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,927.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
101,CR222-EZ101,CR220-EZ101,QP094A-EZ101,True,,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
102,CR222-EZ102,CR220-EZ102,QP094A-EZ102,True,,946.2890625,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,946.2890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7570.3125,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7570.312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
103,CR222-EZ103,CR220-EZ103,QP094A-EZ103,True,,955.5559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,955.555989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
104,CR222-EZ104,CR220-EZ104,QP094A-EZ104,True,,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,generated_first_from_constants_then_compared
105,CR222-EZ105,CR220-EZ105,QP094A-EZ105,True,,974.12109375,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,974.1210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,7792.96875,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,7792.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
106,CR222-EZ106,CR220-EZ106,QP094A-EZ106,True,,983.3880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,983.388020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
107,CR222-EZ107,CR220-EZ107,QP094A-EZ107,True,,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666662,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
108,CR222-EZ108,CR220-EZ108,QP094A-EZ108,True,,1001.953125,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1001.953125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8015.625,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,8015.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
109,CR222-EZ109,CR220-EZ109,QP094A-EZ109,True,,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
110,CR222-EZ110,CR220-EZ110,QP094A-EZ110,True,,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
111,CR222-EZ111,CR220-EZ111,QP094A-EZ111,True,,1029.92578125,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8239.40625,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
112,CR222-EZ112,CR220-EZ112,QP094A-EZ112,True,,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
113,CR222-EZ113,CR220-EZ113,QP094A-EZ113,True,,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
114,CR222-EZ114,CR220-EZ114,QP094A-EZ114,True,,1057.7578125,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8462.0625,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
115,CR222-EZ115,CR220-EZ115,QP094A-EZ115,True,,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
116,CR222-EZ116,CR220-EZ116,QP094A-EZ116,True,,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
117,CR222-EZ117,CR220-EZ117,QP094A-EZ117,True,,1085.58984375,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8684.71875,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
118,CR222-EZ118,CR220-EZ118,QP094A-EZ118,True,,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,generated_first_from_constants_then_compared
119,CR222-EZ119,CR220-EZ119,QP094A-EZ119,True,,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
120,CR222-EZ120,CR220-EZ120,QP094A-EZ120,True,,1113.4375,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8907.5,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
121,CR222-EZ121,CR220-EZ121,QP094A-EZ121,True,,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,generated_first_from_constants_then_compared
122,CR222-EZ122,CR220-EZ122,QP094A-EZ122,True,,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
123,CR222-EZ123,CR220-EZ123,QP094A-EZ123,True,,1141.42578125,1141.425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1141.425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9131.40625,9131.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,9131.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
124,CR222-EZ124,CR220-EZ124,QP094A-EZ124,True,,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,generated_first_from_constants_then_compared
125,CR222-EZ125,CR220-EZ125,QP094A-EZ125,True,,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
126,CR222-EZ126,CR220-EZ126,QP094A-EZ126,True,,1169.2734375,1169.273437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1169.273437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9354.1875,9354.187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,9354.187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
