scenario_id,seed,door,anchor,p_level,geometry,carrier_atom_index,precollapse_escape_relations,postcollapse_escape_relations,closure_101_relations,tau_escape_pre,tau_escape_post,tau_closure,dual_postcollapse,margin_post_escape_to_closure,escape_before_closure
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,331,0,70,0,,1.246453733583348,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,332,0,89,0,,1.2341676954163288,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,333,0,107,0,,1.0578625890933402,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,334,0,93,0,,1.2770763055532939,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,335,0,118,0,,1.120723825153109,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,336,0,106,0,,1.155214600423159,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,337,0,86,0,,1.2351519057232279,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,338,0,92,0,,1.2854017731870861,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,339,0,78,0,,1.263146737511394,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,340,0,104,0,,1.230689835022718,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,341,0,117,0,,1.1782031531678268,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,486,0,108,0,,1.163098471342096,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,487,0,92,0,,1.1957941901448663,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,488,0,90,0,,1.1921889233021465,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,489,0,108,0,,1.1196289811105657,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,490,0,88,0,,1.3279096880891248,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,491,0,122,0,,1.151875523467446,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,492,0,95,0,,1.2412543550231128,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,493,0,103,0,,1.2238868329689792,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,494,0,114,0,,1.1771829471675552,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,495,0,93,0,,1.0798701279378458,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,496,0,87,0,,1.229957080013733,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,497,0,90,0,,1.240705207303972,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,498,0,97,0,,1.1500062085714537,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,499,0,90,0,,1.1717105551280467,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,500,0,108,0,,1.2231950386420958,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,501,0,113,0,,1.1902943149536447,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,502,0,86,0,,1.2007579879379966,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,503,0,112,0,,1.1336656552308915,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,648,0,85,0,,1.2149225199558984,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,649,0,83,0,,1.1004461457622776,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,650,0,102,0,,1.2217200791006089,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,651,0,110,0,,1.0599945167849638,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,652,0,71,0,,1.2139384030591949,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,653,0,84,0,,1.2046441220907609,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,654,0,82,0,,1.1478221093218925,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,655,0,103,0,,1.2179380998880651,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,656,0,116,0,,1.182879247313044,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,657,0,92,0,,1.2848054015573176,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,658,0,89,0,,1.1165288065503471,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,659,0,115,0,,1.1373578881341806,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,660,0,82,0,,1.0999618313109203,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,661,0,63,0,,1.2015465986467357,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,662,0,65,0,,1.2074862603598406,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,663,0,91,0,,1.112798753336575,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,664,0,77,0,,1.2159535115973448,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,665,0,78,0,,1.2034423064988045,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,810,0,95,0,,1.0065547930314194,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,811,0,100,0,,1.033240974797124,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,812,0,111,0,,1.199158025491326,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,813,0,105,0,,1.010909047555651,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,814,0,114,0,,1.031799898126836,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,815,0,123,0,,1.0803882290362377,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,816,0,86,0,,1.220392781439946,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,817,0,83,0,,1.1598229334731849,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,818,0,96,0,,1.0049643214374706,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,819,0,99,0,,1.0280372390294417,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,820,0,96,0,,1.0874030074466736,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,821,0,97,0,,1.1591693959479197,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,822,0,101,0,,1.078295920408861,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,823,0,87,0,,1.1654192000345107,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,824,0,105,0,,1.133966873250111,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,825,0,83,0,,1.1089789261769667,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,826,0,116,0,,1.0060025367003158,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,827,0,120,0,,1.109925833762708,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,972,0,116,0,,1.0006563932141401,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,973,0,91,0,,1.157965429408958,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,974,0,87,0,,1.1693981056821876,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,975,0,111,0,,1.0387680761366949,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,976,0,124,0,,1.1293119175294213,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,977,0,110,0,,1.144295454367798,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,978,0,104,0,,1.0689141560327178,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,979,0,89,0,,1.0304712934857931,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,980,0,117,0,,1.1146317992100603,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,981,0,116,0,,1.0300190585402205,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,982,0,93,0,,1.1109649067886045,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,983,0,121,0,,1.0154960470493923,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,984,0,111,0,,1.0190183471111414,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,985,0,100,0,,1.0922951788949635,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,986,0,88,0,,1.1688446762793785,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,987,0,105,0,,1.1575676524456202,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,988,0,119,0,,1.0125205483467266,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,989,0,118,0,,1.1061511175084575,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1134,0,88,0,,1.1040098397488687,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1135,0,86,0,,1.0750003219240944,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1136,0,77,0,,1.017616669391082,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1137,0,86,0,,1.0948312843575767,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1138,0,79,0,,1.0834064065778848,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1139,0,104,0,,1.0127789841629322,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1140,0,80,0,,1.1773898643084226,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1141,0,90,0,,1.151886264169357,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1142,0,110,0,,1.1652474302978875,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1143,0,81,0,,1.015431695759044,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1144,0,91,0,,1.0806390920802078,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1145,0,82,0,,1.0884282958680986,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1146,0,100,0,,1.075692182304095,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1147,0,73,0,,1.204743350489331,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1148,0,81,0,,1.0421625910227452,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1149,0,106,0,,1.0959155331184178,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1150,0,80,0,,1.0905975309395723,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1151,0,108,0,,1.0761065553640934,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1296,0,68,0,,1.062439669104195,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1297,0,83,0,,1.0168048956523867,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1298,0,76,0,,1.219993920167102,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1299,0,103,0,,1.0076283477070007,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1300,0,68,0,,1.2096203942874595,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1301,0,54,0,,1.0064444098717023,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1302,0,91,0,,1.1568898578110554,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1303,0,86,0,,1.0314810971438202,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1304,0,91,0,,1.2166816626081094,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1305,0,74,0,,1.0524223849140883,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1306,0,85,0,,1.0377713968513176,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1307,0,114,0,,1.122324510221567,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1308,0,74,0,,1.0097206512136203,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1309,0,88,0,,1.1316474534040888,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1310,0,79,0,,1.0170566410260038,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1311,0,91,0,,1.1062422999941302,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1312,0,74,0,,1.0233774722642321,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1313,0,84,0,,1.003919008732435,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1458,4,77,1,0.13444687829027432,1.0010145911528514,1.117000250047303,True,0.11598565889445167,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1459,0,106,0,,1.065514494781039,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1460,8,98,1,0.33984162115878197,1.0553261025021192,1.3658400518040028,True,0.3105139493018836,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1461,17,59,12,0.04811159464126814,1.017796603200108,1.002201230707256,True,-0.015595372492851922,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1462,10,81,1,0.15585859863566318,1.0248996022911196,1.0999347984419932,True,0.0750351961508735,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1463,14,68,2,0.11368504761454497,1.0707990971385888,1.0622693240071879,True,-0.008529773131400908,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1464,7,84,2,0.4474904716333568,1.004442798483209,1.0374989290770689,True,0.03305613059385992,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1465,4,94,0,0.7981254346467914,1.0189119841883099,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1466,0,91,0,,1.0368551167489355,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1467,5,97,0,0.674725496694934,1.0093262001683478,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1468,28,53,6,0.00526219601711956,1.0022766432526804,1.0912984629388667,True,0.08902181968618628,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1469,4,78,0,0.6670606269406815,1.040254221766141,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1470,14,70,2,0.11883399272431522,1.0195824632298471,1.041208249739402,True,0.021625786509554823,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1471,7,81,0,0.27928040509633206,1.0029416595675948,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1472,5,106,0,0.5541200531703421,1.066326215368797,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1473,0,87,0,,1.0512348033567538,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1474,2,94,0,0.9154862341035571,1.025942317053467,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1475,27,40,13,0.04817904623312651,1.0627339516287102,1.0252812033283063,True,-0.037452748300403904,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1620,21,75,0,0.022169494478573706,1.008940351697386,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1621,12,73,1,0.21263783111341836,1.0032788214220973,1.007803299793311,True,0.004524478371213725,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1622,0,100,0,,1.1899960323344152,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1623,17,102,0,0.06607415875152808,1.0093752694203508,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1624,0,108,0,,1.1042094024718865,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1625,45,58,0,0.004074619105087034,1.0769328075615259,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1626,0,102,0,,1.0407401683481277,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1627,17,65,10,0.28514226806234205,1.0162834841472164,1.0075811113762707,True,-0.008702372770945654,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1628,7,76,0,0.1411314944983613,1.0210421210563063,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1629,14,96,0,0.6280184670439006,1.0002800560447476,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1630,18,77,2,0.07592064061896069,1.0163327931558406,1.0634859435337924,True,0.04715315037795187,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1631,0,120,0,,1.056506220867098,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1632,31,45,0,0.08883433504691128,1.0021520798596306,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1633,0,96,0,,1.0757111895931135,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1634,32,56,6,0.039090094074549345,1.2080921469984154,1.0449157131244546,True,-0.16317643387396075,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1635,8,107,0,0.5637088735067185,1.0183500853284253,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1636,13,77,0,0.0018047262040583822,1.1470852085053602,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1637,11,86,0,0.10260415784641051,1.0675293645192427,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1782,32,84,1,0.0318900720517838,1.0004668714556657,1.425277523340528,True,0.4248106518848622,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1783,0,99,0,,1.0346481477418326,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1784,34,49,5,0.0042566675829481945,1.0149948898110237,1.0082400232667992,True,-0.006754866544224525,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1785,8,99,0,0.16493693301430076,1.0006947226333072,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1786,0,109,0,,1.1541346037831595,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1787,18,62,0,0.0033288708831220844,1.0059150130824537,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1788,0,108,0,,1.0631364700785633,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1789,30,62,11,0.01897426685028149,1.2124683885908427,1.0173573653136887,True,-0.19511102327715402,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1790,0,121,0,,1.08596134471264,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1791,8,98,0,0.7301109063141957,1.0055728019702768,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1792,6,93,0,0.6276204403335497,1.1723715903205945,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1793,0,101,0,,1.0383368232730938,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1794,16,86,3,0.09322215837274345,1.0134615046155977,1.05124563737528,True,0.0377841327596824,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1795,0,109,0,,1.071989483477352,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1796,33,52,3,0.023571405690786633,1.0024457215338558,1.2205590162078912,True,0.2181132946740354,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1797,0,116,0,,1.106482542985224,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1798,36,67,5,0.03922807290166858,1.0264273410512352,1.0258608060569232,True,-0.000566534994312029,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1799,0,122,0,,1.0905103159995537,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1944,5,101,0,0.6814186787470473,1.0087018920763342,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1945,4,86,1,0.3711984919264994,1.0030647784409399,1.02306640701707,True,0.020001628576130193,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1946,11,79,0,0.04254341362660406,1.0105330389414469,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1947,0,120,0,,1.0542069941963088,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1948,16,101,0,3.428159472483148e-05,1.0020489940200112,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1949,0,117,0,,1.0370899106963916,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1950,13,84,0,0.17916358961525047,1.0043828250535685,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1951,0,115,0,,1.0048058924606282,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1952,9,114,0,0.20426798629380089,1.0036169722107564,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1953,9,88,1,0.10104340821228414,1.0016486098404196,1.0613814786146636,True,0.059732868774244,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1954,1,116,0,0.7370033468506965,1.0011310145940493,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1955,12,93,2,0.04239171810224911,1.0681898145156257,1.0171403881657524,True,-0.051049426349873306,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1956,0,109,0,,1.0848566292586124,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1957,3,99,0,0.7359286715887084,1.0111679343400024,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1958,0,108,0,,1.0172976011843908,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1959,12,102,0,0.02603919723531867,1.0076913413808555,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1960,4,112,0,0.7423062966634486,1.0103311820079552,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,1961,3,94,0,0.12876585882945155,1.0940514924138771,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2106,0,87,0,,1.1284185450184354,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2107,37,32,5,0.006296265652954727,1.0602559943513308,1.0374130569522444,True,-0.022842937399086383,False
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2108,0,112,0,,1.0049925897098406,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2109,3,96,0,0.4272089294851138,1.0020269700736804,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2110,7,89,1,0.6426135707513438,1.0038514103269456,1.0624215918576168,True,0.05857018153067117,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2111,0,117,0,,1.0096781032587698,,False,,
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2112,30,65,3,0.00207650140434589,1.0002542220493422,1.405442118628177,True,0.4051878965788347,True
REF_0001,910001,discovery,low_drive,0,localized_ledger_cells,2113,0,87,0,,1.1185249143121376,,False,,
