ell,Dl_planck,sigma_planck,Dl_SAM_theory,residual,z_score
275,5.185005e+00,8.396429e-01,5.124800e+00,-6.020465e-02,-0.0717
276,4.703201e+00,8.522384e-01,5.262034e+00,5.588335e-01,0.6557
277,7.295213e+00,8.649790e-01,5.401288e+00,-1.893925e+00,-2.1896
278,4.759526e+00,8.778624e-01,5.542539e+00,7.830126e-01,0.8920
279,5.878567e+00,8.908862e-01,5.685748e+00,-1.928192e-01,-0.2164
280,4.931760e+00,9.040482e-01,5.830886e+00,8.991260e-01,0.9946
281,5.852506e+00,9.173458e-01,5.977935e+00,1.254298e-01,0.1367
282,6.025511e+00,9.307768e-01,6.126852e+00,1.013417e-01,0.1089
283,7.066883e+00,9.443388e-01,6.277613e+00,-7.892695e-01,-0.8358
284,6.675462e+00,9.580295e-01,6.430188e+00,-2.452748e-01,-0.2560
285,5.825005e+00,9.718463e-01,6.584537e+00,7.595324e-01,0.7815
286,5.584622e+00,9.857854e-01,6.740632e+00,1.156010e+00,1.1727
287,6.423888e+00,9.998429e-01,6.898419e+00,4.745312e-01,0.4746
288,4.258022e+00,1.014015e+00,7.057875e+00,2.799853e+00,2.7612
289,7.056495e+00,1.028297e+00,7.218955e+00,1.624599e-01,0.1580
290,7.892436e+00,1.042685e+00,7.381621e+00,-5.108147e-01,-0.4899
291,6.749107e+00,1.057176e+00,7.545850e+00,7.967423e-01,0.7537
292,8.151982e+00,1.071765e+00,7.711507e+00,-4.404749e-01,-0.4110
293,8.931949e+00,1.086449e+00,7.878667e+00,-1.053281e+00,-0.9695
294,7.608207e+00,1.101223e+00,8.047255e+00,4.390481e-01,0.3987
295,8.589327e+00,1.116085e+00,8.217120e+00,-3.722065e-01,-0.3335
296,8.617763e+00,1.131029e+00,8.388338e+00,-2.294246e-01,-0.2028
297,1.045840e+01,1.146052e+00,8.560759e+00,-1.897643e+00,-1.6558
298,1.055772e+01,1.161151e+00,8.734381e+00,-1.823340e+00,-1.5703
299,7.292069e+00,1.176321e+00,8.909132e+00,1.617063e+00,1.3747
300,6.750201e+00,1.191559e+00,9.084935e+00,2.334733e+00,1.9594
301,8.404502e+00,1.206861e+00,9.261864e+00,8.573625e-01,0.7104
302,9.026913e+00,1.222223e+00,9.439698e+00,4.127852e-01,0.3377
303,9.569852e+00,1.237639e+00,9.618509e+00,4.865679e-02,0.0393
304,1.140118e+01,1.253106e+00,9.798224e+00,-1.602956e+00,-1.2792
305,1.033358e+01,1.268618e+00,9.978769e+00,-3.548147e-01,-0.2797
306,1.055957e+01,1.284170e+00,1.016014e+01,-3.994247e-01,-0.3110
307,8.519798e+00,1.299756e+00,1.034220e+01,1.822401e+00,1.4021
308,1.061918e+01,1.315372e+00,1.052494e+01,-9.424136e-02,-0.0716
309,1.173391e+01,1.331013e+00,1.070828e+01,-1.025631e+00,-0.7706
310,8.354863e+00,1.346673e+00,1.089208e+01,2.537221e+00,1.8841
311,1.418125e+01,1.362348e+00,1.107642e+01,-3.104825e+00,-2.2790
312,1.273922e+01,1.378033e+00,1.126114e+01,-1.478081e+00,-1.0726
313,1.091466e+01,1.393723e+00,1.144625e+01,5.315885e-01,0.3814
314,1.085744e+01,1.409413e+00,1.163160e+01,7.741593e-01,0.5493
315,1.109113e+01,1.425099e+00,1.181710e+01,7.259701e-01,0.5094
316,1.221476e+01,1.440775e+00,1.200285e+01,-2.119091e-01,-0.1471
317,1.140791e+01,1.456436e+00,1.218861e+01,7.807024e-01,0.5360
318,1.074786e+01,1.472079e+00,1.237439e+01,1.626530e+00,1.1049
319,1.313386e+01,1.487697e+00,1.256011e+01,-5.737515e-01,-0.3857
320,1.190711e+01,1.503286e+00,1.274577e+01,8.386599e-01,0.5579
321,1.224211e+01,1.518841e+00,1.293123e+01,6.891147e-01,0.4537
322,1.465185e+01,1.534356e+00,1.311640e+01,-1.535451e+00,-1.0007
323,1.344685e+01,1.549826e+00,1.330123e+01,-1.456246e-01,-0.0940
324,1.430800e+01,1.565245e+00,1.348562e+01,-8.223743e-01,-0.5254
325,1.559855e+01,1.580608e+00,1.366960e+01,-1.928953e+00,-1.2204
326,1.437794e+01,1.595911e+00,1.385307e+01,-5.248718e-01,-0.3289
327,1.610946e+01,1.611147e+00,1.403589e+01,-2.073562e+00,-1.2870
328,1.581267e+01,1.626313e+00,1.421800e+01,-1.594672e+00,-0.9805
329,1.401088e+01,1.641402e+00,1.439938e+01,3.885051e-01,0.2367
330,1.301653e+01,1.656409e+00,1.457990e+01,1.563362e+00,0.9438
331,1.729554e+01,1.671330e+00,1.475954e+01,-2.535998e+00,-1.5174
332,1.439258e+01,1.686159e+00,1.493825e+01,5.456697e-01,0.3236
333,1.639527e+01,1.700891e+00,1.511587e+01,-1.279401e+00,-0.7522
334,1.284852e+01,1.715522e+00,1.529240e+01,2.443887e+00,1.4246
335,1.679022e+01,1.730046e+00,1.546770e+01,-1.322521e+00,-0.7644
336,1.630137e+01,1.744458e+00,1.564176e+01,-6.596070e-01,-0.3781
337,1.971051e+01,1.758754e+00,1.581452e+01,-3.895995e+00,-2.2152
338,1.360384e+01,1.772928e+00,1.598589e+01,2.382058e+00,1.3436
339,1.601812e+01,1.786976e+00,1.615581e+01,1.376963e-01,0.0771
340,1.883296e+01,1.800893e+00,1.632428e+01,-2.508674e+00,-1.3930
341,1.454667e+01,1.814675e+00,1.649107e+01,1.944405e+00,1.0715
342,1.637894e+01,1.828316e+00,1.665619e+01,2.772546e-01,0.1516
343,1.443046e+01,1.841812e+00,1.681957e+01,2.389104e+00,1.2971
344,1.534050e+01,1.855158e+00,1.698105e+01,1.640544e+00,0.8843
345,1.398543e+01,1.868349e+00,1.714063e+01,3.155201e+00,1.6888
346,1.677549e+01,1.881381e+00,1.729818e+01,5.226920e-01,0.2778
347,1.528081e+01,1.894250e+00,1.745368e+01,2.172869e+00,1.1471
348,1.859184e+01,1.906950e+00,1.760693e+01,-9.849126e-01,-0.5165
349,1.618118e+01,1.919477e+00,1.775806e+01,1.576880e+00,0.8215
350,1.826234e+01,1.931827e+00,1.790694e+01,-3.554005e-01,-0.1840
351,1.755869e+01,1.943994e+00,1.805356e+01,4.948713e-01,0.2546
352,1.904534e+01,1.955976e+00,1.819785e+01,-8.474886e-01,-0.4333
