trial_index,time_index,t_over_T2,P0_hat,A_hat_tomo,label_above_A_side,sensor_threshold_used,sensor_pred_above
20,7,0.050000,0.275200,0.0588146800,True,0.257900,True
20,8,0.070000,0.287940,0.0947296400,True,0.257900,True
20,9,0.100000,0.306500,0.1328335400,True,0.257900,True
21,0,0.000000,0.236200,0.0194747064,False,0.257900,False
21,1,0.010000,0.239020,0.0186027002,False,0.257900,False
21,2,0.020000,0.247480,0.0286457800,False,0.257900,False
21,3,0.025000,0.252480,0.0335730928,False,0.257900,False
21,4,0.030000,0.260280,0.0479008600,True,0.257900,True
21,5,0.035000,0.263300,0.0474142200,True,0.257900,True
21,6,0.040000,0.263700,0.0597742800,True,0.257900,True
21,7,0.050000,0.272140,0.0708376600,True,0.257900,True
21,8,0.070000,0.288220,0.0893868600,True,0.257900,True
21,9,0.100000,0.307020,0.1263507000,True,0.257900,True
22,0,0.000000,0.237980,0.0191795374,False,0.257900,False
22,1,0.010000,0.241400,0.0229525932,False,0.257900,False
22,2,0.020000,0.254220,0.0417809850,True,0.257900,False
22,3,0.025000,0.258100,0.0361617179,False,0.257900,True
22,4,0.030000,0.259560,0.0431810054,True,0.257900,True
22,5,0.035000,0.258920,0.0442605724,True,0.257900,True
22,6,0.040000,0.263340,0.0560382200,True,0.257900,True
22,7,0.050000,0.267500,0.0670654840,True,0.257900,True
22,8,0.070000,0.285360,0.0994624200,True,0.257900,True
22,9,0.100000,0.304800,0.1263902000,True,0.257900,True
23,0,0.000000,0.233180,0.0162437621,False,0.257900,False
23,1,0.010000,0.242180,0.0127121525,False,0.257900,False
23,2,0.020000,0.251780,0.0435695800,True,0.257900,False
23,3,0.025000,0.255680,0.0375463736,False,0.257900,False
23,4,0.030000,0.257620,0.0423768600,True,0.257900,False
23,5,0.035000,0.260260,0.0461768801,True,0.257900,True
23,6,0.040000,0.262340,0.0724276317,True,0.257900,True
23,7,0.050000,0.273980,0.0677849200,True,0.257900,True
23,8,0.070000,0.285540,0.0857231200,True,0.257900,True
23,9,0.100000,0.305780,0.1209483200,True,0.257900,True
24,0,0.000000,0.234980,0.0260030689,False,0.257900,False
24,1,0.010000,0.245580,0.0269931154,False,0.257900,False
24,2,0.020000,0.249860,0.0398903400,False,0.257900,False
24,3,0.025000,0.255000,0.0358862400,False,0.257900,False
24,4,0.030000,0.259220,0.0411654400,False,0.257900,True
24,5,0.035000,0.263400,0.0468165000,True,0.257900,True
24,6,0.040000,0.267620,0.0606645600,True,0.257900,True
24,7,0.050000,0.270280,0.0855263000,True,0.257900,True
24,8,0.070000,0.285520,0.0990261200,True,0.257900,True
24,9,0.100000,0.306080,0.1386301000,True,0.257900,True
25,0,0.000000,0.240080,0.0107057508,False,0.257900,False
25,1,0.010000,0.240960,0.0155185770,False,0.257900,False
25,2,0.020000,0.250360,0.0292395577,False,0.257900,False
25,3,0.025000,0.254800,0.0345285723,False,0.257900,False
25,4,0.030000,0.257240,0.0376262800,False,0.257900,False
25,5,0.035000,0.257400,0.0564757000,True,0.257900,False
25,6,0.040000,0.269520,0.0696796744,True,0.257900,True
25,7,0.050000,0.272880,0.0772590667,True,0.257900,True
25,8,0.070000,0.288600,0.0900918600,True,0.257900,True
25,9,0.100000,0.309300,0.1384259200,True,0.257900,True
26,0,0.000000,0.233540,0.0125777174,False,0.257900,False
26,1,0.010000,0.243540,0.0167348400,False,0.257900,False
26,2,0.020000,0.245580,0.0200298508,False,0.257900,False
26,3,0.025000,0.254360,0.0410008409,False,0.257900,False
26,4,0.030000,0.254620,0.0533088800,True,0.257900,False
26,5,0.035000,0.260280,0.0416072768,False,0.257900,True
26,6,0.040000,0.266040,0.0536520837,True,0.257900,True
26,7,0.050000,0.272020,0.0733400600,True,0.257900,True
26,8,0.070000,0.287360,0.0939602000,True,0.257900,True
26,9,0.100000,0.307500,0.1223425800,True,0.257900,True
27,0,0.000000,0.239860,0.0240040596,False,0.257900,False
27,1,0.010000,0.242460,0.0324345308,False,0.257900,False
27,2,0.020000,0.250660,0.0201061420,False,0.257900,False
27,3,0.025000,0.252220,0.0370342642,False,0.257900,False
27,4,0.030000,0.261540,0.0340163800,False,0.257900,True
27,5,0.035000,0.262940,0.0485331831,True,0.257900,True
27,6,0.040000,0.264860,0.0652330000,True,0.257900,True
27,7,0.050000,0.270060,0.0640865000,True,0.257900,True
27,8,0.070000,0.285840,0.1014108200,True,0.257900,True
27,9,0.100000,0.305900,0.1214443400,True,0.257900,True
28,0,0.000000,0.237580,0.0179379227,False,0.257900,False
28,1,0.010000,0.240720,0.0183001699,False,0.257900,False
28,2,0.020000,0.250500,0.0196681400,False,0.257900,False
28,3,0.025000,0.253100,0.0368273661,False,0.257900,False
28,4,0.030000,0.257020,0.0555424863,True,0.257900,False
28,5,0.035000,0.261560,0.0539070811,True,0.257900,True
28,6,0.040000,0.262720,0.0492546400,True,0.257900,True
28,7,0.050000,0.274760,0.0786346200,True,0.257900,True
28,8,0.070000,0.285300,0.1141447600,True,0.257900,True
28,9,0.100000,0.305300,0.1317167200,True,0.257900,True
29,0,0.000000,0.235180,-0.0000000000,False,0.257900,False
29,1,0.010000,0.244320,0.0217590966,False,0.257900,False
29,2,0.020000,0.251060,0.0428688945,True,0.257900,False
29,3,0.025000,0.254540,0.0277786800,False,0.257900,False
29,4,0.030000,0.256680,0.0591819600,True,0.257900,False
29,5,0.035000,0.263560,0.0572909800,True,0.257900,True
29,6,0.040000,0.263640,0.0511207225,True,0.257900,True
29,7,0.050000,0.271400,0.0644550400,True,0.257900,True
29,8,0.070000,0.288400,0.0890750800,True,0.257900,True
29,9,0.100000,0.307360,0.1396559800,True,0.257900,True
30,0,0.000000,0.237160,0.0165354932,False,0.257900,False
30,1,0.010000,0.245120,0.0136938268,False,0.257900,False
30,2,0.020000,0.248560,0.0395117685,False,0.257900,False
30,3,0.025000,0.254220,0.0325958200,False,0.257900,False
30,4,0.030000,0.258280,0.0447758993,True,0.257900,True
30,5,0.035000,0.262560,0.0613594800,True,0.257900,True
30,6,0.040000,0.265460,0.0623298000,True,0.257900,True
30,7,0.050000,0.273500,0.0806885800,True,0.257900,True
30,8,0.070000,0.286820,0.0977839800,True,0.257900,True
30,9,0.100000,0.308440,0.1339356200,True,0.257900,True
31,0,0.000000,0.234680,0.0016002524,False,0.257900,False
31,1,0.010000,0.240320,0.0343928385,False,0.257900,False
31,2,0.020000,0.252880,0.0414798400,False,0.257900,False
31,3,0.025000,0.250360,0.0392874000,False,0.257900,False
31,4,0.030000,0.259840,0.0481578800,True,0.257900,True
31,5,0.035000,0.264180,0.0541060000,True,0.257900,True
31,6,0.040000,0.267300,0.0616143000,True,0.257900,True
31,7,0.050000,0.272920,0.0704898400,True,0.257900,True
31,8,0.070000,0.288060,0.1005447400,True,0.257900,True
31,9,0.100000,0.308640,0.1302483000,True,0.257900,True
32,0,0.000000,0.236180,0.0236084775,False,0.257900,False
32,1,0.010000,0.242160,0.0314474153,False,0.257900,False
32,2,0.020000,0.254020,0.0227456000,False,0.257900,False
32,3,0.025000,0.256220,0.0351726811,False,0.257900,False
32,4,0.030000,0.257580,0.0390488600,False,0.257900,False
32,5,0.035000,0.261360,0.0574954872,True,0.257900,True
32,6,0.040000,0.264600,0.0622430200,True,0.257900,True
32,7,0.050000,0.274340,0.0636454200,True,0.257900,True
32,8,0.070000,0.285280,0.0874635572,True,0.257900,True
32,9,0.100000,0.306180,0.1440028800,True,0.257900,True
33,0,0.000000,0.235060,0.0142787759,False,0.257900,False
33,1,0.010000,0.240660,0.0129062400,False,0.257900,False
33,2,0.020000,0.250940,0.0567853036,True,0.257900,False
33,3,0.025000,0.250620,0.0242445259,False,0.257900,False
33,4,0.030000,0.258140,0.0507730800,True,0.257900,True
33,5,0.035000,0.264860,0.0598115800,True,0.257900,True
33,6,0.040000,0.263960,0.0727600000,True,0.257900,True
33,7,0.050000,0.272720,0.0689898600,True,0.257900,True
33,8,0.070000,0.283840,0.0931109600,True,0.257900,True
33,9,0.100000,0.311660,0.1119721800,True,0.257900,True
34,0,0.000000,0.236600,0.0220136719,False,0.257900,False
34,1,0.010000,0.241680,0.0171672085,False,0.257900,False
34,2,0.020000,0.250480,0.0350915525,False,0.257900,False
34,3,0.025000,0.256620,0.0517736884,True,0.257900,False
34,4,0.030000,0.261120,0.0307893341,False,0.257900,True
34,5,0.035000,0.262880,0.0355313559,False,0.257900,True
34,6,0.040000,0.265360,0.0731070400,True,0.257900,True
34,7,0.050000,0.273000,0.0696738800,True,0.257900,True
34,8,0.070000,0.286160,0.0939384800,True,0.257900,True
34,9,0.100000,0.312900,0.1266961200,True,0.257900,True
35,0,0.000000,0.233160,0.0302481633,False,0.257900,False
35,1,0.010000,0.241980,0.0266693428,False,0.257900,False
35,2,0.020000,0.252400,0.0477700837,True,0.257900,False
35,3,0.025000,0.255960,0.0492404000,True,0.257900,False
35,4,0.030000,0.256380,0.0438049611,True,0.257900,False
35,5,0.035000,0.262360,0.0465872701,True,0.257900,True
35,6,0.040000,0.263520,0.0565122200,True,0.257900,True
35,7,0.050000,0.271280,0.0650903000,True,0.257900,True
35,8,0.070000,0.287320,0.1037746800,True,0.257900,True
35,9,0.100000,0.307880,0.1194762200,True,0.257900,True
36,0,0.000000,0.232800,0.0249547023,False,0.257900,False
36,1,0.010000,0.240060,0.0195352800,False,0.257900,False
36,2,0.020000,0.250340,0.0283045249,False,0.257900,False
36,3,0.025000,0.256780,0.0281674768,False,0.257900,False
36,4,0.030000,0.257100,0.0347748266,False,0.257900,False
36,5,0.035000,0.262320,0.0612765825,True,0.257900,True
36,6,0.040000,0.265980,0.0483650000,True,0.257900,True
36,7,0.050000,0.271160,0.0681665600,True,0.257900,True
36,8,0.070000,0.287220,0.0907864400,True,0.257900,True
36,9,0.100000,0.307680,0.1201821400,True,0.257900,True
37,0,0.000000,0.233640,0.0079133044,False,0.257900,False
37,1,0.010000,0.244300,0.0171293600,False,0.257900,False
37,2,0.020000,0.248720,0.0466413806,True,0.257900,False
37,3,0.025000,0.253660,0.0368802400,False,0.257900,False
37,4,0.030000,0.257280,0.0476342000,True,0.257900,False
37,5,0.035000,0.258340,0.0638483800,True,0.257900,True
37,6,0.040000,0.266580,0.0598890981,True,0.257900,True
37,7,0.050000,0.272860,0.0686058000,True,0.257900,True
37,8,0.070000,0.287520,0.0967715200,True,0.257900,True
37,9,0.100000,0.307600,0.1073271600,True,0.257900,True
38,0,0.000000,0.235040,0.0014361785,False,0.257900,False
38,1,0.010000,0.243360,0.0231892077,False,0.257900,False
38,2,0.020000,0.248580,0.0215239600,False,0.257900,False
38,3,0.025000,0.251720,0.0274559594,False,0.257900,False
38,4,0.030000,0.256040,0.0411072258,False,0.257900,False
38,5,0.035000,0.262200,0.0423322000,True,0.257900,True
38,6,0.040000,0.263800,0.0457629200,True,0.257900,True
38,7,0.050000,0.274420,0.0651745400,True,0.257900,True
38,8,0.070000,0.285100,0.0825277800,True,0.257900,True
38,9,0.100000,0.305400,0.1301138400,True,0.257900,True
39,0,0.000000,0.234480,0.0086836122,False,0.257900,False
39,1,0.010000,0.242940,0.0175614913,False,0.257900,False
39,2,0.020000,0.252040,0.0312511274,False,0.257900,False
39,3,0.025000,0.254100,0.0374341465,False,0.257900,False
39,4,0.030000,0.259360,0.0433171000,True,0.257900,True
39,5,0.035000,0.261760,0.0421586400,True,0.257900,True
39,6,0.040000,0.262160,0.0453680400,True,0.257900,True
39,7,0.050000,0.272240,0.0737203600,True,0.257900,True
39,8,0.070000,0.287000,0.1002881800,True,0.257900,True
39,9,0.100000,0.304980,0.1299096200,True,0.257900,True
40,0,0.000000,0.239100,0.0329884603,False,0.257900,False
40,1,0.010000,0.245640,0.0239130417,False,0.257900,False
40,2,0.020000,0.247800,0.0536314800,True,0.257900,False
40,3,0.025000,0.253660,0.0297344000,False,0.257900,False
40,4,0.030000,0.260340,0.0582798000,True,0.257900,True
40,5,0.035000,0.261280,0.0440025000,True,0.257900,True
40,6,0.040000,0.264820,0.0626061200,True,0.257900,True
40,7,0.050000,0.276560,0.0705595867,True,0.257900,True
40,8,0.070000,0.287720,0.0963338000,True,0.257900,True
40,9,0.100000,0.306740,0.1314263400,True,0.257900,True
41,0,0.000000,0.236780,0.0261036829,False,0.257900,False
41,1,0.010000,0.246220,0.0199528983,False,0.257900,False
41,2,0.020000,0.251760,0.0283044200,False,0.257900,False
41,3,0.025000,0.249280,0.0295971607,False,0.257900,False
41,4,0.030000,0.256700,0.0498732800,True,0.257900,False
41,5,0.035000,0.260980,0.0655999600,True,0.257900,True
41,6,0.040000,0.267320,0.0683700600,True,0.257900,True
41,7,0.050000,0.272980,0.0598147400,True,0.257900,True
41,8,0.070000,0.288980,0.0984308000,True,0.257900,True
41,9,0.100000,0.310900,0.1202730800,True,0.257900,True
42,0,0.000000,0.232700,0.0000000000,False,0.257900,False
42,1,0.010000,0.240700,0.0229524225,False,0.257900,False
42,2,0.020000,0.249920,0.0394108400,False,0.257900,False
42,3,0.025000,0.252300,0.0428846200,True,0.257900,False
42,4,0.030000,0.257880,0.0360844048,False,0.257900,False
42,5,0.035000,0.261700,0.0408969800,False,0.257900,True
42,6,0.040000,0.265520,0.0571774600,True,0.257900,True
42,7,0.050000,0.270720,0.0820529400,True,0.257900,True
42,8,0.070000,0.286660,0.0826799200,True,0.257900,True
42,9,0.100000,0.308820,0.1100001200,True,0.257900,True
43,0,0.000000,0.237240,0.0122771410,False,0.257900,False
43,1,0.010000,0.243180,0.0366136794,False,0.257900,False
43,2,0.020000,0.250440,0.0350134400,False,0.257900,False
43,3,0.025000,0.253760,0.0570671898,True,0.257900,False
43,4,0.030000,0.260060,0.0374224200,False,0.257900,True
43,5,0.035000,0.261860,0.0426931400,True,0.257900,True
43,6,0.040000,0.261600,0.0529615600,True,0.257900,True
43,7,0.050000,0.276640,0.0675821600,True,0.257900,True
43,8,0.070000,0.285440,0.1021105200,True,0.257900,True
43,9,0.100000,0.308960,0.1442251600,True,0.257900,True
44,0,0.000000,0.236820,0.0158815732,False,0.257900,False
44,1,0.010000,0.242700,0.0256263008,False,0.257900,False
44,2,0.020000,0.249800,0.0276610800,False,0.257900,False
44,3,0.025000,0.255480,0.0379163200,False,0.257900,False
44,4,0.030000,0.259680,0.0599518973,True,0.257900,True
44,5,0.035000,0.262600,0.0583495600,True,0.257900,True
44,6,0.040000,0.265260,0.0497937800,True,0.257900,True
44,7,0.050000,0.271220,0.0828992000,True,0.257900,True
44,8,0.070000,0.288420,0.0773526000,True,0.257900,True
44,9,0.100000,0.309200,0.1248426800,True,0.257900,True
45,0,0.000000,0.234960,0.0136002290,False,0.257900,False
45,1,0.010000,0.241640,0.0329472990,False,0.257900,False
45,2,0.020000,0.249300,0.0333900182,False,0.257900,False
45,3,0.025000,0.254340,0.0396605357,False,0.257900,False
45,4,0.030000,0.258960,0.0376007200,False,0.257900,True
45,5,0.035000,0.258840,0.0472128000,True,0.257900,True
45,6,0.040000,0.264680,0.0512364251,True,0.257900,True
45,7,0.050000,0.271860,0.0646023000,True,0.257900,True
45,8,0.070000,0.286220,0.0854817800,True,0.257900,True
45,9,0.100000,0.310460,0.1200410600,True,0.257900,True
46,0,0.000000,0.233840,0.0306712871,False,0.257900,False
46,1,0.010000,0.240320,0.0302336789,False,0.257900,False
