candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,color_or_owner_closure,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,known_match,promotion_status,latest_table_layer,latest_boundary_subtype,latest_matter_row_allowed,latest_promotion_status,latest_override_source,courtroom_table_layer,vault_reveal_status,vault_identity,known_identity_label,known_symbol,known_name,identity_assignment_role,known_label_used_as_construction_input,vault_reveal_source
QP093A-0161,bound_composite_rows,color_triad[2+3+8],OCTET_COMPOSITE,three_owner_color_closure,2+3+8,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2772,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.2339409722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,2771.766059027777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,2791.014434437692901234567901234567901234567901234567901234567901234567901234567901234567901234567900,348.8768043047116126543209876543209876543209876543209876543209876543209876543209876543209876543209875,2442.137630132981288580246913580246913580246913580246913580246913580246913580246913580246913580246912,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0161|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+8|d=3|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0162,bound_composite_rows,color_triad[2+3+9],OCTET_COMPOSITE,three_owner_color_closure,2+3+9,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3384,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.2855902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777,3384.285590277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,3407.787573543595679012345679012345679012345679012345679012345679012345679012345679012345679012345678,425.9734466929494598765432098765432098765432098765432098765432098765432098765432098765432098765432098,2981.814126850646219135802469135802469135802469135802469135802469135802469135802469135802469135802469,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0162|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+9|d=3|q=negative:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0163,bound_composite_rows,color_triad[2+3+12],OCTET_COMPOSITE,three_owner_color_closure,2+3+12,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5652,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.4769965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777776,5652.476996527777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,5691.730309003665123456790123456790123456790123456790123456790123456790123456790123456790123456790121,711.4662886254581404320987654320987654320987654320987654320987654320987654320987654320987654320987651,4980.264020378206983024691358024691358024691358024691358024691358024691358024691358024691358024691356,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0163|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+12|d=3|q=negative:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0164,bound_composite_rows,color_triad[2+4+4],OCTET_COMPOSITE,three_owner_color_closure,2+4+4,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1296,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.1093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1296.109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1305.110134548611111111111111111111111111111111111111111111111111111111111111111111111111111111111111,163.1387668185763888888888888888888888888888888888888888888888888888888888888888888888888888888888889,1141.971367730034722222222222222222222222222222222222222222222222222222222222222222222222222222222222,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0164|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+4|d=3|q=negative:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0165,bound_composite_rows,color_triad[2+4+6],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+6,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,2016,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-840.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,2856.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2895.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,361.9583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2533.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0165|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+6|d=0|q=negative:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0166,bound_composite_rows,color_triad[2+4+8],OCTET_COMPOSITE,three_owner_color_closure,2+4+8,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3024,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.859375,3022.140625,3022.140625,377.767578125,2644.373046875,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0166|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+8|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0167,bound_composite_rows,color_triad[2+4+9],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+9,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3636,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-1515.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5151.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5222.541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,652.8177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,4569.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0167|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+9|d=0|q=negative:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0168,bound_composite_rows,color_triad[2+4+12],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+12,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5904,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-2460.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8364.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8480.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,1060.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,7420.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0168|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+12|d=0|q=negative:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0169,bound_composite_rows,color_triad[2+6+6],OCTET_COMPOSITE,three_owner_color_closure,2+6+6,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2736,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-0.6267361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111109,2736.626736111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,2812.644145447530864197530864197530864197530864197530864197530864197530864197530864197530864197530865,351.5805181809413580246913580246913580246913580246913580246913580246913580246913580246913580246913581,2461.063627266589506172839506172839506172839506172839506172839506172839506172839506172839506172839508,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0169|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+6|d=3|q=negative:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0170,bound_composite_rows,color_triad[2+6+8],OCTET_COMPOSITE,three_owner_color_closure,2+6+8,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3744,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.4965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777779,3744.496527777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,3796.503423996913580246913580246913580246913580246913580246913580246913580246913580246913580246913581,474.5629279996141975308641975308641975308641975308641975308641975308641975308641975308641975308641976,3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0170|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+8|d=3|q=negative:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0171,bound_composite_rows,color_triad[2+6+9],OCTET_COMPOSITE,three_owner_color_closure,2+6+9,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,4356,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-0.9978298611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111109,4356.997829861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,4478.025547357253086419753086419753086419753086419753086419753086419753086419753086419753086419753087,559.7531934196566358024691358024691358024691358024691358024691358024691358024691358024691358024691359,3918.272353937596450617283950617283950617283950617283950617283950617283950617283950617283950617283951,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0171|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+9|d=3|q=negative:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0172,bound_composite_rows,color_triad[2+6+12],OCTET_COMPOSITE,three_owner_color_closure,2+6+12,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,6624,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-1.517361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,6625.517361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,6809.559510030864197530864197530864197530864197530864197530864197530864197530864197530864197530864199,851.1949387538580246913580246913580246913580246913580246913580246913580246913580246913580246913580249,5958.364571277006172839506172839506172839506172839506172839506172839506172839506172839506172839506174,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0172|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+12|d=3|q=negative:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0173,bound_composite_rows,color_triad[2+8+8],GROUND_BARYON_3BODY,three_owner_color_closure,2+8+8,0,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,4752,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=4,-2772.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7524.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7733.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,966.6250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,6766.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0173|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+8+8|d=0|q=negative:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0174,bound_composite_rows,color_triad[2+8+9],OCTET_COMPOSITE,three_owner_color_closure,2+8+9,3,negative,6,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5364,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=6,-1.746093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5365.746093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5589.318847656250000000000000000000000000000000000000000000000000000000000000000000000000000000000002,698.6648559570312500000000000000000000000000000000000000000000000000000000000000000000000000000000002,4890.653991699218750000000000000000000000000000000000000000000000000000000000000000000000000000000001,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0174|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+9|d=3|q=negative:6,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0175,bound_composite_rows,color_triad[2+8+12],OCTET_COMPOSITE,three_owner_color_closure,2+8+12,3,negative,6,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,7632,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=6,-2.484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7634.484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7952.587890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,994.0734863281250000000000000000000000000000000000000000000000000000000000000000000000000000000000004,6958.514404296875000000000000000000000000000000000000000000000000000000000000000000000000000000000002,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0175|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+12|d=3|q=negative:6,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0176,bound_composite_rows,color_triad[2+9+9],OCTET_COMPOSITE,three_owner_color_closure,2+9+9,3,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5976,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=7,-2.233506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,5978.233506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,6268.842080198688271604938271604938271604938271604938271604938271604938271604938271604938271604938270,783.6052600248360339506172839506172839506172839506172839506172839506172839506172839506172839506172838,5485.236820173852237654320987654320987654320987654320987654320987654320987654320987654320987654320986,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0176|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+9|d=3|q=negative:7,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0177,bound_composite_rows,color_triad[2+9+12],OCTET_COMPOSITE,three_owner_color_closure,2+9+12,3,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,8244,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=7,-3.081163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,8247.081163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,8647.980941960841049382716049382716049382716049382716049382716049382716049382716049382716049382716048,1080.997617745105131172839506172839506172839506172839506172839506172839506172839506172839506172839506,7566.983324215735918209876543209876543209876543209876543209876543209876543209876543209876543209876542,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0177|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+12|d=3|q=negative:7,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0178,bound_composite_rows,color_triad[2+12+12],OCTET_COMPOSITE,three_owner_color_closure,2+12+12,3,negative,10,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,10512,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=10,-5.449652777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777,10517.44965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,11247.82810088734567901234567901234567901234567901234567901234567901234567901234567901234567901234568,1405.97851261091820987654320987654320987654320987654320987654320987654320987654320987654320987654321,9841.84958827642746913580246913580246913580246913580246913580246913580246913580246913580246913580247,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0178|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+12+12|d=3|q=negative:10,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0179,bound_composite_rows,color_triad[3+3+3],GROUND_BARYON_3BODY,three_owner_color_closure,3+3+3,0,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECTED_FAKE_CLOSURE,972,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=0,1215.00,-243.00,0,0,0,no,,REJECTED_NEGATIVE_SURFACE,particle_candidate,,no,REJECTED_NEGATIVE_SURFACE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0179|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+3|d=0|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0180,bound_composite_rows,color_triad[3+3+4],OCTET_COMPOSITE,three_owner_color_closure,3+3+4,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1224,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.1032986111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1223.896701388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,1232.395984037422839506172839506172839506172839506172839506172839506172839506172839506172839506172839,154.0494980046778549382716049382716049382716049382716049382716049382716049382716049382716049382716049,1078.346486032744984567901234567901234567901234567901234567901234567901234567901234567901234567901234,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0180|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+4|d=3|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0181,bound_composite_rows,color_triad[3+3+6],GROUND_BARYON_3BODY,three_owner_color_closure,3+3+6,0,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECTED_FAKE_CLOSURE,1944,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=0,2430.00,-486.00,0,0,0,no,,REJECTED_NEGATIVE_SURFACE,particle_candidate,,no,REJECTED_NEGATIVE_SURFACE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0181|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+6|d=0|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0182,bound_composite_rows,color_triad[3+3+8],OCTET_COMPOSITE,three_owner_color_closure,3+3+8,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2952,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.3914930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,2951.608506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,2992.603069540895061728395061728395061728395061728395061728395061728395061728395061728395061728395062,374.0753836926118827160493827160493827160493827160493827160493827160493827160493827160493827160493828,2618.527685848283179012345679012345679012345679012345679012345679012345679012345679012345679012345679,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0182|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+8|d=3|q=positive:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0183,bound_composite_rows,color_triad[3+3+9],GROUND_BARYON_3BODY,three_owner_color_closure,3+3+9,0,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECTED_FAKE_CLOSURE,3564,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=0,4455.00,-891.00,0,0,0,no,,REJECTED_NEGATIVE_SURFACE,particle_candidate,,no,REJECTED_NEGATIVE_SURFACE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0183|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+9|d=0|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0184,bound_composite_rows,color_triad[3+3+12],GROUND_BARYON_3BODY,three_owner_color_closure,3+3+12,0,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECTED_FAKE_CLOSURE,5832,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=0,7290.00,-1458.00,0,0,0,no,,REJECTED_NEGATIVE_SURFACE,particle_candidate,,no,REJECTED_NEGATIVE_SURFACE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0184|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+12|d=0|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0185,bound_composite_rows,color_triad[3+4+4],OCTET_COMPOSITE,three_owner_color_closure,3+4+4,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1476,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.9075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,184.3865559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1290.705891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0185|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+4|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
