row_entity_id,source_candidate_id,source_path,source_hash,source_row_number,active_status,matter_or_antimatter,charged_or_neutral,carrier_only,support_only,particle_promoted,pair_id,partition_signature,route_class,closure_depth,native_mass,observed_candidate_mass,provenance_status
"SAM[row=QP093A-0076,p=2,sign=positive,depth=0,class=quark_like_charged]",QP093A-0076,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,77,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0005,2,conjugate_single_write,0,3,2.5,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0077,p=3,sign=negative,depth=0,class=quark_like_charged]",QP093A-0077,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,78,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0007,3,conjugate_single_write,0,3.75,4.6875,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0078,p=3,sign=positive,depth=0,class=quark_like_charged]",QP093A-0078,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,79,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0008,3,conjugate_single_write,0,4.5,3.375,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0079,p=4,sign=negative,depth=0,class=quark_like_charged]",QP093A-0079,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,80,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0010,4,conjugate_single_write,0,5,6.666666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0080,p=4,sign=positive,depth=0,class=quark_like_charged]",QP093A-0080,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,81,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0011,4,conjugate_single_write,0,6,4,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0081,p=6,sign=negative,depth=0,class=quark_like_charged]",QP093A-0081,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,82,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0013,6,conjugate_single_write,0,7.5,11.25,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0082,p=6,sign=positive,depth=0,class=quark_like_charged]",QP093A-0082,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,83,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0014,6,conjugate_single_write,0,9,4.5,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0083,p=8,sign=negative,depth=0,class=quark_like_charged]",QP093A-0083,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,84,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0016,8,conjugate_single_write,0,10,16.66666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0084,p=8,sign=positive,depth=0,class=quark_like_charged]",QP093A-0084,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,85,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0017,8,conjugate_single_write,0,12,4,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0085,p=9,sign=negative,depth=0,class=quark_like_charged]",QP093A-0085,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,86,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0019,9,conjugate_single_write,0,11.25,19.6875,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0086,p=9,sign=positive,depth=0,class=quark_like_charged]",QP093A-0086,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,87,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0020,9,conjugate_single_write,0,13.5,3.375,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0087,p=12,sign=negative,depth=0,class=quark_like_charged]",QP093A-0087,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,88,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0022,12,conjugate_single_write,0,15,30,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0088,p=12,sign=positive,depth=0,class=quark_like_charged]",QP093A-0088,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,89,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0023,12,conjugate_single_write,0,18,0,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0089,p=1,sign=negative,depth=1,class=heavier_charged_lepton_minus]",QP093A-0089,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,90,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0025,1,conjugate_single_write,1,15,15.10416667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0090,p=1,sign=positive,depth=1,class=heavier_positron_substrate_slot]",QP093A-0090,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,91,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0026,1,conjugate_single_write,1,18,17.875,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|MIRROR
"SAM[row=QP093A-0091,p=2,sign=negative,depth=1,class=quark_like_charged]",QP093A-0091,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,92,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0028,2,conjugate_single_write,1,30,30.41666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0092,p=2,sign=positive,depth=1,class=quark_like_charged]",QP093A-0092,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,93,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0029,2,conjugate_single_write,1,36,35.5,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0093,p=3,sign=negative,depth=1,class=quark_like_charged]",QP093A-0093,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,94,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0031,3,conjugate_single_write,1,45,45.9375,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0094,p=3,sign=positive,depth=1,class=quark_like_charged]",QP093A-0094,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,95,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0032,3,conjugate_single_write,1,54,52.875,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0095,p=4,sign=negative,depth=1,class=quark_like_charged]",QP093A-0095,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,96,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0034,4,conjugate_single_write,1,60,61.66666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0096,p=4,sign=positive,depth=1,class=quark_like_charged]",QP093A-0096,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,97,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0035,4,conjugate_single_write,1,72,70,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0097,p=6,sign=negative,depth=1,class=quark_like_charged]",QP093A-0097,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,98,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0037,6,conjugate_single_write,1,90,93.75,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0098,p=6,sign=positive,depth=1,class=quark_like_charged]",QP093A-0098,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,99,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0038,6,conjugate_single_write,1,108,103.5,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0099,p=8,sign=negative,depth=1,class=quark_like_charged]",QP093A-0099,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,100,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0040,8,conjugate_single_write,1,120,126.6666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0100,p=8,sign=positive,depth=1,class=quark_like_charged]",QP093A-0100,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,101,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0041,8,conjugate_single_write,1,144,136,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0101,p=9,sign=negative,depth=1,class=quark_like_charged]",QP093A-0101,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,102,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0043,9,conjugate_single_write,1,135,143.4375,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0102,p=9,sign=positive,depth=1,class=quark_like_charged]",QP093A-0102,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,103,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0044,9,conjugate_single_write,1,162,151.875,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0103,p=12,sign=negative,depth=1,class=quark_like_charged]",QP093A-0103,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,104,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0046,12,conjugate_single_write,1,180,195,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
"SAM[row=QP093A-0104,p=12,sign=positive,depth=1,class=quark_like_charged]",QP093A-0104,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,105,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0047,12,conjugate_single_write,1,216,198,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
