scenario_id,door,seed,anchor,p_level,geometry,view_id,n_x,n_y,n_z,carrier_count,preprojection_trace_relative_error,source_trace_relative_error,normalized_pixel_raw_power
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_yz_p,0.0,0.7071067811865475,0.7071067811865475,378,5.254034789845041e-09,0.0,87367.02995074898
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_yz_m,0.0,0.7071067811865475,-0.7071067811865475,378,5.254034789845041e-09,0.0,21250.815124080073
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,body_ppp,0.5773502691896258,0.5773502691896258,0.5773502691896258,378,5.254034789845041e-09,0.0,64018.161987132866
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,body_ppm,0.5773502691896258,0.5773502691896258,-0.5773502691896258,378,5.254034789845041e-09,0.0,47666.40433477349
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,body_pmp,0.5773502691896258,-0.5773502691896258,0.5773502691896258,378,5.254034789845041e-09,0.0,11620.542689559388
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,body_mpp,-0.5773502691896258,0.5773502691896258,0.5773502691896258,378,5.254034789845041e-09,0.0,81880.24250992916
REF_0012,discovery,910002,low_drive,1,dispersed_slots,axis_x,1.0,0.0,0.0,378,2.2028204495937333e-08,0.0,5988.496021999923
REF_0012,discovery,910002,low_drive,1,dispersed_slots,axis_y,0.0,1.0,0.0,378,2.2028204495937333e-08,0.0,29136.516022564858
REF_0012,discovery,910002,low_drive,1,dispersed_slots,axis_z,0.0,0.0,1.0,378,2.2028204495937333e-08,0.0,68153.73874727414
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_xy_p,0.7071067811865475,0.7071067811865475,0.0,378,2.2028204495937333e-08,0.0,20750.203371116477
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_xy_m,0.7071067811865475,-0.7071067811865475,0.0,378,2.2028204495937333e-08,0.0,25623.972141847786
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_xz_p,0.7071067811865475,0.0,0.7071067811865475,378,2.2028204495937333e-08,0.0,27741.308411321155
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_xz_m,0.7071067811865475,0.0,-0.7071067811865475,378,2.2028204495937333e-08,0.0,55262.2578929146
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_yz_p,0.0,0.7071067811865475,0.7071067811865475,378,2.2028204495937333e-08,0.0,81572.67340440053
REF_0012,discovery,910002,low_drive,1,dispersed_slots,face_yz_m,0.0,0.7071067811865475,-0.7071067811865475,378,2.2028204495937333e-08,0.0,13004.902900140256
REF_0012,discovery,910002,low_drive,1,dispersed_slots,body_ppp,0.5773502691896258,0.5773502691896258,0.5773502691896258,378,2.2028204495937333e-08,0.0,39458.32095219982
REF_0012,discovery,910002,low_drive,1,dispersed_slots,body_ppm,0.5773502691896258,0.5773502691896258,-0.5773502691896258,378,2.2028204495937333e-08,0.0,34960.423027839235
REF_0012,discovery,910002,low_drive,1,dispersed_slots,body_pmp,0.5773502691896258,-0.5773502691896258,0.5773502691896258,378,2.2028204495937333e-08,0.0,9640.902704363152
REF_0012,discovery,910002,low_drive,1,dispersed_slots,body_mpp,-0.5773502691896258,0.5773502691896258,0.5773502691896258,378,2.2028204495937333e-08,0.0,69110.08018299463
REF_0013,discovery,910002,low_drive,2,localized_ledger_cells,axis_x,1.0,0.0,0.0,594,9.116939024205264e-09,0.0,64838.991918944084
REF_0013,discovery,910002,low_drive,2,localized_ledger_cells,axis_y,0.0,1.0,0.0,594,9.116939024205264e-09,0.0,12666.909332681118
